N	2gram	Voloshinov	Analitik
1	не только	18	71
2	и в	32	66
3	в качестве	4	61
4	но и	17	57
5	в том	13	52
6	может быть	50	52
7	в этом	27	51
8	в частности	2	51
9	как и	19	50
10	и не	42	48
11	а не	15	42
12	при этом	13	40
13	том что	12	40
14	то есть	2	35
15	так и	21	35
16	отнюдь не	14	29
17	как бы	31	29
18	не может	40	29
19	а в	5	28
20	в его	10	27
21	и его	33	27
22	не в	13	26
23	но не	2	26
24	в себе	5	24
25	что в	5	22
26	и даже	4	22
27	к тому	8	22
28	в этой	3	22
29	лишь в	17	21
30	о том	4	20
31	и т.п	17	20
32	в самом	14	19
33	то же	19	19
34	в своей	5	19
35	по отношению	10	19
36	с его	6	19
37	но в	13	19
38	в данном	8	18
39	произведения в	1	18
40	в то	7	18
41	отношению к	9	18
42	тем самым	1	17
43	с другой	6	17
44	только в	14	17
45	со стороны	2	17
46	такого рода	1	17
47	или иной	8	17
48	в целом	2	17
49	что и	5	16
50	могут быть	4	16
51	то что	12	16
52	в пределах	7	16
53	и на	8	15
54	не есть	6	15
55	между тем	8	15
56	уже не	2	15
57	прежде всего	19	15
58	в сущности	17	15
59	в их	5	15
60	в рамках	1	15
61	литературное произведение	1	15
62	не менее	5	14
63	того же	11	14
64	себя в	2	14
65	той или	5	14
66	же время	7	14
67	в отличие	7	14
68	столь же	2	14
69	отличие от	7	14
70	далеко не	5	14
71	по себе	5	13
72	точки зрения	48	13
73	тому же	2	13
74	он не	5	13
75	этого слова	7	13
76	ничего не	9	13
77	как раз	5	13
78	для него	18	13
79	в начале	7	13
80	и к	3	12
81	никогда не	7	12
82	внутренней речи	13	12
83	как это	2	12
84	в первой	2	12
85	сводится к	5	12
86	как в	5	12
87	еще не	7	12
88	в конечном	1	12
89	в той	6	11
90	конечном счете	1	11
91	по своей	1	11
92	в свою	6	11
93	той же	5	11
94	это не	5	11
95	можно сказать	4	11
96	и как	8	11
97	не с	2	11
98	не следует	2	11
99	нуждается в	4	11
100	именно в	6	10
101	все же	13	10
102	с одной	2	10
103	в конце	5	10
104	было бы	8	10
105	подобно тому	1	10
106	отношения к	2	10
107	совпадает с	3	10
108	здесь не	2	10
109	со своей	1	10
110	особенно в	1	10
111	того или	2	10
112	и самого	3	10
113	на себя	1	10
114	говорить о	2	9
115	не столько	5	9
116	в результате	9	9
117	другой стороны	7	9
118	на фоне	1	9
119	и того	11	9
120	одной стороны	2	9
121	свою очередь	5	9
122	в своем	3	9
123	крайней мере	1	9
124	таким образом	29	9
125	во всех	13	9
126	в русской	3	9
127	за пределы	8	9
128	или иного	2	9
129	только не	1	9
130	имеет место	2	9
131	особого рода	1	9
132	вместе с	2	9
133	по крайней	1	9
134	вступает в	2	9
135	тому как	1	9
136	того что	5	9
137	о чем	1	8
138	роль в	1	8
139	между двумя	4	8
140	одной из	5	8
141	в контексте	12	8
142	с ним	1	8
143	нашего времени	1	8
144	если бы	12	8
145	и все	8	8
146	что он	5	8
147	не является	11	8
148	в основе	10	8
149	с точки	31	8
150	хотя и	1	8
151	этом отношении	4	8
152	времени и	1	8
153	он и	2	8
154	одного из	3	8
155	во всяком	8	7
156	текста но	1	7
157	в другом	5	7
158	в одном	2	7
159	как мы	26	7
160	в нашем	4	7
161	одна из	6	7
162	по природе	1	7
163	по преимуществу	5	7
164	как нам	1	7
165	внимание на	1	7
166	несмотря на	1	7
167	в ее	9	7
168	у него	2	7
169	в таком	8	7
170	как говорит	1	7
171	героя и	1	7
172	природе своей	1	7
173	и тем	4	7
174	и является	4	7
175	приводит к	3	7
176	реальности в	1	7
177	в соответствии	1	7
178	всяком случае	4	7
179	и для	15	7
180	жизни но	2	7
181	в литературе	2	7
182	все это	4	7
183	таком случае	5	7
184	однако не	3	7
185	или иначе	3	7
186	во времени	1	7
187	и т.д	6	7
188	себя и	2	7
189	место в	5	7
190	что иное	1	7
191	иное как	2	7
192	для всех	2	6
193	русской литературе	1	6
194	те же	5	6
195	так или	2	6
196	эстетической деятельности	1	6
197	или в	4	6
198	одного и	9	6
199	хотя бы	8	6
200	превращается в	2	6
201	не что	2	6
202	вовсе не	15	6
203	из них	3	6
204	то в	3	6
205	тем не	3	6
206	не знает	4	6
207	что не	4	6
208	вопроса о	1	6
209	не будет	7	6
210	могла бы	2	6
211	его как	2	6
212	в силу	1	6
213	как система	11	6
214	в нем	17	6
215	он был	2	6
216	из которых	2	6
217	из того	1	6
218	от своего	2	6
219	вследствие этого	1	6
220	и более	6	6
221	из этих	3	6
222	соответствии с	1	6
223	в сознании	2	6
224	и то	4	6
225	ответ на	3	6
226	художественного высказывания	1	6
227	уже в	3	6
228	в равной	1	6
229	есть в	1	6
230	ли не	2	6
231	должен быть	2	6
232	его в	7	6
233	тем более	3	6
234	же в	1	6
235	не так	2	5
236	без исключения	9	5
237	не как	5	5
238	в этих	2	5
239	на смену	2	5
240	по пути	1	5
241	в первом	3	5
242	мысль о	1	5
243	тем что	3	5
244	в один	1	5
245	речь идет	1	5
246	исходя из	1	5
247	в котором	6	5
248	входит в	5	5
249	для того	8	5
250	для себя	4	5
251	в слове	13	5
252	может служить	1	5
253	к этому	10	5
254	и он	4	5
255	с другими	6	5
256	иного рода	1	5
257	к жизни	2	5
258	ни в	7	5
259	не о	1	5
260	и до	4	5
261	но как	3	5
262	а с	1	5
263	так что	2	5
264	бы быть	1	5
265	и по	1	5
266	и потому	7	5
267	с ее	2	5
268	в особенности	1	5
269	во втором	2	5
270	и здесь	9	5
271	романа в	1	5
272	связывается с	1	5
273	не могут	4	5
274	самом деле	18	5
275	в романе	2	5
276	как о	2	5
277	к его	4	5
278	жизни в	5	5
279	да и	1	5
280	еще и	2	5
281	совершенно не	6	5
282	что мы	1	5
283	в роли	1	5
284	а и	1	5
285	за пределами	2	5
286	тот же	4	5
287	в художественном	1	5
288	этом случае	3	5
289	принадлежит к	2	5
290	мы не	6	5
291	с той	1	5
292	в широком	2	5
293	с их	2	5
294	в общем	1	5
295	все эти	8	5
296	одно из	1	5
297	внешнего мира	1	5
298	знакового материала	3	5
299	одну из	2	5
300	и их	2	5
301	нового времени	2	5
302	высказывания в	8	5
303	еще в	2	5
304	и особенно	2	5
305	однако и	1	4
306	строго говоря	1	4
307	его от	1	4
308	связь с	4	4
309	в своих	2	4
310	к самому	2	4
311	в собственном	2	4
312	большей или	1	4
313	отличается от	1	4
314	с этим	6	4
315	во внешнем	2	4
316	в действительности	3	4
317	не должен	1	4
318	нашем случае	1	4
319	только на	7	4
320	для данного	2	4
321	значительной степени	3	4
322	что же	5	4
323	не становится	3	4
324	из виду	2	4
325	сказать что	7	4
326	жизни как	1	4
327	известной степени	2	4
328	на него	1	4
329	еще одна	1	4
330	что она	1	4
331	воли и	1	4
332	не все	3	4
333	лишь при	2	4
334	к нему	5	4
335	ни было	15	4
336	не было	6	4
337	в которой	4	4
338	одним из	4	4
339	лишь на	6	4
340	между ними	6	4
341	в двух	4	4
342	в чем	2	4
343	каждом из	1	4
344	бы в	4	4
345	в каждом	8	4
346	могли бы	2	4
347	не сводится	1	4
348	в устах	4	4
349	мы уже	7	4
350	то ни	12	4
351	в ответ	1	4
352	и что	2	4
353	этом смысле	2	4
354	равной степени	1	4
355	или меньшей	1	4
356	и от	6	4
357	и есть	3	4
358	его к	4	4
359	а как	7	4
360	в составе	1	4
361	были бы	2	4
362	была бы	1	4
363	как он	3	4
364	в отношении	7	4
365	смысла в	1	4
366	оказывается в	1	4
367	а именно	1	4
368	с ними	5	4
369	подхода к	4	4
370	бы не	2	4
371	в известном	1	4
372	это и	3	4
373	его и	3	4
374	потому что	2	4
375	того чтобы	9	4
376	и если	2	4
377	и тогда	2	4
378	в диалоге	1	4
379	и во	2	4
380	до известной	2	4
381	здесь и	1	4
382	к предмету	1	4
383	но это	1	4
384	как к	2	4
385	все они	1	4
386	о нем	1	4
387	ее в	2	4
388	здесь в	5	4
389	бы и	2	4
390	на которой	1	4
391	ко второму	1	4
392	сама по	2	4
393	является по	1	4
394	или даже	2	4
395	первой части	2	4
396	человека в	3	4
397	высказывания и	11	4
398	но при	3	4
399	его не	2	4
400	в акте	1	4
401	в значительной	3	4
402	на основе	4	4
403	и ее	4	4
404	основе своей	1	4
405	отношение к	1	4
406	в области	3	4
407	сознания в	1	4
408	или точнее	2	4
409	дело здесь	1	4
410	более того	7	4
411	от него	4	3
412	отвечает на	1	3
413	быть признано	1	3
414	к этой	2	3
415	с этой	2	3
416	его за	1	3
417	случае не	1	3
418	какой бы	4	3
419	лишь одной	1	3
420	в виду	2	3
421	у пушкина	1	3
422	всякое высказывание	3	3
423	и с	4	3
424	говоря языком	1	3
425	в речи	1	3
426	в жизни	2	3
427	с тем	1	3
428	только для	1	3
429	при условии	1	3
430	вопрос о	6	3
431	другого в	1	3
432	ничто не	1	3
433	на самом	10	3
434	уже о	1	3
435	это было	2	3
436	уже было	1	3
437	этой связи	4	3
438	и той	2	3
439	одной и	2	3
440	втором случае	1	3
441	и те	7	3
442	от своей	1	3
443	всех без	5	3
444	как на	2	3
445	что все	3	3
446	в зависимости	2	3
447	в противном	2	3
448	и внешней	1	3
449	к внутреннему	1	3
450	гораздо более	1	3
451	всего в	1	3
452	бы то	11	3
453	на почве	14	3
454	при анализе	1	3
455	имеют место	1	3
456	первом случае	3	3
457	должно быть	4	3
458	в состоянии	1	3
459	связи с	22	3
460	место лишь	1	3
461	и всего	2	3
462	во внутренней	3	3
463	в связи	12	3
464	опираются на	1	3
465	человек в	1	3
466	так сказать	19	3
467	между собой	3	3
468	но к	2	3
469	он сам	1	3
470	остается в	2	3
471	здесь как	2	3
472	чистом виде	1	3
473	речи и	6	3
474	в тех	1	3
475	и тот	4	3
476	тот или	2	3
477	из этого	2	3
478	бы ни	1	3
479	оно может	6	3
480	слова как	9	3
481	во время	2	3
482	всех этих	2	3
483	случае это	2	3
484	его из	3	3
485	например в	2	3
486	тогда когда	2	3
487	что они	1	3
488	поэтому в	2	3
489	и внешнего	5	3
490	себе не	1	3
491	можно было	2	3
492	этом как	3	3
493	оно не	1	3
494	сами по	1	3
495	если не	1	3
496	есть лишь	2	3
497	ни о	2	3
498	мы могли	1	3
499	смысла и	1	3
500	с целью	2	3
501	времени не	2	3
502	часть третья	1	3
503	установкой на	4	3
504	ему и	1	3
505	о котором	1	3
506	зависимости от	4	3
507	на каждом	1	3
508	человека и	1	3
509	только одно	1	3
510	ни к	3	3
511	то он	1	3
512	он же	1	3
513	языка и	28	3
514	в становлении	3	3
515	быть не	2	3
516	тех пор	2	3
517	поскольку он	2	3
518	для нее	1	3
519	результате чего	1	3
520	образом не	1	3
521	из наиболее	1	3
522	неотделима от	1	3
523	она может	3	3
524	речи в	4	3
525	мог бы	2	3
526	к миру	1	3
527	на этот	3	3
528	неотделимо от	1	3
529	на языке	1	3
530	так как	5	3
531	они не	2	3
532	за собою	1	3
533	том числе	3	3
534	себя самого	2	3
535	же не	2	3
536	дело в	1	3
537	когда же	1	3
538	далека от	1	3
539	ведь это	1	3
540	который как	1	3
541	и без	1	3
542	в какой	5	3
543	при таком	1	3
544	противном случае	2	3
545	мира и	2	3
546	к своему	2	3
547	и я	1	3
548	один и	3	3
549	этих двух	1	3
550	не говоря	1	3
551	она не	2	3
552	также и	1	3
553	однако если	1	3
554	в ней	5	3
555	но он	1	3
556	одни и	5	3
557	мы узнаем	1	3
558	независимо от	3	3
559	мы должны	4	3
560	и может	1	3
561	на меня	1	3
562	этих случаях	1	3
563	идет о	1	3
564	же самое	9	3
565	которые в	1	3
566	произведения не	1	3
567	когда он	1	3
568	слова в	8	3
569	жизни и	4	3
570	на то	4	3
571	душевной жизни	1	3
572	ведь и	1	3
573	для этого	1	3
574	и наконец	1	3
575	не к	3	3
576	по нашему	1	3
577	науки о	6	2
578	является в	5	2
579	есть вещь	2	2
580	говоря уже	1	2
581	т.е в	1	2
582	еще более	1	2
583	в применении	1	2
584	тому что	6	2
585	и взаимодействие	1	2
586	тем или	1	2
587	формы целого	1	2
588	следует что	7	2
589	в разных	2	2
590	или нет	1	2
591	которой в	1	2
592	не являются	1	2
593	или иному	1	2
594	требует от	1	2
595	далее в	1	2
596	этого момента	1	2
597	от них	1	2
598	ко всем	1	2
599	более или	3	2
600	мы и	1	2
601	тому или	1	2
602	она по	1	2
603	к другим	1	2
604	если он	2	2
605	их в	1	2
606	речевых актов	1	2
607	на эту	1	2
608	он произносит	1	2
609	собой не	1	2
610	слова часто	1	2
611	его что	1	2
612	в иной	1	2
