N	3gram	Propp_Isto	Narrotol
1	в том что	8	18
2	в данном случае	6	17
3	не только в	3	13
4	по отношению к	2	11
5	к тому же	4	9
6	о том что	3	9
7	не может быть	4	8
8	тем не менее	6	8
9	в соответствии с	1	8
10	состоит в том	2	6
11	мы имеем дело	1	6
12	можно сказать что	2	6
13	с одной стороны	2	6
14	в свою очередь	1	5
15	но и в	2	5
16	на самом деле	1	5
17	подобно тому как	3	5
18	имеем дело с	1	5
19	к тому что	1	4
20	во всяком случае	2	4
21	и не может	1	3
22	до сих пор	7	3
23	иметь в виду	1	3
24	в зависимости от	1	3
25	точно так же	8	3
26	в связи с	5	3
27	то же самое	1	3
28	при всей своей	1	3
29	на то что	4	3
30	с точки зрения	1	3
31	что у нее	1	3
32	и то что	4	3
33	тогда как в	1	3
34	дело не только	1	2
35	они и не	1	2
36	здесь не только	1	2
37	мы узнаем что	1	2
38	из этих двух	1	2
39	если бы она	2	2
40	в таком случае	1	2
41	сами по себе	1	2
42	в центре внимания	1	2
43	не только на	1	2
44	не только не	2	2
45	как если бы	1	2
46	и у нас	1	2
47	хотя и не	1	2
48	но и здесь	1	2
49	к ней в	1	2
50	на том свете	2	2
51	в том смысле	1	2
52	но все же	5	2
53	но и не	1	2
54	здесь мы имеем	3	2
55	все же не	1	2
56	себя не только	1	2
57	все те же	1	2
58	можно было бы	2	2
59	так же как	7	2
60	что иное как	6	2
61	свое существование с	1	1
62	потому что я	1	1
63	через смерть в	1	1
64	в пределах этой	1	1
65	и столь же	1	1
66	мы уже знаем	3	1
67	тот ни другой	1	1
68	то что он	1	1
69	в большинстве случаев	2	1
70	он уже не	1	1
71	на том что	1	1
72	даже в самых	1	1
73	по сравнению с	2	1
74	и в другом	1	1
75	того что происходит	1	1
76	и к этому	1	1
77	не говорит и	1	1
78	смерть и воскресение	1	1
79	все время пребывания	1	1
80	никак не мог	1	1
81	и так или	1	1
82	она не могла	1	1
83	в том числе	1	1
84	возвращения героя из	1	1
85	друг от друга	1	1
86	но они не	1	1
87	не только с	1	1
88	еще более дробные	1	1
89	а не просто	1	1
90	так или иначе	1	1
91	связи с этим	1	1
92	и все что	1	1
93	друг с другом	2	1
94	и откуда они	1	1
95	он живет в	1	1
96	и по содержанию	1	1
97	в обоих случаях	1	1
98	с этой стороны	2	1
99	и деревья и	1	1
100	бросается в глаза	1	1
101	не могла бы	1	1
102	время пребывания в	1	1
103	ничего не знает	1	1
104	том что в	2	1
105	и в других	3	1
106	в частности из	1	1
107	принимает на себя	1	1
108	лет то и	1	1
109	и вот как	1	1
110	и даже не	1	1
111	но в этом	1	1
112	в целом и	1	1
113	но в его	1	1
114	все тех же	1	1
115	а не с	1	1
116	но уже не	1	1
117	только то что	1	1
118	с другой стороны	10	1
119	в этой связи	1	1
120	то что и	1	1
121	из того что	1	1
122	как мы увидим	2	1
123	не то что	1	1
124	в чем же	1	1
125	так же в	1	1
126	него а в	1	1
127	и т д	30	1
128	то что было	2	1
129	и полагает что	1	1
130	есть не что	2	1
131	в этих случаях	13	1
132	ни тот ни	1	1
133	к такого рода	1	1
134	уже говорилось о	1	1
135	связаны между собой	1	1
136	или чаще в	1	1
137	а в умении	1	1
138	из которых он	1	1
139	к этому времени	1	1
140	случае мы имеем	1	1
141	этой точки зрения	1	1
142	как и в	2	1
143	одной из них	1	1
144	их между собой	1	1
145	с того что	2	1
146	в то время	2	1
147	века в лице	1	1
148	тем более что	1	1
149	на этот вопрос	1	1
150	всего что было	1	1
151	же можно сказать	1	1
152	могло бы составить	2	1
153	начинается с того	2	1
154	данном случае в	1	1
155	и не только	1	1
156	не означает что	1	1
157	не что иное	6	1
158	и здесь мы	2	1
159	состоит в извлечении	1	1
160	в другом отношении	1	1
161	содержит в себе	2	1
162	как мы видели	7	1
163	том что и	1	1
164	то время как	2	1
165	с самого начала	1	1
166	одна из особенностей	1	1
167	же как и	3	1
168	том смысле как	1	1
169	бы это был	1	1
170	во второй раз	2	1
171	в следующей главе	1	1
172	что и в	3	1
173	это все те	1	1
174	с этой точки	1	1
175	мы не можем	1	1
176	с этого момента	1	1
177	что еще не	1	1
178	может быть и	1	1
