N	2gram	Bakhtin_Fr	Myshleni
1	в том	16	195
2	в этом	27	167
3	то что	9	166
4	и в	67	162
5	том что	13	161
6	в развитии	1	151
7	таким образом	20	147
8	точки зрения	7	143
9	с помощью	6	131
10	что в	14	119
11	мышления и	1	117
12	не только	23	116
13	того что	4	109
14	в процессе	1	101
15	так же	13	100
16	речи и	1	99
17	и речи	2	96
18	потому что	8	95
19	того чтобы	9	91
20	может быть	4	89
21	с точки	5	89
22	что он	7	86
23	не может	9	81
24	как и	19	79
25	для того	8	78
26	так как	16	78
27	и не	23	78
28	только в	6	75
29	в целом	2	74
30	как мы	16	72
31	но и	23	70
32	заключается в	1	67
33	в его	17	67
34	сказать что	12	65
35	как бы	18	64
36	вместе с	5	62
37	и что	3	60
38	было бы	5	60
39	в качестве	5	60
40	то же	18	58
41	в основе	6	58
42	мышления в	1	56
43	в отношении	2	55
44	в силу	1	53
45	в самом	7	52
46	в сущности	13	51
47	к тому	4	49
48	что они	3	48
49	тем что	3	48
50	мы можем	5	48
51	тогда когда	3	47
52	мы не	6	47
53	если бы	2	46
54	по отношению	1	45
55	но не	6	45
56	с другой	3	45
57	с тем	3	43
58	же как	4	43
59	тому что	1	42
60	как это	5	42
61	отношению к	1	42
62	в ходе	1	41
63	о том	8	40
64	одной стороны	2	40
65	никогда не	6	39
66	говорит он	1	39
67	с одной	2	39
68	так и	14	39
69	мы видели	11	38
70	в области	2	38
71	и к	7	37
72	если мы	3	37
73	мы видим	6	37
74	не в	8	37
75	в этой	13	37
76	с самого	3	36
77	в своем	13	36
78	все эти	12	36
79	самого начала	3	36
80	как в	4	36
81	а не	6	36
82	и его	19	36
83	того же	6	35
84	с другом	2	35
85	можно было	5	35
86	в себе	3	35
87	в которой	1	35
88	и т.д	2	35
89	друг с	2	35
90	он не	9	35
91	связи с	7	34
92	и как	7	34
93	приводит к	1	34
94	прежде всего	19	33
95	при этом	5	33
96	именно в	5	32
97	и на	12	32
98	той же	6	32
99	нас к	1	32
100	по своему	5	32
101	же самое	3	32
102	что и	8	32
103	но в	20	32
104	слова и	2	32
105	развития и	1	31
106	все же	7	31
107	из того	1	31
108	и то	2	31
109	мысли и	6	30
110	на то	2	30
111	этом отношении	7	30
112	в устной	2	30
113	этого слова	1	29
114	между тем	3	29
115	как известно	2	29
116	могут быть	1	29
117	от того	3	29
118	с этим	6	28
119	что с	1	28
120	самом деле	6	28
121	к слову	1	28
122	с этой	1	27
123	в результате	5	27
124	другой стороны	2	27
125	в то	17	27
126	и с	18	27
127	в своей	6	27
128	связь между	1	27
129	что все	4	27
130	перед нами	6	27
131	в их	4	26
132	что это	4	26
133	для него	4	26
134	в частности	4	26
135	в чем	6	25
136	что она	4	25
137	еще не	5	25
138	уже в	1	25
139	все это	15	25
140	можно сказать	4	25
141	мы уже	13	25
142	это не	5	25
143	в смысле	1	24
144	мы знаем	1	24
145	тот же	4	24
146	зависимости от	1	24
147	целый ряд	2	24
148	на этот	4	24
149	того как	1	24
150	так что	1	24
151	что эта	3	24
152	в нем	20	24
153	друг друга	1	23
154	этот вопрос	1	23
155	бы в	5	23
156	ни в	5	23
157	как он	3	23
158	связи между	1	23
159	во всяком	1	22
160	не могут	3	22
161	то время	4	22
162	столь же	1	22
163	в зависимости	1	22
164	между ними	4	21
165	к этому	4	21
166	же точно	1	21
167	и ее	2	21
168	с таким	1	21
169	в нашем	3	21
170	его в	10	21
171	все время	3	21
172	в свете	3	21
173	там где	10	21
174	и все	18	21
175	не имеет	4	21
176	в истории	2	21
177	ее в	1	21
178	и более	1	21
179	отношение к	1	21
180	в виду	2	20
181	не менее	4	20
182	в котором	3	20
183	в другом	4	20
184	к которому	1	20
185	из них	5	20
186	из этих	4	20
187	на вопрос	1	20
188	и других	2	20
189	а в	4	20
190	как раз	5	20
191	на этом	7	20
192	в наших	1	20
193	по существу	4	20
194	и их	6	20
195	но мы	3	19
196	в связи	5	19
197	во всех	20	19
198	а с	1	19
199	и по	3	19
200	один из	6	19
201	но если	1	19
202	независимо от	3	19
203	в данном	4	19
204	для других	1	19
205	в той	2	19
206	словом и	4	19
207	как на	6	19
208	с ним	6	19
209	в себя	6	19
210	мы говорили	2	19
211	во всем	1	18
212	и словом	1	18
213	во всей	1	18
214	одного и	1	18
215	но это	10	18
216	в отличие	3	18
217	отличие от	3	18
218	приходит к	1	18
219	слов и	1	18
220	чем в	1	18
221	в своих	1	17
222	их в	2	17
223	казалось бы	2	17
224	в одном	7	17
225	сих пор	3	17
226	и той	1	17
227	до сих	3	17
228	мысль не	1	17
229	о природе	2	17
230	в свою	1	17
231	тем же	1	17
232	до конца	2	17
233	и для	4	17
234	для этого	2	17
235	все что	3	17
236	нами в	2	17
237	и того	1	17
238	у него	4	17
239	ту же	3	17
240	и от	6	17
241	и есть	5	17
242	мы находим	5	17
243	и только	2	17
244	и другие	5	16
245	одной и	1	16
246	понятия как	1	16
247	в которых	3	16
248	слово и	1	16
249	значение в	1	16
250	вовсе не	19	16
251	такой же	5	16
252	и даже	6	16
253	на этой	3	16
254	между двумя	1	16
255	между отдельными	2	16
256	по поводу	5	16
257	то в	3	16
258	видели что	2	16
259	которые в	1	16
260	которую мы	1	16
261	тому как	2	16
262	в них	12	15
263	эта речь	1	15
264	что при	1	15
265	от этого	2	15
266	и это	5	15
267	и является	1	15
268	подобно тому	2	15
269	со всеми	6	15
270	данном случае	4	15
271	на все	4	15
272	тем более	3	15
273	хотя бы	2	15
274	в начале	2	15
275	становится возможным	2	15
276	те же	1	15
277	между этими	3	15
278	но как	1	15
279	которое мы	1	15
280	том же	3	15
281	ничего не	5	15
282	вообще не	3	15
283	как она	1	15
284	является не	1	15
285	когда он	2	15
286	по этому	1	15
287	уже говорили	7	14
288	свою очередь	1	14
289	одно и	1	14
290	что у	2	14
291	что для	1	14
292	точку зрения	3	14
293	из этого	5	14
294	и здесь	6	14
295	связанные с	7	14
296	только тогда	1	14
297	со всей	2	14
298	одним из	7	14
299	между словом	2	14
300	одной из	6	14
301	он должен	2	14
302	учения о	2	14
303	в учении	1	14
304	один и	1	14
305	этих двух	1	14
306	от друга	1	14
307	не можем	1	14
308	о чем	5	14
309	друг от	1	14
310	и во	4	14
311	с его	11	14
312	об этом	5	14
313	в действительности	1	13
314	с другими	3	13
315	и тот	2	13
316	его к	1	13
317	если в	3	13
318	они не	5	13
319	путь развития	1	13
320	но на	3	13
321	в виде	1	13
322	значения и	2	13
323	другом месте	3	13
324	на его	2	13
325	человека и	1	13
326	для всех	4	13
327	как они	4	13
328	но все	2	13
329	связана с	5	13
330	лишь в	3	13
331	стороны и	1	13
332	благодаря этому	3	13
333	даже в	5	12
334	а затем	7	12
335	на первый	4	12
336	только на	1	12
337	нашей работы	1	12
338	но он	5	12
339	ясно что	1	12
340	что слово	1	12
341	полагает что	1	12
342	должны были	1	12
343	за пределы	4	12
344	тем и	1	12
345	в одной	3	12
346	и потому	1	12
347	в самых	1	12
348	еще более	1	12
349	ко всем	1	12
350	в первом	3	12
351	к нему	5	12
352	от его	4	12
353	несмотря на	3	12
354	в ее	2	12
355	тем не	1	12
356	тому же	5	12
357	но только	1	12
358	никак не	3	12
359	и между	1	12
360	мог бы	1	12
361	это и	10	12
362	первый план	3	12
363	в ней	10	12
364	не столько	5	11
365	не могли	1	11
366	в других	2	11
367	находится в	2	11
368	на котором	2	11
369	на том	2	11
370	отношения к	1	11
371	обратимся к	2	11
372	мы будем	2	11
373	с ее	7	11
374	и при	2	11
375	эти особенности	2	11
376	друг другу	1	11
377	на самом	8	11
378	раз в	2	11
379	есть в	5	11
380	не по	1	11
381	больше того	1	11
382	что на	3	11
383	нас в	4	11
384	одно из	2	11
385	например в	6	11
386	что этот	1	11
387	мы увидим	1	11
388	вот почему	1	11
389	в настоящей	1	11
390	речи если	1	11
391	не знает	1	11
392	в конце	12	11
393	он в	4	11
394	в один	2	11
395	видим таким	1	11
396	ничего общего	1	11
397	во внешней	1	11
398	слово в	1	11
399	или менее	2	11
400	в пределах	2	11
401	нуждается в	3	11
402	и наконец	5	11
403	есть не	1	11
404	вслед за	1	10
405	каким образом	1	10
406	тенденцию к	1	10
407	в основу	2	10
408	что именно	1	10
409	о которых	1	10
410	связи и	1	10
411	в другой	1	10
412	этот процесс	3	10
413	понятий на	1	10
414	у нас	3	10
415	перейти к	1	10
416	но вместе	1	10
417	числе и	3	10
418	или иной	1	10
419	указывает на	1	10
420	из всех	1	10
421	речью и	1	10
422	и т.п	31	10
423	но этот	5	10
424	самом начале	2	10
425	к жизни	1	10
426	и у	7	10
427	мысль и	2	10
428	помощью которых	2	10
429	вместо того	1	10
430	во второй	3	10
431	если не	1	10
432	в конечном	1	10
433	относится к	3	10
434	не могло	3	10
435	и слово	3	10
436	том числе	6	10
437	чем он	1	10
438	и слова	2	10
439	речью в	1	10
440	и до	3	9
441	конечном счете	1	9
442	связано с	3	9
443	понятно что	1	9
444	для всей	1	9
445	к этим	1	9
446	что уже	1	9
447	под влиянием	1	9
448	той или	1	9
449	более или	2	9
450	в тех	1	9
451	приводят к	1	9
452	та же	2	9
453	и поэтому	2	9
454	в новой	1	9
455	форм мышления	1	9
456	но эта	3	9
457	также и	11	9
458	в плане	5	9
459	место в	3	9
460	иначе чем	1	9
461	всех тех	1	9
462	только для	4	9
463	как только	1	9
464	больше чем	2	9
465	говорить о	5	9
466	то как	1	9
467	как оно	1	9
468	в системе	2	9
469	и он	4	9
470	и притом	2	9
471	на отдельные	1	9
472	в первой	5	9
473	одном и	1	9
474	же самые	1	9
475	мы говорим	1	9
476	еще в	3	9
477	он может	2	9
478	хотя и	6	9
