N	4gram	Losev_Dial	Problemy
1	в то же время	3	26
2	но в то же	1	11
3	и в то же	2	7
4	бы то ни было	1	6
5	в то время как	6	3
6	и в этом смысле	1	3
7	одно и то же	2	3
8	одна и та же	3	2
9	но потому что она	1	2
10	и во всяком случае	1	2
11	уже сама по себе	1	2
12	ни в чем не	1	2
13	того что он есть	1	1
14	и т д как	1	1
15	как бы в некотором	1	1
16	на самом же деле	1	1
17	в этом смысле она	1	1
18	ничем не отличается от	4	1
19	о себе самом не	1	1
20	общего не имеет с	1	1
21	по крайней мере не	1	1
22	во что бы то	1	1
23	и т д он	1	1
24	что с точки зрения	2	1
25	с одной стороны и	1	1
26	которых он не может	1	1
27	и сам по себе	1	1
28	точка зрения с которой	1	1
29	что бы то ни	1	1
30	бы то ни стало	1	1
31	в своей последней основе	1	1
32	одних и тех же	2	1
33	положения которые сами по	1	1
34	тем не менее в	1	1
35	ни того ни другого	1	1
36	что он сам не	1	1
37	на ту же тему	1	1
38	заключается в том что	1	1
39	иметь в виду что	1	1
40	можно прямо сказать что	1	1
41	сам по себе и	1	1
42	не чем иным как	1	1
43	то время как в	1	1
44	и есть то что	1	1
45	с точки зрения воли	1	1
46	не потому что она	1	1
47	мы имеем в виду	1	1
48	как раз и показывает	1	1
49	что каждый из них	1	1
50	и т д и	8	1
51	и независимо от того	1	1
52	не знаете что такое	1	1
53	тут не может быть	1	1
54	которые сами по себе	1	1
55	ничего общего не имеет	1	1
56	так же как и	1	1
57	в зависимости от характера	1	1
58	не может не признать	1	1
59	не в том что	4	1
