N	4gram	Vygotskiy_	Problema
1	не что иное как	1	14
2	ни в каком случае	1	12
3	в то время как	3	12
4	взятые сами по себе	1	9
5	в каком случае не	1	9
6	то это значит что	1	6
7	заключается в том что	8	6
8	свидетельствует о том что	1	5
9	взятый сам по себе	1	5
10	ни в какой мере	2	5
11	в том виде как	1	5
12	не имеют ничего общего	1	5
13	в том смысле что	1	5
14	в какой мере не	1	5
15	уже с самого начала	1	4
16	ничего общего с тем	1	4
17	одно и то же	3	4
18	указывает на то что	3	4
19	и с точки зрения	1	4
20	точно так же и	1	4
21	так же как и	1	4
22	в том или ином	1	4
23	вне и независимо от	1	3
24	каком случае не может	1	3
25	одного и того же	1	3
26	и вместе с тем	3	3
27	как мы увидим ниже	1	3
28	имеют никакого отношения к	1	3
29	не имеют никакого отношения	1	3
30	с этой точки зрения	2	3
31	с одной стороны это	1	3
32	в том что он	3	3
33	то что мы выше	1	2
34	не только то что	1	2
35	все более и более	4	2
36	в том что в	1	2
37	в том что всякое	1	2
38	одной и той же	3	2
39	один и тот же	1	2
40	о том что это	1	2
41	если же мы возьмем	1	2
42	только в том случае	4	2
43	и то и другое	3	2
44	заключается в том чтобы	1	2
45	и т д все	1	2
46	т д все это	1	2
47	это значит что и	1	2
48	к тому или иному	1	2
49	только в том что	1	2
50	имеют ничего общего с	1	2
51	не кто иной как	1	2
52	все больше и больше	2	2
53	и уже одно это	1	1
54	прибавим к этому что	1	1
55	в самом деле когда	3	1
56	он в данном случае	1	1
57	с точки зрения тех	1	1
58	о том что такое	1	1
59	же мере в какой	1	1
60	вступает в свои права	1	1
61	том и заключается что	1	1
62	в том смысле как	1	1
63	образом свидетельствует о том	1	1
64	то время как у	1	1
65	сами по себе и	1	1
66	между тем и другим	1	1
67	такой же мере в	1	1
68	в басне может быть	1	1
69	указание на то что	1	1
70	в том и заключается	1	1
71	в том что они	2	1
72	и ни о каких	1	1
73	в такой же мере	1	1
74	и в самом деле	14	1
75	если обратить внимание на	1	1
76	по самой своей природе	1	1
77	сводится к тому что	1	1
78	свой смысл и свое	1	1
79	мы указали только на	1	1
80	придется говорить о том	1	1
81	то туда то сюда	1	1
82	не потому что они	1	1
83	дело вовсе не в	1	1
84	о которых мы говорили	2	1
85	ответ на этот вопрос	1	1
86	до сих пор не	1	1
87	и то что в	1	1
88	если бы мы захотели	1	1
89	состоит в том что	1	1
90	что до сих пор	2	1
91	сказать что до сих	1	1
92	это и значит быть	1	1
93	в том случае если	4	1
94	которых мы говорили выше	1	1
95	в самом точном смысле	1	1
96	и в наше время	1	1
97	в жизни и в	1	1
98	случае не может быть	1	1
99	не имеем в виду	1	1
100	которые мы находим в	1	1
101	вовсе не то что	1	1
102	одной точки к другой	1	1
103	а на самом деле	1	1
104	он никак не может	1	1
105	лежащих в его основе	1	1
106	мы никогда не можем	1	1
107	с тем что в	1	1
108	имеет ли в виду	1	1
109	что мы выше назвали	1	1
110	можно было бы сказать	1	1
111	не нуждается ни в	1	1
112	от одной точки к	1	1
113	только для того чтобы	1	1
114	нуждается ни в каком	1	1
115	и в этом отношении	1	1
116	самом деле когда мы	1	1
117	в самом деле если	2	1
