N	2gram	Bakhtin_Fr	Istorich
1	и в	68	181
2	и т	1	160
3	может быть	10	115
4	не только	21	114
5	что он	7	111
6	мы имеем	2	102
7	что в	14	90
8	но и	17	85
9	в этом	28	81
10	так как	7	75
11	то что	11	73
12	таким образом	22	72
13	вместе с	4	71
14	и не	25	67
15	мы видим	9	65
16	все же	6	65
17	в этих	8	64
18	еще не	3	63
19	не может	5	61
20	так же	3	57
21	то же	14	56
22	никогда не	2	56
23	в том	12	53
24	том что	6	53
25	а в	3	52
26	с другой	8	52
27	потому что	3	52
28	и что	2	51
29	и здесь	5	51
30	что и	3	51
31	мы видели	6	49
32	а не	6	48
33	о том	5	48
34	связь с	6	47
35	его в	7	47
36	не в	2	47
37	другой стороны	5	46
38	превращается в	4	45
39	но в	20	44
40	это не	5	43
41	и его	26	43
42	мы знаем	3	42
43	в нем	12	42
44	только в	9	42
45	показывает что	1	42
46	как в	4	42
47	представление о	2	41
48	или в	3	39
49	тем что	6	38
50	и на	16	38
51	в его	21	38
52	для нас	1	38
53	как и	17	37
54	уже не	2	37
55	мы уже	19	37
56	он не	11	37
57	что здесь	2	37
58	так и	8	37
59	знаем что	1	36
60	мы увидим	3	36
61	что они	3	35
62	с тем	1	35
63	мы не	3	35
64	здесь мы	3	35
65	все эти	16	35
66	не всегда	1	34
67	связи с	8	34
68	но не	4	34
69	а именно	1	34
70	у него	14	34
71	во время	17	34
72	что это	4	34
73	видим что	2	34
74	же как	1	33
75	там где	6	33
76	об этом	3	33
77	сих пор	6	32
78	в качестве	2	32
79	один из	9	31
80	прежде всего	23	31
81	так в	4	31
82	представляет собой	1	31
83	ничего не	4	31
84	с этим	2	30
85	с одной	5	30
86	до сих	6	30
87	к нему	4	30
88	при помощи	1	30
89	этом случае	1	29
90	но все	5	29
91	одной стороны	4	29
92	как мы	18	29
93	но это	5	29
94	и другие	4	28
95	и с	15	28
96	например в	2	28
97	так что	1	27
98	в образе	1	27
99	того что	3	27
100	как он	4	27
101	как это	1	26
102	на него	1	26
103	мы здесь	2	26
104	и др	9	26
105	в ней	6	26
106	в дальнейшем	4	25
107	и он	2	25
108	не менее	2	24
109	видно что	4	24
