N	3gram	Vygotskiy_	VLabPisa
1	и т д	6	16
2	в этом отношении	3	14
3	в письме к	1	11
4	и т п	5	9
5	не может быть	4	8
6	с другой стороны	8	8
7	по отношению к	2	7
8	по этому поводу	4	7
9	более или менее	1	6
10	в том что	30	5
11	в конечном счете	2	5
12	в зависимости от	7	5
13	в то же	1	5
14	то же время	1	5
15	в художественном произведении	2	4
16	вместе с тем	4	4
17	равно как и	2	4
18	можно сказать что	3	4
19	не могут быть	1	4
20	к тому что	8	4
21	мы видели что	1	3
22	вот что говорит	1	3
23	бы и не	1	3
24	и др в	1	3
25	в значительной мере	1	3
26	о том как	1	3
27	для того чтобы	41	3
28	о том что	15	3
29	подобно тому как	1	3
30	в этой области	1	3
31	и в то	1	3
32	как это делает	3	3
33	это и есть	1	3
34	одной стороны и	1	2
35	во всяком случае	1	2
36	над анной карениной	1	2
37	от того что	1	2
38	в том чтобы	6	2
39	по крайней мере	1	2
40	и в другом	1	2
41	таким образом по	1	2
42	этой точки зрения	3	2
43	не в том	1	2
44	таким образом в	2	2
45	чуть ли не	1	2
46	мы знаем что	3	2
47	приводит к тому	1	2
48	до сих пор	9	2
49	не только не	4	2
50	иметь в виду	3	2
51	в конце концов	6	2
52	по одному тому	1	2
53	не только в	5	2
54	во всех этих	2	2
55	в каждом отдельном	1	2
56	и никогда не	1	2
57	в частности в	1	2
58	по этому вопросу	1	2
59	только то что	1	2
60	в другом месте	1	2
61	одному тому что	1	2
62	с одной стороны	15	2
63	можно было бы	4	2
64	после того как	1	2
65	показывают что в	1	1
66	некоторые авторы например	1	1
67	так же как	3	1
68	это то что	1	1
69	те черты которые	2	1
70	что он не	3	1
71	никак не могут	1	1
72	сих пор не	1	1
73	но то же	1	1
74	как это и	1	1
75	в свою очередь	1	1
76	того или иного	1	1
77	все то что	6	1
78	между собою и	1	1
79	как будто бы	1	1
80	той или иной	2	1
81	и дальше он	1	1
82	но вместе с	1	1
83	говорит что если	1	1
84	верно и точно	1	1
85	из действующих лиц	1	1
86	в применении к	1	1
87	в каждой из	1	1
88	в какой мере	1	1
89	мы видим что	5	1
90	в этом заключается	1	1
91	в силу того	1	1
92	на то что	25	1
93	и может быть	2	1
94	что в частности	1	1
95	действие формы и	1	1
96	одной из этих	1	1
97	что даже и	1	1
98	в том смысле	1	1
99	в этом смысле	3	1
100	по сравнению с	4	1
101	того что мы	1	1
102	но не могут	1	1
103	но она не	1	1
104	не имели бы	1	1
105	не в этом	1	1
106	один из них	1	1
107	и в результате	3	1
108	в том случае	1	1
109	другой стороны он	2	1
110	то время как	4	1
111	все те черты	1	1
112	в этом случае	2	1
113	во всех других	1	1
114	заключает в себе	6	1
115	том или ином	1	1
116	с его точки	1	1
117	что в нашей	1	1
118	с этой точки	3	1
119	то что в	4	1
120	может быть в	1	1
121	в самом деле	8	1
122	совершенно точно говорит	1	1
123	и тем более	1	1
124	как один из	1	1
125	таким образом для	1	1
126	и во всех	1	1
127	не могут иметь	1	1
128	что в зависимости	1	1
129	у него в	1	1
130	того чтобы понять	2	1
131	признать что и	1	1
132	в то время	4	1
133	на многие годы	1	1
134	чтобы ответить на	1	1
135	а между тем	1	1
136	что в них	1	1
137	и то же	4	1
138	на этот вопрос	5	1
139	и есть то	1	1
140	все же не	1	1
141	каждый из них	1	1
142	в процессе творчества	1	1
143	что один из	1	1
144	сами по себе	2	1
145	в искусстве и	3	1
146	как это мы	2	1
147	что ни один	2	1
148	художественного произведения и	1	1
149	ничего общего с	1	1
150	то о чем	2	1
151	то что должно	1	1
152	ни одна из	2	1
153	представлений и образов	1	1
154	хотим сказать что	1	1
155	именно в этом	2	1
156	что для того	2	1
157	не заключается в	1	1
158	его точки зрения	1	1
159	что ни одна	1	1
160	для правильного понимания	1	1
161	ответ на этот	2	1
162	одно и то	3	1
163	вполне согласуется с	1	1
164	то или иное	1	1
165	из этих элементов	1	1
166	том что мы	2	1
167	этого противоречия и	1	1
168	в данном случае	3	1
169	в том или	1	1
170	главным образом в	1	1
171	говорит об этом	1	1
172	именно в силу	1	1
173	могут быть отнесены	1	1
174	именно в том	3	1
175	а в том	1	1
176	значит ли это	1	1
177	могут быть сведены	1	1
178	к тому же	1	1
179	на одном полюсе	3	1
180	и очевидно что	1	1
181	же как и	1	1
182	представить себе и	1	1
183	как если бы	1	1
184	только в количестве	1	1
185	уже о том	1	1
186	сам толстой говорил	1	1
187	то же самое	8	1
188	сама по себе	3	1
189	однако эта теория	1	1
190	его от других	1	1
191	не могло бы	1	1
192	том что оно	1	1
193	по его мнению	4	1
194	эмоциональный тон и	1	1
195	одна из них	2	1
196	нет ни одного	1	1
197	совершенно очевидно что	2	1
198	по существу в	1	1
199	с ними в	1	1
200	вопрос о том	3	1
201	читателя зрителя слушателя	1	1
202	а не только	1	1
203	оно может быть	2	1
204	сад и в	1	1
205	имеем дело с	1	1
206	те или иные	1	1
207	когда он в	1	1
208	мы имеем дело	1	1
209	лежит в основе	1	1
210	может быть и	2	1
