N	2gram	Losev_Dial	Psycholo
1	то что	25	193
2	и в	35	190
3	в том	20	163
4	что в	19	123
5	потому что	23	114
6	том что	18	113
7	и что	17	108
8	может быть	30	107
9	таким образом	5	102
10	в этом	18	100
11	то есть	1	97
12	все время	4	86
13	в самом	6	82
14	как бы	19	80
15	для того	2	78
16	того чтобы	1	78
17	что он	16	76
18	не только	26	75
19	на то	5	73
20	и не	51	73
21	что она	18	71
22	самом деле	6	70
23	точки зрения	25	69
24	и т	31	69
25	не может	16	68
26	если мы	3	66
27	так же	6	63
28	так как	24	63
29	было бы	14	56
30	если бы	12	55
31	то же	21	54
32	о том	8	54
33	и мы	8	54
34	при этом	2	52
35	как и	10	51
36	что и	7	50
37	а не	24	50
38	что это	21	49
39	сказать что	19	46
40	по себе	39	46
41	только в	7	46
42	в сущности	2	46
43	заключается в	4	46
44	говорит что	3	45
45	к тому	6	45
46	в искусстве	2	45
47	не в	12	45
48	ясно что	11	43
49	в этой	3	43
50	показать что	1	43
51	никогда не	18	42
52	и все	11	42
53	вместе с	3	41
54	как это	8	40
55	но и	17	40
56	как раз	7	39
57	при помощи	1	39
58	того что	6	39
59	же самое	3	38
60	т п	3	38
61	и это	6	37
62	мы видим	6	37
63	и как	14	36
64	с тем	2	35
65	вовсе не	19	34
66	как на	1	34
67	и если	5	34
68	и его	6	34
69	тому что	4	33
70	все же	9	33
71	что все	2	33
72	когда он	2	33
73	в себе	23	32
74	все это	14	32
75	он не	5	31
76	мы не	1	31
77	в его	4	31
78	для нас	1	31
79	в ней	4	31
80	сейчас же	3	30
81	мы увидим	2	30
82	как будто	7	30
83	никак не	6	30
84	как в	3	30
85	с одной	4	29
86	в нас	2	29
87	и для	2	29
88	одной стороны	3	29
89	с точки	18	29
90	в нем	25	29
91	что они	8	28
92	и когда	5	28
93	мы можем	5	28
94	и то	15	28
95	что мы	3	28
96	в своих	1	27
97	в основе	4	27
98	на деле	2	27
99	а в	8	27
100	с другой	10	27
101	все то	1	27
102	так что	21	26
103	совершенно не	13	26
104	только что	5	25
105	и здесь	1	25
106	жизни и	9	25
107	до сих	4	24
108	тем что	2	24
109	указывает на	3	24
110	и совершенно	4	24
111	в целом	1	24
112	в своем	7	23
113	сих пор	4	23
114	из этого	2	23
115	один из	3	23
116	что если	4	23
117	что оно	9	23
118	для этого	2	23
119	могут быть	6	23
120	с этим	5	22
121	из них	5	22
122	что у	3	22
123	между тем	3	22
124	и даже	23	22
125	когда мы	3	22
126	т д	28	22
127	как она	7	22
128	в котором	5	21
129	том чтобы	1	21
130	в которых	2	21
131	той же	1	21
132	в своей	9	21
133	ни в	20	21
134	в конце	5	21
135	что эта	5	21
136	но только	6	21
137	как мы	5	21
138	и вот	10	21
139	и только	5	21
140	другой стороны	7	20
141	в то	10	20
142	тот же	1	20
143	мы имеем	4	20
144	она не	10	20
