N	4gram	Voloshinov	Problema
1	не что иное как	2	14
2	есть не что иное	2	11
3	не чем иным как	2	7
4	в собственном смысле слова	1	4
5	одно и то же	2	4
6	только в связи с	1	4
7	является не чем иным	1	3
8	в тех случаях когда	1	3
9	с этой точки зрения	1	3
10	едва ли кто-нибудь станет	1	3
11	но в то же	1	3
12	но тем не менее	1	2
13	в том что в	1	2
14	один и тот же	1	2
15	ничего общего не имеет	1	2
16	в эстетике и в	1	2
17	вступает в свои права	1	1
18	собственном смысле слова и	1	1
19	и есть не что	1	1
20	а вовсе не на	1	1
21	в то же время	1	1
22	речь может идти только	1	1
23	состоит в том что	1	1
24	углубляться в этот вопрос	1	1
25	и не может быть	1	1
26	не может быть и	1	1
27	то само собой разумеется	1	1
28	может идти только о	1	1
29	может быть и речи	1	1
30	в узком смысле слова	1	1
31	ни одно слово не	1	1
32	на том основании что	1	1
33	само собой разумеется что	1	1
