N	4gram	Tiupa_Hudo	TeoriaLi
1	в то же время	11	8
2	состоит в том что	3	5
3	в том числе и	1	2
4	с этой точки зрения	1	2
5	и в самом деле	4	2
6	в том что он	1	2
7	но в то же	3	2
8	приводит к тому что	2	2
9	и в то же	2	2
10	на ее полные розовые	1	1
11	нами не как объекты	1	1
12	специфически человеческий способ существования	1	1
13	глядя на ее полные	1	1
14	роли в миропорядке то	1	1
15	вступает в противоречие с	1	1
16	том что он не	1	1
17	тихая добродушная жалостливая барышня	1	1
18	в том что в	1	1
19	мягким взглядом очень здоровая	1	1
20	предстают перед нами не	1	1
21	заключается в том что	1	1
22	для себя а для	1	1
23	а между тем в	1	1
24	таков что душевная характеристика	1	1
25	в том что она	1	1
26	была тихая добродушная жалостливая	1	1
27	на мягкую белую шею	1	1
28	и по отношению к	1	1
29	полные розовые щеки на	1	1
30	барышня с кротким мягким	1	1
31	с одной стороны и	1	1
32	кротким мягким взглядом очень	1	1
33	ту или иную концепцию	1	1
34	мягкую белую шею с	1	1
35	как раз в том	1	1
36	определений таков что душевная	1	1
37	щеки на мягкую белую	1	1
38	с самим собою в	1	1
39	в том случае если	2	1
40	это была тихая добродушная	1	1
41	как субъекты этического выбора	1	1
42	белую шею с темной	1	1
43	жалостливая барышня с кротким	1	1
44	перед нами не как	1	1
45	см в следующей главе	1	1
46	уходит своими корнями в	1	1
47	ее полные розовые щеки	1	1
48	дело в том что	1	1
49	не несет в себе	1	1
50	раз в том что	1	1
51	с кротким мягким взглядом	1	1
52	не для себя а	1	1
53	дамы с собачкой и	1	1
54	и несет в себе	1	1
55	состоит как раз в	1	1
56	еще и потому что	1	1
57	факторов художественного впечатления бахтин	1	1
58	в том и состоит	1	1
59	розовые щеки на мягкую	1	1
60	но как субъекты этического	1	1
61	мы имеем дело с	1	1
62	в связи с этим	2	1
63	так и не наступает	1	1
64	добродушная жалостливая барышня с	1	1
65	точно так же как	1	1
