N	2gram	Losev_Dial	formyVre
1	и в	35	148
2	в этом	18	73
3	то есть	1	70
4	в нем	25	51
5	прежде всего	14	46
6	и т	31	40
7	и не	51	37
8	в его	4	36
9	и его	6	36
10	вовсе не	19	35
11	но и	17	33
12	то же	21	32
13	т п	3	32
14	не только	26	32
15	в литературе	1	32
16	но в	8	31
17	жизни и	9	31
18	так и	18	29
19	времени в	2	27
20	может быть	30	27
21	не в	12	26
22	как мы	5	26
23	как и	10	25
24	как бы	19	25
25	человеческой жизни	2	24
26	точки зрения	25	24
27	мы уже	8	24
28	только в	7	23
29	в то	10	23
30	времени и	10	23
31	в том	20	22
32	то что	25	22
33	связи с	3	21
34	во всех	3	21
35	жизни в	1	21
36	же время	9	21
37	все эти	4	21
38	в своем	7	19
39	и др	2	19
40	и для	2	19
41	таким образом	5	18
42	у него	2	18
43	и все	11	18
44	еще не	4	18
45	по существу	2	18
46	при этом	2	17
47	с этим	5	17
48	в особенности	6	17
49	так как	24	17
50	человека и	2	17
51	все же	9	16
52	в связи	3	16
53	того же	1	16
54	в основе	4	16
55	и во	1	16
56	и их	5	16
57	не может	16	16
58	в разных	6	15
59	в одном	4	15
60	в них	4	15
61	в дальнейшем	6	15
62	никогда не	18	15
63	с точки	18	15
64	так сказать	1	15
65	вместе с	3	15
66	и как	14	14
67	и с	10	14
68	так же	6	14
69	в конце	5	14
70	его жизни	1	14
71	всех этих	4	14
72	а не	24	14
73	как раз	7	14
74	все это	14	14
75	в самом	6	13
76	в котором	5	13
77	для того	2	13
78	друг с	2	13
79	во время	2	13
80	с ним	9	13
81	как в	3	13
82	здесь в	3	13
83	в их	5	13
84	с другом	2	13
85	в частности	4	13
86	того чтобы	1	13
87	а в	8	13
88	же в	2	13
89	и до	2	12
90	конечно не	9	12
91	время в	1	12
92	не было	7	12
93	он не	5	12
94	отнюдь не	13	12
95	что в	19	12
96	это время	3	12
97	потому что	23	12
98	в истории	1	12
99	ничего не	19	12
100	но не	9	12
101	и наконец	1	12
102	из них	5	11
103	хотя и	4	11
104	его в	3	11
105	между ними	1	11
106	и у	2	11
107	ни в	20	11
108	в образе	1	11
109	уже в	5	11
110	мира и	2	11
111	в ней	4	11
112	и времени	4	11
113	и другие	1	10
114	кроме того	2	10
115	уже не	3	10
116	в ее	3	10
117	вещей и	5	10
118	сих пор	4	10
119	также и	7	10
120	до сих	4	10
121	уже говорили	1	10
122	и проч	1	10
123	здесь не	1	10
124	тот же	1	10
125	и даже	23	9
126	но все	5	9
127	их в	2	9
128	с другой	10	9
129	наряду с	1	9
130	всего в	1	9
131	здесь нет	1	9
132	должно быть	7	9
133	и следовательно	7	9
134	и это	6	9
135	в других	1	9
136	могут быть	6	9
137	та же	6	9
138	отношения к	3	9
139	оно не	2	9
140	том что	18	9
141	и явлений	3	9
142	для него	2	9
143	есть в	2	9
144	жизнь и	5	9
145	и других	1	9
146	одного и	1	9
147	и к	8	8
148	в результате	2	8
149	в виду	9	8
150	в этих	6	8
151	время как	7	8
152	и смерть	1	8
153	к тому	6	8
154	но эти	1	8
155	все его	3	8
156	с одной	4	8
157	что и	7	8
158	характер и	1	8
159	в мире	3	8
160	здесь мы	1	8
161	и по	5	8
162	один из	3	8
163	в жизни	3	8
164	со всеми	2	8
165	если бы	12	8
166	связанные с	3	8
167	мы еще	2	8
168	жизни но	1	8
169	и то	15	8
170	значение в	1	8
171	во всяком	5	8
172	это не	18	8
173	а также	1	8
174	и потому	6	8
175	отношение к	5	8
176	или иной	4	8
177	себе самому	1	8
178	в целом	1	8
179	в той	4	7
180	еще более	3	7
181	не как	4	7
182	имеет место	1	7
183	широком смысле	2	7
184	к ним	3	7
185	в реальном	1	7
186	к этому	2	7
187	из этих	2	7
188	в себе	23	7
189	но он	3	7
190	не знает	2	7
191	в которой	3	7
192	например в	2	7
193	поэтому и	3	7
194	и он	6	7
195	то время	3	7
196	себя и	1	7
197	нет ничего	1	7
198	было бы	14	7
199	т д	28	7
200	у них	3	7
201	того что	6	7
202	мир в	1	7
203	этом отношении	2	7
204	ее в	2	7
205	время здесь	1	7
206	отличие от	1	7
207	во времени	4	7
208	место в	1	7
209	все что	2	6
210	именно в	4	6
211	уже на	1	6
212	с тем	2	6
213	только для	1	6
214	на первый	2	6
215	о том	8	6
216	между двумя	1	6
217	в различных	2	6
218	поэтому все	1	6
219	сказать что	19	6
220	в основу	1	6
221	во всей	1	6
222	время и	2	6
223	в качестве	2	6
224	xviii века	1	6
225	в таком	4	6
226	здесь как	2	6
227	мы можем	5	6
228	за пределы	4	6
229	одной стороны	3	6
230	бы ни	3	6
231	а как	1	6
232	и ее	1	6
233	и самое	1	6
234	в античном	2	6
235	смысле слова	1	6
236	в сущности	2	6
237	в отношении	5	6
238	мы видим	6	6
239	не могут	4	6
240	в которых	2	6
241	друг от	1	6
242	своей жизни	1	6
243	не является	3	6
244	тех же	1	6
245	смерти и	1	6
246	слова и	1	6
247	нет и	2	6
248	все они	2	6
249	мы не	1	6
250	в широком	2	6
251	мы находим	7	6
252	от друга	1	6
253	но эта	4	6
254	в эпоху	2	6
255	только и	5	6
256	есть и	11	6
257	пространства и	8	6
258	есть не	8	6
259	мы и	3	5
260	вообще не	2	5
261	с этой	3	5
262	о чем	4	5
263	одно из	2	5
264	тем что	2	5
265	в своей	9	5
266	почти все	2	5
267	в это	1	5
268	понятно что	2	5
269	было и	1	5
270	во все	1	5
271	хотя бы	6	5
272	только на	3	5
273	но они	2	5
274	что все	2	5
275	точка зрения	3	5
276	по преимуществу	1	5
277	вполне понятно	1	5
278	с другими	2	5
279	быть только	3	5
280	как его	1	5
281	человек в	1	5
282	от этого	5	5
283	в смысле	5	5
284	той или	11	5
285	и пространства	2	5
286	как человек	1	5
287	так что	21	5
288	одно и	8	5
289	не были	1	5
290	и является	2	5
291	по своей	5	5
292	в этой	3	5
293	и от	5	5
294	мы будем	2	5
295	чаще всего	2	5
296	там где	1	5
297	здесь же	1	5
298	в него	2	5
299	в какой-то	1	5
300	мире и	3	5
301	был бы	1	5
302	что они	8	5
303	не на	1	5
304	тела и	3	5
305	и они	3	5
306	с ними	4	5
307	далеко не	2	5
308	они не	3	5
309	не имеет	15	5
310	да и	11	5
311	вернемся к	1	5
312	здесь дается	1	5
313	пространстве и	2	5
314	и уже	4	5
315	чем не	2	5
316	той же	1	5
317	он может	3	5
318	ничем не	4	5
319	мы имеем	4	5
320	но на	1	5
321	или в	2	5
322	общества и	1	5
323	об этом	7	5
324	и вообще	10	5
325	и почти	6	5
326	и ни	7	5
327	нового времени	1	5
328	стороны и	4	5
329	или как	2	5
330	и только	5	5
331	мы наблюдаем	1	4
332	во всем	3	4
333	от него	4	4
334	же и	11	4
335	только что	5	4
336	даже в	6	4
337	вещи и	5	4
338	другой стороны	7	4
339	по себе	39	4
340	в своих	1	4
341	равно как	1	4
342	из самых	1	4
343	или на	3	4
344	в корне	2	4
345	его на	1	4
346	в одно	5	4
347	мир и	1	4
348	у достоевского	1	4
349	и смерти	1	4
350	и образ	6	4
351	при всей	1	4
352	в данном	5	4
353	раз и	2	4
354	он был	1	4
355	в другом	6	4
356	людей и	1	4
357	в глаза	1	4
358	не становится	1	4
359	на ней	1	4
360	момент в	2	4
361	не был	3	4
362	и становится	2	4
363	все в	2	4
364	смерти с	1	4
365	жизни так	1	4
366	несмотря на	12	4
367	проявляется в	2	4
368	жизни она	1	4
369	свет и	2	4
370	к жизни	1	4
371	весь мир	2	4
372	человеческая жизнь	1	4
373	что не	13	4
374	с жизнью	1	4
375	о которых	2	4
376	себе и	5	4
377	в чем	9	4
378	именно как	2	4
379	дана в	4	4
380	времени но	2	4
381	совсем не	1	4
382	уже указывали	1	4
383	в новое	1	4
384	природы и	2	4
385	друг другу	4	4
386	в один	3	4
387	и вот	10	4
388	даны в	4	4
389	в последнем	1	4
390	оно было	1	4
391	и при	3	4
392	времени к	1	4
393	из того	2	4
394	для них	1	4
395	их и	1	4
396	что он	16	4
397	быть конечно	1	4
398	перед нами	3	4
399	это и	6	4
400	наконец и	2	4
401	и более	7	4
402	своей собственной	2	4
403	совершенно иной	1	4
404	же самое	3	4
405	по линии	2	4
406	нем нет	3	4
407	всяком случае	3	4
408	друг друга	1	4
409	они были	2	4
410	всего того	1	4
411	одних и	1	4
412	находятся в	1	4
413	не для	1	4
414	бы на	1	4
415	как у	3	4
416	все равно	7	4
417	раз в	2	4
418	как она	7	4
419	так в	1	4
420	на одном	1	4
421	на его	1	4
422	в одной	4	4
423	тем более	2	4
424	времени то	2	4
425	и тех	1	4
426	всего необходимо	2	4
427	мы должны	6	4
428	быть и	7	4
429	как он	5	4
430	же что	1	4
431	лишь как	3	4
432	и о	4	4
433	и совершенно	4	4
434	мы сказали	1	4
435	к другу	2	3
436	нем в	1	3
437	тому что	4	3
438	другой пример	2	3
439	это значит	18	3
440	для восприятия	1	3
441	время не	3	3
442	на нас	1	3
443	далее в	2	3
444	в день	1	3
445	по мере	3	3
446	и которые	1	3
447	пространства в	2	3
448	их не	1	3
449	можно говорить	2	3
450	элементы в	1	3
451	не обязательно	5	3
452	жизнь в	2	3
453	из нее	2	3
454	похож на	1	3
455	и вещей	1	3
456	и исторического	1	3
457	но мы	3	3
458	и оформления	1	3
459	во внешнем	1	3
460	и отчасти	1	3
461	не могли	1	3
462	вопрос о	3	3
463	мы увидим	2	3
464	начиная от	1	3
465	вот почему	1	3
466	форма в	1	3
467	вещами и	1	3
468	самого начала	2	3
469	где и	2	3
470	и еще	4	3
471	в прошлом	1	3
472	как на	1	3
473	еще нет	1	3
474	она ни	3	3
475	с этими	1	3
476	в зависимости	2	3
477	все время	4	3
478	смысле но	1	3
479	на почве	2	3
480	внимание на	1	3
481	для которой	1	3
482	как нет	1	3
483	все прочие	1	3
484	как можно	2	3
485	дано в	1	3
486	же как	3	3
487	на земле	3	3
488	одна из	1	3
489	можно прямо	1	3
490	и характер	1	3
491	до известной	1	3
492	того и	3	3
493	и жизнь	2	3
494	на границе	1	3
495	благодаря своему	1	3
496	явлений природы	2	3
497	бы в	3	3
498	я был	3	3
499	вверх и	1	3
500	выражение в	1	3
501	на этом	4	3
502	другом и	1	3
503	сюда же	1	3
504	как это	8	3
505	в тех	2	3
506	но только	6	3
507	литературы и	1	3
508	главным образом	2	3
509	не могла	1	3
510	и есть	20	3
511	теми же	1	3
512	если они	1	3
513	его к	1	3
514	и самый	1	3
515	и ничего	1	3
516	таков например	1	3
517	над ними	1	3
518	и здесь	1	3
519	друг к	2	3
520	смех в	1	3
521	жизни а	1	3
522	это уже	2	3
523	времени которое	1	3
524	мы в	2	3
525	у гете	2	3
526	борьбы с	1	3
527	нет никакого	1	3
528	сами по	4	3
529	если не	1	3
530	все то	1	3
531	почти всегда	4	3
532	и событий	1	3
533	подходе к	1	3
534	на различные	1	3
535	и так	2	3
536	правда не	1	3
537	явлений и	3	3
538	бы не	1	3
539	том как	1	3
540	сравнению с	2	3
541	зависимости от	2	3
542	нет в	1	3
543	к другому	1	3
544	еще и	4	3
545	ни к	2	3
546	его и	1	3
547	бы и	4	3
548	время оно	1	3
549	что мы	3	3
550	и между	1	3
551	наконец в	1	3
552	не быть	3	3
553	характер не	1	3
554	характер это	1	3
555	жизнь с	1	3
556	вступает в	1	3
557	не будем	1	3
558	на землю	1	3
559	и идей	1	3
560	известной степени	1	3
561	и идеи	3	3
562	что здесь	4	3
563	без всякого	3	3
564	если мы	3	3
565	тем же	3	3
566	искусство и	2	3
567	формы для	1	3
568	но это	12	3
569	жизни не	1	3
570	точку зрения	3	3
571	человека но	2	3
572	не входят	1	3
573	что есть	2	3
574	которые в	1	3
575	то они	1	3
576	ему в	1	3
577	и также	2	3
578	нет ни	4	3
579	ни с	8	3
580	тождество в	1	3
581	он как	1	3
582	одна и	5	3
583	в определенном	2	3
584	совершенно не	13	3
585	и всегда	1	3
586	на одной	1	3
587	силу и	1	3
588	как нечто	5	3
589	вовсе нет	1	3
590	них и	2	3
591	однако не	1	3
592	а на	1	3
593	без всяких	2	3
594	она же	1	3
595	дело в	1	3
596	в сферу	1	3
597	резко и	1	3
598	есть только	9	3
599	по своему	4	3
600	зрения не	1	3
601	в новом	1	3
602	это было	4	3
603	бы совершенно	1	3
604	ему как	1	3
605	но конечно	2	3
606	мира как	1	3
607	и эти	2	3
608	только к	2	3
609	с самого	2	3
610	с тождеством	2	3
611	она не	10	3
612	но при	1	3
613	место и	1	3
614	надо было	1	3
615	здесь только	1	3
616	для чего	2	3
617	в отвлеченном	1	3
618	но она	4	3
619	при всем	1	3
620	по сравнению	2	3
621	и время	4	3
622	существенным и	1	3
623	к ней	4	3
624	можно сказать	10	3
625	всеми его	1	3
626	вплоть до	3	3
627	происходит в	2	3
628	менее всего	1	3
629	все более	1	3
630	природой и	1	3
631	которой мы	1	3
632	времени а	3	3
633	что на	2	3
634	не к	2	3
635	находим в	2	2
636	они имеют	1	2
637	человек может	1	2
638	случае в	1	2
639	мир как	1	2
640	реальную жизнь	1	2
641	и очень	2	2
642	со всем	2	2
643	их живой	1	2
644	чего не	1	2
645	только два	1	2
646	он всегда	3	2
647	дана как	2	2
648	одном месте	1	2
649	указанные нами	1	2
650	его то	1	2
651	остановиться на	1	2
652	исторического процесса	2	2
653	о времени	1	2
654	ясно что	11	2
655	исторического развития	1	2
656	всей ее	1	2
657	оно уже	1	2
658	вопрос об	5	2
659	как они	2	2
660	в духе	1	2
661	вещь в	1	2
662	на мир	2	2
663	от всего	2	2
664	представление о	1	2
665	для своей	1	2
666	правда в	1	2
667	как таковой	6	2
668	и вещи	1	2
669	отличается от	3	2
670	в степени	1	2
671	и истории	1	2
672	как только	4	2
673	и нет	2	2
674	жизнь человека	1	2
675	природы в	1	2
676	и дело	1	2
677	я вижу	1	2
678	переходит в	1	2
679	времени где	1	2
680	в пределе	1	2
681	своей природе	1	2
682	этом мы	1	2
683	из жизни	2	2
684	другом в	1	2
685	к своей	1	2
686	говорить о	9	2
687	и должно	3	2
688	и воскресения	1	2
689	плоти и	1	2
690	как оно	1	2
691	из одного	1	2
692	времени его	1	2
693	в чистом	1	2
694	но этот	1	2
695	места для	1	2
696	будем говорить	2	2
697	как я	3	2
698	нигде не	1	2
699	в каждом	4	2
700	он сам	6	2
701	тут же	2	2
702	что даже	2	2
703	и неизвестно	2	2
704	к нему	12	2
705	то в	8	2
706	не зная	2	2
707	эти элементы	1	2
708	что у	3	2
709	по природе	1	2
710	эта особенность	1	2
711	указать на	1	2
712	что уже	3	2
713	на этих	1	2
714	все вещи	2	2
715	после этого	3	2
716	и сама	1	2
717	и этим	1	2
718	для своего	3	2
719	и физиологическом	1	2
720	стремится к	2	2
721	тому же	3	2
722	и последнее	1	2
723	и притом	7	2
724	столько же	1	2
725	сказал что	3	2
726	всех его	1	2
727	вневременное и	1	2
728	на себя	1	2
729	но для	2	2
730	богов и	1	2
731	мы это	1	2
732	времени как	1	2
733	вне их	1	2
734	человек и	2	2
735	я не	9	2
736	и она	1	2
737	есть именно	1	2
738	между прочим	1	2
739	и вместе	2	2
740	если я	1	2
741	больше и	1	2
742	нового человека	1	2
743	а только	5	2
744	каждом из	2	2
745	но к	2	2
746	а потом	9	2
747	на другой	1	2
748	смысл и	6	2
749	но как	7	2
750	бы она	2	2
751	него самого	1	2
752	когда я	2	2
753	личности и	2	2
754	ни была	2	2
755	если же	2	2
756	и вечное	2	2
757	и та	8	2
758	никто не	2	2
759	хотя в	3	2
760	чем больше	1	2
761	мира по	1	2
762	даже не	4	2
763	выражается в	1	2
764	и сам	1	2
765	природе своей	1	2
766	и пространство	1	2
767	или наконец	1	2
768	мир на	1	2
769	море и	1	2
770	на всех	1	2
771	культуры и	1	2
772	его как	1	2
773	в каком	10	2
774	и каждый	1	2
775	когда они	3	2
776	них не	1	2
777	с чем	2	2
778	человека мы	1	2
779	слиты в	1	2
780	необходимо чтобы	2	2
781	в полном	1	2
782	проблема времени	1	2
783	значит что	25	2
784	существует только	1	2
785	с идеей	1	2
786	именно о	1	2
787	разных степеней	2	2
788	домашнего обихода	1	2
789	можно только	4	2
790	от нее	1	2
791	образом и	3	2
792	в состав	1	2
793	достоевского в	1	2
794	всеми ее	1	2
795	они и	1	2
796	как с	2	2
797	на небе	1	2
798	если в	5	2
799	на анализе	1	2
800	он только	1	2
801	его с	6	2
802	должна быть	5	2
803	тогда когда	6	2
804	была бы	4	2
805	в большом	1	2
806	от этой	1	2
807	себе не	7	2
808	разумеется не	1	2
809	его образ	1	2
810	и самая	1	2
811	от их	2	2
812	новый смысл	1	2
813	нам в	1	2
814	самом деле	6	2
815	они даны	1	2
816	в наших	1	2
817	смысла и	3	2
818	подходим к	1	2
819	в жертву	1	2
820	мы говорим	6	2
821	пространство и	1	2
822	миром и	1	2
823	месте и	1	2
824	ничто в	1	2
825	не становятся	1	2
826	времени не	1	2
827	в одних	1	2
828	не знал	1	2
829	которые могут	1	2
830	этим в	1	2
831	жизни где	1	2
832	в мистическом	1	2
833	данном случае	1	2
834	о котором	2	2
835	говорить и	1	2
836	самое это	1	2
837	все члены	1	2
838	бросается в	1	2
839	в поэзии	8	2
840	то он	2	2
841	и всех	4	2
842	сами же	1	2
843	где нет	1	2
844	в очень	3	2
845	то и	3	2
846	и чаще	1	2
847	время человеческой	1	2
848	учение об	3	2
849	это то	1	2
850	и поэтому	1	2
851	явления и	1	2
852	в чистой	1	2
853	и биографии	1	2
854	но лишь	4	2
855	их жизнь	1	2
856	и тогда	4	2
857	в новой	1	2
858	только один	2	2
859	отношении к	3	2
860	и об	4	2
861	от других	1	2
862	нет никакой	2	2
863	более и	2	2
864	друга и	1	2
865	действительность в	1	2
866	нигде в	1	2
867	жизни по	1	2
868	начиная с	1	2
869	с нею	3	2
870	но если	6	2
871	виде но	1	2
872	только о	3	2
873	нее и	1	2
874	они вовсе	2	2
875	в другое	2	2
876	внешнее и	5	2
877	душе и	1	2
878	и становления	1	2
879	попадает в	1	2
880	ее на	2	2
881	не можем	1	2
882	и кончая	1	2
883	и пр	7	2
884	для нас	1	2
885	идет о	1	2
886	в соответствующих	1	2
887	времен года	1	2
888	иной раз	7	2
889	где он	1	2
890	и принципиально	1	2
891	себя в	2	2
892	также имеет	3	2
893	с их	2	2
894	не существует	8	2
895	ее к	2	2
896	быть еще	2	2
897	ведь это	3	2
898	и непосредственно	1	2
899	образом в	1	2
900	существенно с	1	2
901	бытия и	1	2
902	и эта	3	2
903	между собою	3	2
904	что их	2	2
905	в стороне	1	2
906	но по	1	2
907	или даже	1	2
908	является не	3	2
909	прошлым и	1	2
910	к своему	1	2
911	и смысл	3	2
912	но уже	3	2
913	должен быть	2	2
914	на них	1	2
915	в стиле	1	2
916	может иметь	6	2
917	но сами	1	2
918	теории относительности	2	2
919	должны быть	2	2
920	всех своих	1	2
921	чистом виде	1	2
922	его не	7	2
923	одну из	1	2
924	явления природы	1	2
925	или не	5	2
926	у гомера	1	2
927	в искусстве	2	2
928	и может	7	2
929	не о	5	2
930	особый тип	1	2
931	оказывается что	1	2
932	еще в	2	2
933	как явление	1	2
934	человека с	1	2
935	как то	1	2
936	когда мы	3	2
937	эпохи и	1	2
938	него и	1	2
939	со своими	2	2
940	во многом	1	2
941	наконец что	1	2
942	них нет	2	2
943	зрения на	1	2
944	в узком	2	2
945	своему существу	1	2
946	нужно отнести	1	2
947	что особенно	1	2
948	и неожиданное	1	2
949	виду что	2	2
950	он видел	1	2
951	мы также	1	2
952	форме и	1	2
953	связаны в	1	1
954	было так	1	1
955	они являются	1	1
956	об его	2	1
957	вот отчего	1	1
958	видели в	1	1
959	необходимо дать	2	1
960	которой все	1	1
961	быть по	1	1
962	еще раз	2	1
963	мы найдем	1	1
964	друг в	1	1
965	именно на	1	1
966	более не	1	1
967	определяется только	1	1
968	вещи в	4	1
969	выводу что	2	1
970	никаких сомнений	1	1
971	другу но	1	1
972	или только	1	1
973	из времени	4	1
974	жизнь же	1	1
975	тех кто	2	1
976	необходима для	2	1
977	очень много	4	1
978	не связан	1	1
979	ему голову	2	1
980	бы даже	1	1
981	ровно ничего	5	1
982	есть прежде	1	1
983	что один	1	1
984	д но	2	1
985	который должен	1	1
986	здесь исключительно	1	1
987	телесностью и	1	1
988	они также	1	1
989	эта идея	1	1
990	было чем-то	2	1
991	формы в	1	1
992	она лишь	1	1
993	не вызывает	1	1
994	что то	1	1
