N	3gram	Propp_Isto	Vladivir
1	в том что	6	29
2	о том что	5	22
3	тем не менее	7	18
4	в то время	3	13
5	дело в том	3	13
6	в связи с	5	12
7	содержит в себе	1	11
8	более или менее	5	11
9	к тому же	1	11
10	не может быть	8	10
11	вместе с тем	7	10
12	то что он	1	9
13	в этом смысле	1	9
14	на то что	5	8
15	точно так же	8	7
16	это значит что	1	7
17	в это время	2	7
18	так или иначе	1	6
19	само по себе	2	6
20	том что в	1	6
21	в отличие от	3	6
22	с другой стороны	7	6
23	и в этом	1	6
24	том что он	1	6
25	бы то ни	2	5
26	то что в	2	5
27	не говоря уже	1	5
28	не только в	5	5
29	то время как	3	5
30	что и в	1	5
31	не содержит в	1	4
32	говоря уже о	1	4
33	для того чтобы	1	4
34	в этом отношении	1	4
35	сам по себе	1	4
36	и вместе с	2	4
37	еще в году	1	4
38	мы увидим ниже	5	4
39	что в этом	1	4
40	то это значит	1	4
41	и т д	35	4
42	в том чтобы	1	4
43	не что иное	3	4
44	можно было бы	5	4
45	что иное как	3	4
46	с одной стороны	7	4
47	что он не	4	3
48	и больше ничего	1	3
49	можно сколько угодно	1	3
50	не в том	1	3
51	мы знаем что	7	3
52	в том случае	1	3
53	иметь в виду	2	3
54	не только на	2	3
55	не только не	1	3
56	в возрасте лет	1	3
57	мы хотели бы	1	3
58	по этому поводу	2	3
59	к тому что	1	3
60	самом же деле	1	3
61	только то что	1	3
62	на самом же	1	3
63	но это не	1	3
64	в связи со	1	3
65	хотя бы на	1	3
66	так что в	1	3
67	с самого начала	4	3
68	уже не только	1	3
69	так же как	6	2
70	одной стороны и	1	2
71	и тот же	2	2
72	а не на	2	2
73	к ней с	1	2
74	но вместе с	1	2
75	не подлежит никакому	1	2
76	с этим в	2	2
77	об этом не	1	2
78	мы уже видели	4	2
79	мы сейчас увидим	1	2
80	что у него	1	2
81	подлежит никакому сомнению	1	2
82	и в конце	1	2
83	до сих пор	11	2
84	есть не что	2	2
85	за это время	1	2
86	и прежде всего	1	2
87	из них не	1	2
88	так как это	1	2
89	мы уже знаем	3	2
90	то ни было	2	2
91	по существу то	1	2
92	все дело в	1	2
93	указать на то	1	2
94	а не только	1	2
95	так как в	2	2
96	уже о том	1	2
97	как бы его	1	2
98	и тем не	2	2
99	за то что	2	2
100	а так как	1	2
101	как то что	1	2
