N	3gram	Vygotskiy_	StatiiOP
1	в том что	20	47
2	и т д	6	32
3	о том что	8	29
4	в этом отношении	1	24
5	для того чтобы	17	19
6	до сих пор	6	19
7	и т п	7	19
8	с точки зрения	11	14
9	с другой стороны	5	13
10	во всяком случае	6	13
11	то обстоятельство что	1	11
12	не может быть	3	11
13	в самом деле	29	9
14	вместе с тем	3	9
15	на то что	16	9
16	можно было бы	6	9
17	к тому что	5	8
18	на самом деле	3	8
19	не в том	2	7
20	в данном случае	5	7
21	по этому поводу	1	7
22	но все же	1	7
23	заключается в том	10	7
24	в то время	4	7
25	и в этом	6	7
26	том что он	3	7
27	так же как	2	6
28	том что в	1	6
29	не только не	3	6
30	речь идет о	5	6
31	в том смысле	2	6
32	что он не	4	5
33	то время как	3	5
34	с тем что	3	5
35	за то что	1	5
36	тем что в	2	5
37	в том чтобы	2	5
38	как раз в	3	5
39	то что в	5	5
40	тот факт что	3	5
41	с самого начала	10	5
42	обратить внимание на	1	5
43	до того как	1	4
44	мере в какой	1	4
45	в применении к	1	4
46	то что он	3	4
47	дело не в	1	4
48	так например в	2	4
49	так или иначе	1	4
50	сами по себе	3	4
51	с одной стороны	6	4
52	ничего общего с	2	4
53	что в этой	3	4
54	того или иного	2	4
55	в мировой литературе	1	4
56	в это время	1	4
57	и в самом	15	4
58	на тему о	1	4
59	и в том	1	4
60	в предисловии к	2	4
61	он должен был	1	3
62	каждого из них	1	3
63	о том как	3	3
64	том смысле что	1	3
65	в той же	2	3
66	что в ней	3	3
67	в том как	2	3
68	можно сказать что	1	3
69	то или иное	1	3
70	более или менее	1	3
71	трагедии то что	1	3
72	потому что он	3	3
73	не имеет ничего	1	3
74	это не просто	3	3
75	только что в	1	3
76	а с другой	1	3
77	к тому же	2	3
78	что это не	1	3
79	в наше время	2	3
80	что оба эти	2	3
81	что у него	2	3
82	только в том	5	3
83	состоит в том	2	3
84	в лучшем случае	2	3
85	в прямом смысле	2	3
86	в этом случае	1	3
87	а вовсе не	2	3
88	было бы совершенно	2	3
89	ни в каком	2	2
90	и в другом	2	2
91	что в его	1	2
92	в русской поэзии	2	2
93	что не может	1	2
94	это объясняется тем	1	2
