N	3gram	Vygotskiy_	TeoriaLi
1	в том что	33	10
2	по отношению к	19	10
3	в то же	1	8
4	в отличие от	3	7
5	того или иного	1	6
6	с другой стороны	8	6
7	более или менее	1	6
8	состоит в том	7	6
9	не может быть	4	5
10	для того чтобы	20	5
11	в данном случае	3	5
12	одного и того	8	4
13	и того же	8	4
14	в свою очередь	4	3
15	той или иной	1	3
16	с точки зрения	12	3
17	в этом смысле	5	3
18	имеем в виду	1	3
19	в том числе	2	3
20	тем не менее	1	3
21	можно сказать что	7	3
22	подобно тому как	6	3
23	по своей природе	2	3
24	тех или иных	2	3
25	мы имеем в	1	3
26	в связи с	6	3
27	значении этого слова	1	3
28	с одной стороны	10	3
29	но он не	5	2
30	этой точки зрения	7	2
31	с этой точки	7	2
32	в самом деле	6	2
33	не могло быть	1	2
34	в самом начале	2	2
35	и то же	1	2
36	включает в себя	2	2
37	одно и то	1	2
38	том числе и	2	2
39	и тем самым	3	2
40	а с другой	3	2
41	том что он	3	2
42	не только не	7	2
43	мы имеем дело	2	2
44	тем или иным	2	2
45	то ни было	1	2
46	не могут быть	3	2
47	сама по себе	4	2
48	к тому что	5	2
49	то что они	2	2
50	бы то ни	1	2
51	в известном смысле	7	2
52	что он не	3	1
53	на вопрос что	1	1
54	он состоит в	1	1
55	он должен согласиться	1	1
56	мере в какой	3	1
57	в этих случаях	1	1
58	в том и	1	1
59	не что иное	2	1
60	в одном и	1	1
61	и потому что	1	1
62	те и другие	11	1
63	является как бы	1	1
64	никак не может	2	1
65	в той мере	3	1
66	состоит не в	1	1
67	проявляет себя в	1	1
68	этом смысле можно	1	1
69	между собой в	1	1
70	они ни были	1	1
71	лежат в основе	1	1
72	в противоречие с	1	1
73	мы видим в	2	1
74	заключается в том	12	1
75	ту же самую	3	1
76	в себя и	1	1
77	вопрос что такое	1	1
78	он мог бы	1	1
79	не в состоянии	6	1
80	о том что	7	1
81	случае мы имеем	1	1
82	мы говорим о	2	1
83	в свое время	2	1
84	в себе и	1	1
85	как бы в	1	1
86	в целом ряде	1	1
87	и те и	1	1
88	не менее чем	1	1
89	как один из	1	1
90	с логической точки	1	1
91	стадии в развитии	1	1
92	и тем более	2	1
93	логической точки зрения	1	1
94	на нее как	1	1
95	тем и другим	1	1
96	связи с этим	1	1
97	друг от друга	5	1
98	в настоящее время	2	1
99	на вопрос о	4	1
100	не совпадает с	1	1
101	что он должен	2	1
102	это происходит в	1	1
103	и как бы	1	1
104	одной стороны и	2	1
105	в чем состоит	1	1
106	как бы не	1	1
107	но не знает	1	1
108	ли не первым	2	1
109	несмотря на свою	1	1
110	на деле его	1	1
111	в нашем примере	2	1
112	именно потому что	3	1
113	и в частности	3	1
114	именно в этом	3	1
115	в первом случае	2	1
116	по своей структуре	2	1
117	в то время	4	1
118	в первую очередь	4	1
119	таким образом что	2	1
120	между собой и	2	1
121	речь идет о	1	1
122	в лучшем случае	3	1
123	как раз в	1	1
124	в зависимости от	2	1
125	отношение к объекту	5	1
126	в его сознании	1	1
127	из того что	4	1
128	так же как	9	1
129	а тем более	1	1
130	еще большей степени	1	1
131	в этом случае	5	1
132	первую очередь по	1	1
133	но в силу	1	1
134	той мере в	3	1
135	к тому же	1	1
136	и является в	1	1
137	и по отношению	1	1
138	так же точно	1	1
139	есть не что	2	1
140	том что в	2	1
141	можно было ожидать	1	1
142	исходит из того	1	1
143	то же самое	7	1
144	предполагает отношение к	1	1
145	что ничто не	2	1
146	что представляет собой	3	1
147	что иное как	2	1
148	к вопросу о	1	1
149	первого из этих	1	1
150	только то что	2	1
151	совершенно особого рода	1	1
152	едва ли не	1	1
153	точки зрения и	1	1
154	в следующей главе	2	1
155	а не только	1	1
156	таким образом и	1	1
157	является одним из	2	1
158	в еще большей	1	1
159	можно даже сказать	1	1
160	принципиальное различие между	1	1
161	имеем дело с	1	1
162	в полной мере	1	1
163	при таком понимании	1	1
164	это было бы	1	1
