N	2gram	Tiupa_Anal	Psycholo
1	то что	11	193
2	и в	30	190
3	в том	36	163
4	что в	7	123
5	потому что	3	114
6	том что	21	113
7	и что	2	108
8	может быть	33	107
9	таким образом	5	102
10	в этом	31	100
11	то есть	19	97
12	все время	1	86
13	в самом	12	82
14	как бы	15	80
15	для того	4	78
16	того чтобы	3	78
17	что он	3	76
18	не только	30	75
19	на то	2	73
20	и не	33	73
21	что она	1	71
22	самом деле	3	70
23	точки зрения	10	69
24	и т	3	69
25	не может	26	68
26	так же	1	63
27	так как	3	63
28	было бы	4	56
29	если бы	6	55
30	то же	12	54
31	о том	11	54
32	при этом	20	52
33	как и	23	51
34	что и	5	50
35	а не	25	50
36	что это	1	49
37	сказать что	2	46
38	по себе	6	46
39	только в	8	46
40	в сущности	10	46
41	заключается в	2	46
42	к тому	12	45
43	в искусстве	2	45
44	не в	17	45
45	в этой	12	43
46	никогда не	4	42
47	и все	5	42
48	вместе с	6	41
49	как это	5	40
50	но и	29	40
51	как раз	5	39
52	при помощи	2	39
53	того что	5	39
54	же самое	3	38
55	т п	3	38
56	мы видим	1	37
57	что искусство	1	37
58	и как	6	36
59	с тем	1	35
60	вовсе не	4	34
61	как на	1	34
62	и если	2	34
63	и его	9	34
64	тому что	2	33
65	все же	4	33
66	что все	2	33
67	когда он	1	33
68	же точно	2	32
69	в себе	17	32
70	все это	2	32
71	художественного произведения	6	32
72	он не	4	31
73	мы не	1	31
74	в его	15	31
75	для нас	1	31
76	в ней	1	31
77	мы увидим	1	30
78	как будто	6	30
79	никак не	2	30
80	как в	3	30
81	с одной	7	29
82	и для	3	29
83	одной стороны	6	29
84	с точки	6	29
85	в нем	3	29
86	искусства в	4	29
87	и то	4	28
88	что мы	3	28
89	в своих	1	27
90	в основе	6	27
91	и на	10	27
92	а в	11	27
93	с другой	7	27
94	так что	3	26
95	совершенно не	2	26
96	произведение искусства	9	26
97	только что	1	25
98	и здесь	1	25
99	жизни и	1	25
100	до сих	1	24
101	тем что	2	24
102	художественное произведение	5	24
103	сущности говоря	1	24
104	указывает на	1	24
105	в целом	9	24
106	в своем	2	23
107	сих пор	1	23
108	из этого	2	23
109	один из	4	23
110	что оно	1	23
111	для этого	2	23
112	могут быть	12	23
113	казалось бы	2	22
114	из них	2	22
115	между тем	7	22
116	и даже	10	22
117	всякий раз	3	22
118	как она	1	22
119	в котором	5	21
120	том чтобы	7	21
121	в двух	4	21
122	в которых	1	21
123	той же	4	21
124	в своей	7	21
125	ни в	5	21
126	в конце	4	21
127	как мы	3	21
128	и только	1	21
129	другой стороны	2	20
130	в то	10	20
131	тот же	2	20
132	мы имеем	9	20
133	дело с	5	20
134	несмотря на	5	20
135	на этом	4	20
136	это не	7	20
137	все эти	3	20
138	в одном	3	19
139	мы уже	2	19
140	в какой	3	19
141	мы должны	2	19
142	в ее	2	19
143	у него	5	19
144	с этой	2	18
145	в которой	3	18
146	можно было	1	18
147	но в	11	18
148	зависимости от	1	18
149	в каком	1	18
150	вслед за	3	18
151	что с	1	18
152	на самом	2	18
153	но не	13	18
154	действующих лиц	1	18
155	и есть	3	18
156	перед нами	1	18
157	есть не	9	18
158	в виду	2	17
159	во всяком	1	17
160	полагает что	1	17
161	иначе говоря	17	17
162	что для	1	17
163	из этих	2	17
164	но это	1	17
165	одна из	1	17
166	только не	6	17
167	у нас	1	17
168	и о	3	17
169	и к	5	16
170	из которых	4	16
171	к этому	2	16
172	та же	1	16
173	сводится к	6	16
174	обратиться к	4	16
175	говорит о	5	16
176	в таком	5	16
177	и тем	4	16
178	не имеет	1	16
179	так и	16	16
180	тому как	5	16
181	в результате	3	15
182	в них	1	15
183	только на	3	15
184	что именно	2	15
185	во всех	5	15
186	как говорит	3	15
187	могли бы	2	15
188	не могут	3	15
189	о котором	1	15
190	на примере	3	15
191	искусства как	1	15
192	и потому	2	15
193	в зависимости	1	15
194	не просто	2	15
195	далеко не	6	15
196	еще не	5	15
197	для него	5	15
198	в частности	32	15
199	не можем	1	15
200	в совершенно	1	14
201	хотя бы	4	14
202	одной и	1	14
203	но он	1	14
204	очевидно что	1	14
205	и той	1	14
206	в художественном	4	14
207	это только	2	14
208	прежде всего	8	14
209	такой же	3	14
210	что на	3	14
211	те же	3	14
212	в жизни	1	14
213	при таком	2	14
214	этих двух	1	14
215	бы в	3	14
216	столь же	7	14
217	должна быть	1	14
218	всяком случае	1	14
219	этом отношении	5	14
220	с той	2	14
221	или в	2	14
222	к которым	1	14
223	по существу	1	14
224	в области	4	14
225	с ним	6	14
226	именно в	6	13
227	а с	3	13
228	могла бы	3	13
229	отнюдь не	22	13
230	этот вопрос	1	13
231	в той	8	13
232	речь идет	2	13
233	едва ли	4	13
234	и он	1	13
235	могло бы	1	13
236	как он	4	13
237	со стороны	5	13
238	в этих	3	12
239	их в	1	12
240	не менее	5	12
241	может служить	3	12
242	в основу	1	12
243	того же	7	12
244	в конечном	6	12
245	я не	2	12
246	в рассказе	2	12
247	в самой	1	12
248	тогда когда	3	12
249	сам по	1	12
250	в свою	1	12
251	и уже	1	12
252	состоит в	16	12
253	но если	1	12
254	и другое	1	12
255	и может	1	12
256	идет о	1	12
257	это в	1	12
258	и с	2	12
259	например в	1	12
260	что этот	1	12
261	что его	1	12
262	что не	3	12
263	художественном произведении	1	12
264	этой точки	2	12
265	и до	3	12
266	ничего не	10	12
267	в поэзии	2	12
268	об этом	1	12
269	конечном счете	5	11
270	так например	2	11
271	не было	1	11
272	о смерти	1	11
273	не будет	3	11
274	утверждать что	1	11
275	была бы	4	11
276	подобно тому	5	11
277	оба эти	1	11
278	и заключается	2	11
279	но мы	2	11
280	на этот	2	11
281	как к	2	11
282	уже в	1	11
283	раз в	1	11
284	на все	2	11
285	бы мы	1	11
286	отличие от	8	11
287	исходя из	5	11
288	есть в	4	11
289	искусство и	2	11
290	по поводу	4	11
291	его в	2	11
292	были бы	1	11
293	этого слова	10	11
294	с его	3	11
295	думать что	2	11
296	на это	2	11
297	во всем	1	10
298	в другом	4	10
299	смысл и	3	10
300	в тех	1	10
301	не так	3	10
302	том и	2	10
303	сами по	3	10
304	показать как	1	10
305	только тогда	1	10
306	искусства но	1	10
307	данном случае	3	10
308	в их	8	10
309	что ни	2	10
310	с теми	1	10
311	от него	2	10
312	отличается от	3	10
313	в данном	6	10
314	должно быть	2	10
315	в состоянии	1	10
316	тому же	6	10
317	но как	1	10
318	все те	1	10
319	и от	1	10
320	представить себе	1	10
321	здесь мы	1	10
322	не является	3	10
323	ее в	2	10
324	материала и	1	10
325	это было	1	10
326	и их	2	10
327	не есть	8	9
328	так сказать	1	9
329	в действительности	2	9
330	вопрос о	2	9
331	на него	3	9
332	что даже	2	9
333	внимание на	3	9
334	в чем	2	9
335	и та	2	9
336	мы будем	1	9
337	в него	1	9
338	с ее	2	9
339	бы не	3	9
340	его и	3	9
341	из его	2	9
342	в отличие	8	9
343	ответ на	3	9
344	в виде	1	9
345	по своему	1	9
346	по его	2	9
347	на его	4	9
348	чтобы увидеть	1	9
349	и по	2	9
350	в самых	1	9
351	тем самым	9	9
352	и ее	1	9
353	о чем	3	9
354	но все	1	9
355	мысль о	2	9
356	роль в	3	9
357	можно сказать	6	9
358	два плана	1	9
359	в силу	4	9
360	каждого из	1	9
361	оно есть	1	9
362	который не	2	9
363	по этому	1	9
364	должен быть	6	9
365	том случае	1	9
366	и наконец	2	9
367	не к	3	9
368	со всей	1	8
369	себе и	1	8
370	жизни с	1	8
371	искусство в	2	8
372	в сознании	6	8
373	будто бы	4	8
374	одно и	2	8
375	и тот	2	8
376	в общем	1	8
377	художественного творчества	2	8
378	имеет дело	1	8
379	ни на	1	8
380	при анализе	1	8
381	что же	3	8
382	он в	5	8
383	тем же	1	8
384	о нем	4	8
385	произведения искусства	3	8
386	смысле этого	1	8
387	в такой	2	8
388	и таким	1	8
389	место в	3	8
390	и эта	1	8
391	и составляет	2	8
392	и другими	2	8
393	в собственном	3	8
394	целым рядом	1	8
395	точно и	1	8
396	и значение	1	8
397	с другом	2	8
398	по преимуществу	4	8
399	в произведении	7	8
400	из того	5	8
401	друг с	2	8
402	этом смысле	3	8
403	здесь совершенно	2	8
404	во время	1	8
405	к нему	4	8
406	в процессе	2	8
407	в драме	2	8
408	и более	5	8
409	искусства есть	1	8
410	том как	1	8
411	и во	3	8
412	он может	2	8
413	бы и	1	8
414	жизнь и	1	8
415	иметь дело	1	8
416	эти два	1	8
417	еще раз	1	7
418	он видит	1	7
419	не как	2	7
420	и там	1	7
421	искусства является	2	7
422	к самому	2	7
423	во все	1	7
424	представляет собой	23	7
425	и те	2	7
426	свою очередь	1	7
427	она есть	2	7
428	чем это	1	7
429	на том	1	7
430	она в	1	7
431	связи с	2	7
432	полагал что	1	7
433	для чего	2	7
434	в особенности	1	7
435	и при	1	7
436	имеет место	6	7
437	себе не	2	7
438	есть нечто	1	7
439	они не	1	7
440	в течение	1	7
441	только один	1	7
442	к ним	1	7
443	дело и	1	7
444	того или	3	7
445	случае если	1	7
446	но при	2	7
447	к которой	1	7
448	же в	1	7
449	все что	3	7
450	для всех	1	7
451	к этой	1	7
452	одно из	2	7
453	если он	1	7
454	в нашем	3	7
455	от себя	4	7
456	в качестве	38	7
457	и эти	2	7
458	а как	4	7
459	взгляд на	2	7
460	за ним	2	7
461	себя и	5	7
462	совпадает с	6	7
463	времени и	7	7
464	же после	1	7
465	в полном	2	7
466	здесь в	2	7
467	до тех	1	7
468	слова в	1	7
469	смысл этого	1	6
470	даже в	5	6
471	более или	2	6
472	он был	3	6
473	пор пока	1	6
474	утверждал что	1	6
475	что как	3	6
476	к этим	1	6
477	истинный смысл	1	6
478	эти три	1	6
479	того и	5	6
480	в сторону	6	6
481	из него	1	6
482	она была	1	6
483	образом в	1	6
484	события в	2	6
485	всех этих	2	6
486	одного и	2	6
487	смысле слова	1	6
488	говорит нам	1	6
489	в отношении	2	6
490	оно не	1	6
491	к его	3	6
492	никто не	3	6
493	приводит к	2	6
494	да и	2	6
495	он же	1	6
496	у меня	1	6
497	тех пор	1	6
498	для нее	2	6
499	и вся	1	6
500	как если	1	6
501	от других	1	6
502	каждый из	3	6
503	на две	1	6
504	событий в	1	6
505	только с	2	6
506	для художественного	2	6
507	нуждается в	9	6
508	материал для	1	6
509	за этим	1	6
510	сама по	1	6
511	один и	1	6
512	не все	3	6
513	и другого	4	6
514	впечатление от	1	6
515	мы узнаем	2	6
516	которые в	3	6
517	событий и	2	6
518	еще более	1	6
519	почти все	1	6
520	имеет в	1	6
521	говорить о	3	6
522	не что	5	6
523	или менее	2	6
524	что иное	6	6
525	тем не	3	6
526	х годов	2	6
527	и вместе	1	6
528	в себя	8	6
529	а только	1	6
530	ответом на	1	6
531	за пределы	6	6
532	уже не	6	6
533	о его	5	6
534	или иного	3	6
535	независимо от	2	6
536	его с	1	6
537	как не	1	6
538	и просто	2	6
539	только одно	2	6
540	то и	2	6
541	что я	1	6
542	жизни но	3	6
543	в новелле	4	6
544	творческий акт	2	6
545	нисколько не	1	6
546	она должна	1	6
547	что касается	4	6
548	отношение к	2	6
549	иное как	6	6
550	в душе	1	5
551	действующее лицо	1	5
552	к действительности	1	5
553	тем как	2	5
554	сам автор	1	5
555	а затем	3	5
556	между ними	1	5
557	и сам	4	5
558	и опять	1	5
559	нам не	2	5
560	во всей	1	5
561	бы то	3	5
562	такой степени	1	5
563	произведении искусства	3	5
564	не должна	1	5
565	от начала	1	5
566	что самая	1	5
567	с двумя	2	5
568	следует понимать	2	5
569	между собой	2	5
570	а другой	1	5
571	в эту	3	5
572	эти слова	1	5
573	чтобы он	1	5
574	и является	4	5
575	над ним	1	5
576	точку зрения	1	5
577	поэтического творчества	1	5
578	оно может	3	5
579	его к	3	5
580	той точки	1	5
581	если в	3	5
582	смысла и	3	5
583	отношения к	4	5
584	у читателя	2	5
585	том смысле	1	5
586	в словах	2	5
587	на вопрос	5	5
588	быть не	3	5
589	и больше	2	5
590	и наоборот	3	5
591	нет и	2	5
592	она может	3	5
593	то или	1	5
594	нам только	1	5
595	зависит от	1	5
596	он как	1	5
597	одна и	1	5
598	которых он	1	5
599	таком случае	5	5
600	все равно	2	5
601	однако не	4	5
602	том виде	1	5
603	нас к	2	5
604	не следует	6	5
605	человека и	1	5
606	по выражению	4	5
607	не вызывает	1	5
608	что то	1	5
609	разговора с	1	5
610	связь с	1	5
611	только для	3	5
612	и недаром	1	5
613	что тот	1	5
614	не мог	3	5
615	то в	2	5
616	указать на	1	5
617	хотя и	4	5
618	и за	3	5
619	не знает	4	5
620	онегина и	1	5
621	это делает	1	5
622	не значит	1	5
623	в один	4	5
624	себя в	8	5
625	собственном смысле	1	5
626	прямо говорит	1	5
627	представляют собой	4	5
628	же самые	1	5
629	совершенно новый	1	5
630	в романе	2	5
631	евгения онегина	1	5
632	она и	1	5
633	в известном	2	5
634	еще и	1	5
635	не имеют	1	5
636	разговор о	1	5
637	и тогда	3	5
638	слов и	2	5
639	принадлежит к	1	5
640	том же	2	5
641	из этой	1	5
642	все они	2	5
643	это означает	3	5
644	мы находим	1	5
645	а то	3	5
646	произведения с	2	5
647	он указывает	1	5
648	человека в	1	5
649	его не	1	5
650	или не	2	5
651	дело не	5	5
652	одного из	4	5
653	и отношений	1	5
654	все более	1	5
655	а я	1	5
656	является в	1	4
657	в применении	1	4
658	оно становится	1	4
659	в действие	1	4
660	его от	3	4
661	с собой	1	4
662	смысл в	1	4
663	себя как	1	4
664	в речи	3	4
665	к другим	2	4
666	и смерти	4	4
667	применении к	1	4
668	в противоположность	4	4
669	из себя	1	4
670	должна была	2	4
671	а между	1	4
672	для своей	1	4
673	из одного	1	4
674	то о	1	4
675	пути и	1	4
676	не остается	2	4
677	человек и	2	4
678	в связи	2	4
679	можем мы	1	4
680	одном из	1	4
681	если оно	1	4
682	все остальные	1	4
683	решение вопроса	1	4
684	или иное	1	4
685	на место	3	4
686	рассказ в	1	4
687	что герой	1	4
688	сюжета и	1	4
689	со времен	1	4
690	от своего	3	4
691	его жизнь	1	4
692	он прав	3	4
693	из нас	1	4
694	к другому	1	4
695	то все	1	4
696	художественного впечатления	24	4
697	отношении к	1	4
698	эстетический объект	6	4
699	вот этот	1	4
700	всех трех	1	4
