N	2gram	Tiupa_Narr	Narrotol
1	не только	50	32
2	может быть	24	25
3	но и	39	23
4	в качестве	27	21
5	и не	34	20
6	то есть	15	19
7	и в	22	19
8	в том	20	18
9	в этом	23	17
10	в тексте	17	16
11	не в	12	14
12	том что	15	14
13	в частности	23	14
14	представляет собой	21	13
15	состоит в	19	13
16	своего рода	17	12
17	а не	27	12
18	коммуникативного события	9	12
19	тогда как	23	12
20	в рамках	6	12
21	то что	14	11
22	а в	19	11
23	точки зрения	8	10
24	не может	16	10
25	в его	12	9
26	при этом	31	9
27	так и	12	9
28	нарративного дискурса	6	9
29	в мире	8	9
30	со стороны	14	9
31	не является	7	8
32	и т.п	11	8
33	с другой	6	8
34	героя в	6	8
35	в себе	14	8
36	во времени	9	8
37	с одной	5	7
38	такого рода	17	7
39	по отношению	5	7
40	а также	11	7
41	как и	15	7
42	все же	10	7
43	как в	9	7
44	ни для	1	7
45	к тому	13	7
46	еще не	6	7
47	одной стороны	5	7
48	в случае	4	7
49	времени и	9	7
50	и т.д	7	7
51	в той	4	6
52	иначе говоря	14	6
53	на протяжении	12	6
54	то в	4	6
55	отношению к	5	6
56	том числе	1	6
57	именно в	5	6
58	что он	7	6
59	в себя	3	6
60	о том	5	6
61	но не	7	6
62	как это	7	6
63	актуального членения	2	6
64	высказывания в	3	6
65	тем самым	9	6
66	нарративного высказывания	4	6
67	с его	6	6
68	точка зрения	5	6
69	но в	10	6
70	к нему	5	5
71	к себе	11	5
72	и пространстве	6	5
73	по себе	4	5
74	не предполагает	1	5
75	и как	4	5
76	далеко не	6	5
77	тому же	9	5
78	уже не	11	5
79	не все	2	5
80	событийного ряда	1	5
81	можно сказать	11	5
82	в данном	17	5
83	в основе	1	5
84	отличие от	6	5
85	картины мира	3	5
86	между двумя	6	5
87	в детстве	3	5
88	в этой	8	5
89	в форме	7	5
90	в отличие	6	5
91	казалось что	2	5
92	или иной	6	5
93	и его	12	5
94	нарративный дискурс	2	5
95	нуждается в	1	5
96	отнюдь не	6	5
97	события рассказывания	8	5
98	себя в	4	5
99	мира в	4	5
100	в особенности	2	4
101	в церкви	2	4
102	несобственно-прямой речи	5	4
103	во втором	6	4
104	бы отдал	1	4
105	нарративного текста	6	4
106	читателя или	1	4
107	основе своей	1	4
108	данном случае	12	4
109	одной из	2	4
110	теперь как	5	4
111	внутреннего зрения	2	4
112	то же	12	4
113	о нем	5	4
114	из которых	1	4
115	в принципе	6	4
116	прежде всего	7	4
117	событие не	1	4
118	другой стороны	2	4
119	только в	23	4
120	не столько	2	4
121	у него	13	4
122	за границей	3	4
123	было как	5	4
124	связи с	3	4
125	но все	1	4
126	и с	3	4
127	или слушателя	1	4
128	жизненной позиции	2	4
129	имеет место	4	4
130	отличается от	1	4
131	да и	5	4
132	же время	7	4
133	речь идет	3	4
134	числе и	1	4
135	матери и	5	4
136	перед нами	9	4
137	той или	7	4
138	при всей	5	4
139	в противовес	3	4
140	героя и	4	4
141	если не	4	4
142	хотя бы	4	4
143	в рассказе	10	4
144	и тем	9	4
145	за собой	1	4
146	в силу	5	4
147	вслед за	4	4
148	статусом события	1	4
149	как бы	11	4
150	было бы	2	4
151	пока еще	4	4
152	переход от	2	4
153	одного из	6	4
154	сказать что	5	4
155	как правило	8	4
156	н.д тамарченко	1	4
157	же в	6	4
158	здесь не	4	4
159	что не	2	4
160	в нем	9	4
161	не мог	7	4
162	точку зрения	3	4
163	в пространстве	3	4
164	или напротив	3	4
165	что в	6	3
166	этого эпизода	3	3
167	бы то	1	3
168	без чего	1	3
169	в коммуникативном	2	3
170	и он	8	3
171	один из	8	3
172	отец сисой	3	3
173	и на	5	3
174	может не	1	3
175	если в	2	3
176	событийной цепи	5	3
177	о.м фрейденберг	1	3
178	будто он	2	3
179	на том	2	3
180	в произведении	2	3
181	не с	1	3
182	ни было	1	3
183	что они	1	3
184	все было	2	3
185	что это	4	3
186	этом отношении	5	3
187	приезд матери	2	3
188	в сущности	2	3
189	в ее	4	3
190	быстро весело	3	3
191	себя внимание	3	3
192	тем не	7	3
193	различного рода	3	3
194	построения интриги	1	3
195	истории в	8	3
196	о матери	2	3
197	о приезде	3	3
198	ни в	1	3
199	живет теперь	2	3
200	сводится к	10	3
201	по своей	3	3
202	в третьем	4	3
203	еще одна	1	3
204	не существует	3	3
205	конфигурация эпизодов	1	3
206	как было	1	3
207	в конечном	6	3
208	коммуникативное событие	6	3
209	и даже	4	3
210	эта фаза	1	3
211	в повествуемом	1	3
212	не о	2	3
213	в первом	4	3
214	в присутствии	2	3
215	надежда на	1	3
216	будто бы	2	3
217	на себя	5	3
218	тем что	1	3
219	по мысли	8	3
220	даже не	1	3
221	значении этого	1	3
222	обращает на	3	3
223	как говорит	1	3
224	же как	2	3
225	а именно	2	3
226	жизни в	7	3
227	не менее	6	3
228	за границу	1	3
229	преосвященного петра	6	3
230	особенно в	3	3
231	в архиерее	3	3
232	повествуемого мира	9	3
233	захотелось вдруг	1	3
234	повествовательного текста	4	3
235	это и	2	3
236	и самого	3	3
237	событие есть	1	3
238	как будет	1	3
239	героя к	2	3
240	восходит к	2	3
241	нестерпимо захотелось	1	3
242	в свою	4	3
243	уже в	1	3
244	то ни	1	3
245	между тем	5	3
246	в ней	5	3
247	интриги в	2	3
248	никогда не	8	3
249	он не	8	3
250	бытия в	2	3
251	когда он	1	3
252	не будет	2	3
253	по бахтину	1	3
254	но о	1	3
255	текста на	1	3
256	художественной литературы	1	3
257	из двух	1	3
258	не обязательно	3	3
259	и племянницы	4	3
260	а с	2	3
261	статус события	4	3
262	событийного статуса	2	3
263	вдруг за	1	3
264	свою очередь	2	3
265	а во	5	3
266	нарративным актом	1	3
267	нарратологического анализа	2	3
268	в эпизоде	4	3
269	жизнь бы	1	3
270	присутствия в	3	3
271	как мы	3	3
272	мог бы	1	3
273	могут быть	1	3
274	свидетель и	3	3
275	обратимся к	1	3
276	на него	4	3
277	на будущее	1	3
278	служба кончилась	2	3
279	столь же	6	3
280	хотя и	8	3
281	жизни и	7	3
282	одна из	5	3
283	как будто	4	3
284	или иначе	2	3
285	в то	9	3
286	фазы преображения	1	3
287	племянницы в	3	3
288	из этих	6	3
289	с ее	3	3
290	жизни как	2	3
291	событийной полноте	1	3
292	из них	4	3
293	референтное содержание	1	3
294	низких потолков	1	3
295	о ней	5	3
296	текста в	4	2
297	детях о	1	2
298	жизни но	3	2
299	как коммуникативное	1	2
300	более не	3	2
301	в чужой	2	2
302	не молился	1	2
303	как к	3	2
304	анализируемого текста	1	2
305	и представляет	2	2
306	к которому	1	2
307	на эпизоды	3	2
308	до которого	1	2
309	главного персонажа	2	2
310	один голос	2	2
311	то они	3	2
312	события а	1	2
313	имя которого	1	2
314	он уже	3	2
315	та же	2	2
316	что у	6	2
317	кто говорит	2	2
318	зрения на	2	2
319	и ей	1	2
320	действующее лицо	2	2
321	они и	2	2
322	что повествование	1	2
323	и судия	4	2
324	они не	3	2
325	не понимал	1	2
326	которым можно	1	2
327	передача событий	1	2
328	различие между	1	2
329	бог знает	1	2
330	персонажа глава	2	2
331	каменных плит	1	2
332	будущее какая	1	2
333	и сейчас	1	2
334	первом случае	3	2
335	исходя из	4	2
336	жизни а	4	2
337	которая в	2	2
338	зависит от	3	2
339	событии рассказывания	2	2
340	третьем эпизоде	2	2
341	должна быть	2	2
342	рамках этой	1	2
343	что мы	2	2
344	события смерти	1	2
345	без исключения	1	2
346	дело с	4	2
347	мы имеем	6	2
348	укрывался одеялом	1	2
349	и лег	1	2
350	представлялось ему	1	2
351	несмотря на	1	2
352	рассказываемой истории	5	2
353	приезде матери	2	2
354	даже в	1	2
355	с точки	2	2
356	для него	8	2
357	говорит и	1	2
358	представляют собой	5	2
359	матерью и	1	2
360	в своем	7	2
361	рассказа о	2	2
362	чтобы стать	2	2
363	каким он	3	2
364	о чем	6	2
365	того что	7	2
366	как раз	9	2
367	в алтаре	1	2
368	в литературе	8	2
369	говорит о	3	2
370	значительной степени	1	2
371	это позиция	1	2
372	не как	1	2
373	кончилась было	1	2
374	он идет	2	2
375	чуда сверхсобытия	2	2
376	поведения в	1	2
377	собой наррацию	1	2
378	в полном	1	2
379	не являются	2	2
380	языка и	1	2
381	рассказываемое событие	1	2
382	первого эпизода	2	2
383	одно из	2	2
384	персонажа и	4	2
385	о внуках	1	2
386	к эпизоду	1	2
387	эпизоды и	4	2
388	в результате	4	2
389	двенадцать приехав	1	2
390	не от	1	2
391	постольку поскольку	1	2
392	быть может	1	2
393	как птица	4	2
394	явственно приобретает	1	2
395	подобно тому	4	2
396	таком случае	1	2
397	из многочисленных	1	2
398	себе не	1	2
399	оказывается всего	1	2
400	структуры в	1	2
401	не на	1	2
402	его в	1	2
403	один человек	1	2
404	сознания к	1	2
405	с архиереем	1	2
406	читателя в	4	2
407	разделся и	1	2
408	со словами	3	2
409	оно не	4	2
410	в будущем	1	2
411	приехав к	1	2
412	даже вовсе	1	2
413	так или	1	2
414	старуха мать	1	2
415	даже богу	1	2
416	долго жить	1	2
417	сами по	2	2
418	этой точки	1	2
419	самом деле	4	2
420	всякое событие	1	2
421	на свой	1	2
422	о воскресении	3	2
423	или в	7	2
424	аспект нарративного	1	2
425	в организации	2	2
426	героя с	2	2
427	как сияние	2	2
428	смерть героя	3	2
429	о своей	3	2
430	есть в	1	2
431	ему в	2	2
432	фраза не	1	2
433	было без	1	2
434	когда служба	1	2
435	или даже	3	2
436	не сводится	8	2
437	по терминологии	2	2
438	обозначить как	1	2
439	и племянницей	1	2
440	события но	1	2
441	и до	1	2
442	конечном счете	4	2
443	преосвященный петр	2	2
444	было ясно	2	2
445	его личности	1	2
446	современной нарратологии	7	2
447	того или	3	2
448	том или	1	2
449	например в	2	2
450	петра а	1	2
451	отношения к	1	2
452	происходит и	2	2
453	преобразило бы	1	2
454	сути дела	2	2
455	по сути	3	2
456	отвлечении от	1	2
457	в последние	2	2
458	и соответственно	1	2
459	в какой	2	2
460	в памяти	2	2
461	участок текста	3	2
462	нарративной дискурсии	1	2
463	между ними	3	2
464	событийность излагаемых	3	2
465	зрения или	1	2
466	эпизоде первого	2	2
467	встречается в	1	2
468	и того	5	2
469	весело постукивая	2	2
470	приказал долго	1	2
471	лег даже	1	2
472	художественных текстах	3	2
473	все эти	3	2
474	матери с	3	2
475	доминирует на	1	2
476	в молчание	2	2
477	богу не	1	2
478	идет по	2	2
479	в нарративном	3	2
480	мира и	2	2
481	перемещение персонажа	1	2
482	приводит к	2	2
483	не имеет	3	2
484	его событийной	1	2
485	бы не	1	2
486	сообщают о	3	2
487	между собой	3	2
488	он прямо	2	2
489	его жизни	5	2
490	в двух	2	2
491	которая живет	1	2
492	выговорить ни	2	2
493	совершенно иной	1	2
494	роль в	4	2
495	незначительнее всех	1	2
496	точек зрения	2	2
497	страны мертвых	1	2
498	всей своей	1	2
499	героя из	2	2
500	например как	1	2
501	к другому	2	2
502	умирание героя	2	2
503	или менее	2	2
504	прямо родился	2	2
505	эпизоды в	3	2
506	на первый	1	2
507	и физически	2	2
508	тем более	2	2
509	как хорошо	2	2
510	про жениха	2	2
511	глядела на	3	2
512	он обедню	1	2
513	или ином	1	2
514	первый взгляд	1	2
515	воспоминаний героя	1	2
516	как формы	1	2
517	каждый из	3	2
518	свободен теперь	4	2
519	шестые эпизоды	2	2
520	они все	1	2
521	дискурс в	2	2
522	и потому	2	2
523	точкой зрения	1	2
524	ментальному взору	1	2
525	с точкой	1	2
526	во внешнем	1	2
527	как организующий	1	2
528	совершенно не	1	2
529	состояний а	1	2
530	потолков и	1	2
531	для автора	2	2
532	человека в	2	2
533	но как	3	2
534	выступает в	2	2
535	всеми кроме	1	2
536	не событийна	1	2
537	лица и	2	2
538	личности в	2	2
539	одного сознания	2	2
540	служил он	1	2
541	рассказ в	1	2
542	в связи	3	2
543	я героя	1	2
544	для кумулятивной	1	2
545	не было	3	2
546	первого цикла	2	2
547	высказываний как	1	2
548	референтной событийности	1	2
549	тексте архиерея	2	2
550	архиерея но	2	2
551	несобственно-прямая речь	1	2
552	всех что	1	2
553	для кого-то	1	2
554	все верили	1	2
555	в роли	2	2
556	идет о	3	2
557	она не	2	2
558	центрального персонажа	5	2
559	более или	2	2
560	трех докторов	2	2
561	доносимой до	1	2
562	в противоположность	1	2
563	в значительной	1	2
564	другом и	1	2
565	нарратологического описания	1	2
566	наконец в	1	2
567	начинала рассказывать	1	2
568	нами не	2	2
569	в четверг	1	2
570	всего лишь	8	2
571	четверти двенадцать	1	2
572	одну из	1	2
573	это все	1	2
574	события как	1	2
575	без четверти	1	2
576	постукивая палочкой	2	2
577	протяжении этого	2	2
578	знает куда	1	2
579	архиерей в	1	2
580	субъекта и	2	2
581	же надежда	1	2
582	и про	2	2
583	по полю	2	2
584	времени в	3	2
585	не всегда	4	2
586	прошлого и	2	2
587	в обнаружении	1	2
588	он укрывался	1	2
589	некоторую историю	1	2
590	во второй	2	2
591	полю быстро	2	2
592	прямой речи	1	2
593	смерти и	1	2
594	что касается	3	2
595	а по	2	2
596	не могло	3	2
597	рассказывания в	6	2
598	себе самом	2	2
599	коммуникативной ситуации	2	2
600	таким каким	2	2
601	ситуации к	1	2
602	точно так	2	2
603	в известном	4	2
604	нового времени	2	2
605	главного героя	5	2
606	и когда	3	2
607	и тот	1	2
608	можно было	2	2
609	в отвлечении	1	2
610	которая здесь	1	2
611	на выгоне	1	2
612	нарративной истории	5	2
613	речь центрального	2	2
614	и судии	4	2
615	на другой	6	2
616	в соборе	1	2
617	первого евангелия	2	2
618	обедню в	1	2
619	в пределах	2	2
620	в таком	4	2
621	так же	2	2
