N	2gram	Vygotskiy_	NovoeSre
1	а не	16	17
2	не может	15	16
3	и в	55	16
4	совсем не	3	12
5	и не	19	11
6	и есть	7	10
7	что в	43	9
8	истории и	1	9
9	в том	50	8
10	как не	1	8
11	жизни и	8	8
12	он не	10	8
13	в этом	30	7
14	может быть	34	7
15	средние века	1	7
16	в новой	1	7
17	не будет	3	7
18	это есть	3	7
19	как и	9	7
20	общественной жизни	1	6
21	ни в	5	6
22	не знает	2	6
23	не в	12	6
24	высшей степени	1	6
25	с его	6	6
26	но это	2	6
27	в высшей	1	6
28	никогда не	15	6
29	и к	5	5
30	не только	24	5
31	в ней	5	5
32	все это	8	5
33	в жизни	2	5
34	в нем	13	5
35	с ее	1	5
36	должен быть	3	5
37	и потому	8	4
38	и мы	28	4
39	по своему	1	4
40	быть может	1	4
41	должно быть	6	4
42	потому что	48	4
43	это не	9	4
44	прежде всего	6	4
45	в них	7	4
46	то что	69	4
47	не было	2	4
48	есть лишь	1	4
49	и все	15	4
50	не менее	1	4
51	не имеет	2	4
52	и для	13	4
53	о том	24	4
54	во всех	6	3
55	вопрос о	6	3
56	должна быть	2	3
57	она не	1	3
58	тому как	3	3
59	в ее	3	3
60	смысле слова	2	3
61	что такое	2	3
62	за пределы	1	3
63	конечно не	3	3
64	подобно тому	1	3
65	в истории	1	3
66	не существует	3	3
67	с другой	12	3
68	в основе	9	3
69	в средние	1	3
70	в россии	1	3
71	сказать что	14	3
72	наряду с	1	3
73	и начало	1	3
74	с тем	10	3
75	к жизни	2	3
76	не есть	4	3
77	в своей	8	3
78	как в	4	3
79	но и	16	3
80	это было	4	3
81	к ее	1	3
82	к тому	12	3
83	еще не	6	3
84	с этим	4	2
85	все они	2	2
86	более не	1	2
87	и от	2	2
88	это и	7	2
89	ни к	1	2
90	в центре	2	2
91	не хотим	1	2
92	я уже	1	2
93	силы и	1	2
94	и что	45	2
95	не могли	4	2
96	на протяжении	2	2
97	переходе от	1	2
98	что она	10	2
99	ли это	3	2
100	и было	2	2
101	и заключается	6	2
102	с одной	15	2
103	на гибель	1	2
104	хотя бы	5	2
105	мы не	8	2
106	нем нет	3	2
107	того чтобы	43	2
108	заключается что	2	2
109	хотя и	1	2
110	сильнее и	1	2
111	так и	6	2
112	как это	16	2
113	но она	3	2
114	думать что	3	2
115	одной стороны	15	2
116	для чего	4	2
117	не могла	2	2
118	можно было	6	2
119	ни одна	2	2
120	другой стороны	8	2
121	времени и	5	2
122	из ее	1	2
123	этом смысле	4	2
124	том и	3	2
125	в русском	1	2
126	у него	9	2
127	к самой	1	2
128	а в	7	2
129	все время	44	2
130	когда мы	10	2
131	и даже	4	2
132	и формы	1	2
133	и с	3	2
134	мы говорим	1	2
135	связана с	1	2
136	по существу	4	2
137	жизни как	1	2
138	для этого	12	2
139	нет и	2	2
140	xviii века	1	2
141	равно как	2	2
142	которую она	1	2
143	могут быть	8	2
144	в себе	13	2
145	том чтобы	7	2
146	и на	12	2
147	быть в	1	2
148	уже не	1	2
149	что все	12	2
150	время как	5	2
151	все эти	5	2
152	же как	4	2
153	такой же	2	2
154	вместе с	16	2
155	который в	1	2
156	общества и	1	2
157	одна из	6	2
158	стремление к	2	2
159	в употреблении	1	2
160	как будто	7	2
161	но не	9	2
162	из глубины	1	2
163	в то	6	2
164	должно было	2	2
165	том что	46	2
166	ведь и	1	2
167	так же	19	2
168	и это	13	2
169	можно назвать	1	2
170	в смысле	1	2
