N	3gram	Bakhtin_Fr	formyVre
1	то же время	12	21
2	еды и питья	1	18
3	в то же	12	18
4	как мы уже	4	15
5	в связи с	2	15
6	с точки зрения	4	15
7	кн i гл	2	15
8	но и в	2	12
9	кн ii гл	9	12
10	не только в	1	11
11	в этом мире	1	10
12	до сих пор	3	10
13	еда и питье	1	9
14	и того же	1	9
15	одного и того	1	9
16	мы уже говорили	12	9
17	в большинстве случаев	9	8
18	в том числе	4	8
19	и прежде всего	2	8
20	человека и его	1	8
21	в романе рабле	7	7
22	в этом отношении	3	7
23	прежде всего в	4	7
24	и как раз	1	6
25	в том же	1	6
26	друг от друга	1	6
27	и в этом	1	6
28	а также и	3	6
29	мы еще вернемся	2	6
30	и в особенности	1	6
31	имеем в виду	2	6
32	во всех этих	1	6
33	пространственных и временных	1	6
34	с одной стороны	3	6
35	мы уже сказали	2	6
36	в том что	4	5
37	одной стороны и	1	5
38	в то время	1	5
39	том числе и	2	5
40	на первый план	2	5
41	то есть в	6	5
42	той или иной	1	5
43	как и в	2	5
44	мы имеем в	2	5
45	пространства и времени	1	5
46	в широком смысле	1	5
47	и не только	1	5
48	вполне понятно что	2	4
49	по отношению к	3	4
50	же что и	2	4
51	мы уже указывали	2	4
52	но все же	1	4
53	с другой стороны	2	4
54	в его целом	2	4
55	в последнем счете	1	4
56	кн iii гл	7	4
57	в последующие эпохи	2	4
58	в средние века	9	4
59	во рту пантагрюэля	4	4
60	как раз в	1	4
61	во всяком случае	1	4
62	в той или	1	3
63	все то что	3	3
64	человеческого тела и	2	3
65	прямо сказать что	1	3
66	в литературе и	2	3
67	о том как	3	3
68	между вещами и	1	3
69	до известной степени	1	3
70	такие моменты как	1	3
71	можно прямо сказать	1	3
72	из самых основных	1	3
73	важное значение имеет	1	3
74	во всех ее	2	3
75	в этом процессе	1	3
76	все эти образы	3	3
77	все же в	1	3
78	друг за другом	2	3
79	жизни над смертью	1	3
80	что в этом	1	3
81	в самом человеке	2	3
82	как мы увидим	2	3
83	сих пор еще	3	3
84	то же самое	1	3
85	сны и видения	1	3
86	в эпоху возрождения	1	3
87	во все стороны	1	3
88	вверх и вниз	1	3
89	еще вернемся в	1	3
90	в другом месте	3	3
91	а следовательно и	2	3
92	в эпизоде с	7	3
93	в телесный ряд	1	3
94	но в то	3	3
95	о том что	4	3
96	существенную роль в	1	3
97	с самого начала	1	3
98	влияние на рабле	3	3
99	так и в	3	3
100	и в сущности	1	3
101	и в литературе	2	3
102	средние века и	1	3
103	романа прежде всего	1	3
