N	3gram	Vygotskiy_	Sovremen
1	мы не можем	3	6
2	с точки зрения	34	5
3	в зависимости от	8	4
4	не может быть	8	4
5	мы видели что	4	3
6	не может не	1	3
7	что же это	1	3
8	с самого начала	9	3
9	друг с другом	6	2
10	в свою очередь	3	2
11	с помощью которых	2	2
12	то же самое	4	2
13	во всяком случае	5	2
14	в конце развития	1	2
15	тем не менее	1	2
16	так как он	3	2
17	пока наконец не	1	2
18	в отличие от	3	2
19	и все те	1	1
20	по самому своему	2	1
21	самому своему существу	1	1
22	в дальнейшем и	1	1
23	и речи мы	1	1
24	то ни было	1	1
25	в том что	30	1
26	и именно в	1	1
27	один и тот	1	1
28	на самом деле	3	1
29	совершенно независимо от	1	1
30	дело идет о	1	1
31	не могут быть	1	1
32	как и во	1	1
33	видели далее что	1	1
34	точки зрения с	1	1
35	до сих пор	4	1
36	одной стороны и	3	1
37	познания человека и	1	1
38	все более и	3	1
39	влечет за собой	2	1
40	до наших дней	1	1
41	в свое время	1	1
42	представление о том	1	1
43	и тот же	1	1
44	в связи с	3	1
45	в самом деле	5	1
46	дело в том	2	1
47	в такой же	3	1
48	у каждого из	1	1
49	тот факт что	1	1
50	той или иной	2	1
51	вместе с ним	3	1
52	в данном случае	5	1
53	как мы это	1	1
54	видели что это	1	1
55	и во всей	1	1
56	но все же	1	1
57	мы уже знаем	1	1
58	совершенно так же	1	1
59	каждая из этих	1	1
60	мы видели далее	1	1
61	и что она	1	1
62	и той же	2	1
63	в конечном счете	4	1
64	это значит что	1	1
65	когда мы говорим	2	1
66	с одной стороны	14	1
67	развития в зависимости	1	1
68	одной и той	2	1
69	но никогда не	1	1
70	не опирается на	1	1
71	в этой области	1	1
72	окружающих его условий	1	1
73	с этим вопросом	1	1
74	в известном смысле	3	1
75	более и более	3	1
76	такой же мере	3	1
77	в самом конце	1	1
78	мы видим не	1	1
79	развития с точки	1	1
80	так же как	6	1
81	то же время	2	1
82	не в том	1	1
83	образом один и	1	1
84	она не может	1	1
85	по отношению к	11	1
86	развития той или	1	1
87	в то же	2	1
88	но ведь это	1	1
89	бы то ни	1	1
90	заключает в себе	1	1
91	в ином направлении	1	1
92	на какой бы	1	1
93	на этот раз	1	1
94	на этот вопрос	5	1
95	и в этом	1	1
96	первое и основное	1	1
97	по крайней мере	1	1
98	тот или иной	1	1
99	же самое что	1	1
100	шаг за шагом	3	1
101	можно было бы	6	1
102	как и вся	1	1
103	самого начала от	1	1
104	друг на друга	1	1
105	в этом смысле	3	1
106	в процессе развития	5	1
107	и в то	1	1
108	таким образом один	1	1
109	и не может	1	1
110	но тем не	1	1
111	по его мнению	1	1
112	же это не	1	1
113	иметь место только	1	1
