N	2gram	Voloshinov	NovoeSre
1	а не	9	17
2	не может	30	16
3	и в	28	16
4	совсем не	6	12
5	и не	34	11
6	и есть	3	10
7	что в	7	9
8	истории и	1	9
9	в эпоху	3	9
10	в том	10	8
11	как не	3	8
12	жизни и	7	8
13	он не	10	8
14	в этом	28	7
15	может быть	28	7
16	не будет	1	7
17	это есть	2	7
18	культуры и	1	7
19	как и	13	7
20	ни в	12	6
21	не знает	5	6
22	не в	10	6
23	высшей степени	6	6
24	с его	9	6
25	но это	4	6
26	в высшей	6	6
27	никогда не	10	6
28	и к	7	5
29	живем в	1	5
30	не только	10	5
31	в ней	8	5
32	все это	12	5
33	мы живем	1	5
34	в жизни	7	5
35	в нем	7	5
36	с ее	4	5
37	должен быть	2	5
38	и потому	12	4
39	жизни к	3	4
40	по своему	4	4
41	быть может	1	4
42	со всех	1	4
43	должно быть	2	4
44	потому что	4	4
45	большую роль	2	4
46	это не	5	4
47	прежде всего	26	4
48	в них	3	4
49	то что	17	4
50	не было	5	4
51	есть лишь	1	4
52	и все	13	4
53	всех сторон	2	4
54	не менее	6	4
55	не имеет	2	4
56	и для	7	4
57	о том	3	4
58	наше время	1	4
59	во всех	13	3
60	истории не	1	3
61	вопрос о	2	3
62	в наше	1	3
63	и пр	29	3
64	должна быть	2	3
65	она не	6	3
66	тому как	1	3
67	в ее	5	3
68	смысле слова	4	3
69	что такое	6	3
70	в прошлом	2	3
71	было такого	1	3
72	за пределы	10	3
73	конечно не	10	3
74	в истории	4	3
75	не существует	4	3
76	с другой	2	3
77	в основе	6	3
78	сказать что	11	3
79	жизни которые	1	3
80	и начало	1	3
81	всех сферах	1	3
82	с тем	1	3
83	не есть	2	3
84	в своей	14	3
85	в мире	2	3
86	как в	4	3
87	жизни в	3	3
88	перейти к	1	3
89	но и	10	3
90	это было	2	3
91	наши дни	1	3
92	к ее	1	3
93	к тому	6	3
94	человека и	6	3
95	еще не	8	3
96	с этим	8	2
97	все они	2	2
98	центр тяжести	3	2
99	и от	3	2
100	еще до	1	2
101	и весь	1	2
102	это и	4	2
103	в центре	3	2
104	не хотим	1	2
105	силы и	1	2
106	и что	6	2
107	на протяжении	7	2
108	на путях	1	2
109	что она	5	2
110	личность в	2	2
111	права и	1	2
112	ли это	2	2
113	не имеют	1	2
114	и было	2	2
115	борьба и	1	2
116	зависит от	2	2
117	познания и	1	2
118	с одной	2	2
119	хотя бы	7	2
120	такого рода	2	2
121	мы не	9	2
122	того чтобы	5	2
123	хотя и	1	2
124	переход к	1	2
125	истории а	1	2
126	массы не	1	2
127	так и	14	2
128	как это	5	2
129	но она	1	2
130	власть как	1	2
131	человека во	1	2
132	думать что	2	2
133	одной стороны	2	2
134	можно было	1	2
135	и должно	1	2
136	каждого человека	2	2
137	времени и	1	2
138	с их	5	2
139	этом смысле	2	2
140	во вне	1	2
141	у него	4	2
142	все категории	1	2
143	приобщиться к	1	2
144	а в	8	2
145	в будущем	1	2
146	в обществе	3	2
147	все время	4	2
148	когда мы	2	2
149	и даже	3	2
150	века и	1	2
151	и формы	1	2
152	в свои	1	2
153	и с	10	2
154	государство и	1	2
155	мы говорим	1	2
156	и начинается	2	2
157	связана с	2	2
158	по существу	1	2
159	жизни как	1	2
160	для этого	6	2
161	нет и	4	2
162	равно как	2	2
163	могут быть	9	2
164	и культуры	1	2
165	в себе	7	2
166	это совсем	1	2
167	и на	9	2
168	уже не	9	2
169	мира а	1	2
170	и творчества	2	2
171	я не	4	2
172	что все	7	2
173	время как	1	2
174	все эти	15	2
175	есть в	1	2
176	же как	2	2
177	такой же	3	2
178	вместе с	5	2
179	но я	1	2
180	который в	1	2
181	общества и	1	2
182	одна из	4	2
183	стремление к	2	2
184	мира и	1	2
185	роль в	7	2
186	как будто	1	2
187	должно стать	1	2
188	но не	7	2
189	из глубины	1	2
190	в то	7	2
191	том что	12	2
192	ведь и	3	2
193	так же	4	2
194	и это	1	2
195	можно назвать	1	2
196	в смысле	1	2
197	но для	3	2
198	в одну	2	2
199	себя в	3	2
200	но в	13	2
201	и т.п	4	2
202	мысли и	4	2
203	формы и	3	2
204	не к	2	2
205	связаны с	2	2
206	к содержанию	1	2
207	и власть	1	1
