N	2gram	Voloshinov	Problemy
1	и в	32	106
2	и не	42	90
3	как бы	31	70
4	может быть	50	66
5	в его	10	56
6	в этом	27	52
7	в нем	17	51
8	чужое слово	8	49
9	не может	40	49
10	как и	19	44
11	что он	5	44
12	точки зрения	48	40
13	но и	17	40
14	для него	18	39
15	и его	33	39
16	а не	15	38
17	то же	19	36
18	не только	18	36
19	в пределах	7	35
20	то что	12	33
21	но в	13	33
22	прежде всего	19	32
23	он не	5	29
24	в то	7	29
25	чужого слова	8	29
26	все это	4	29
27	и все	8	28
28	в одном	2	27
29	не в	13	27
30	к другому	7	27
31	же время	7	26
32	в самом	14	25
33	и с	4	25
34	к нему	5	25
35	с точки	31	25
36	в сущности	17	25
37	себе самому	1	25
38	не как	5	24
39	вовсе не	15	24
40	героя и	1	24
41	самом деле	18	24
42	рядом с	7	23
43	и на	8	23
44	слова и	8	23
45	по себе	5	22
46	в каждом	8	22
47	что я	1	22
48	таким образом	29	22
49	там где	4	21
50	как мы	26	21
51	все же	13	20
52	никогда не	7	20
53	только в	14	20
54	потому что	2	20
55	что же	5	19
56	что в	5	19
57	с его	6	19
58	отношению к	9	19
59	слова в	8	19
60	уже не	2	18
61	по отношению	10	18
62	в себе	5	18
63	еще не	7	18
64	о нем	1	18
65	на самом	10	18
66	но не	2	18
67	все эти	8	18
68	и к	3	17
69	с ним	1	17
70	а в	5	17
71	в том	13	17
72	это не	5	17
73	так и	21	17
74	так же	10	16
75	если бы	12	16
76	в своей	5	16
77	этом смысле	2	16
78	в другом	5	16
79	у него	2	15
80	до конца	6	15
81	и для	15	15
82	и наконец	1	15
83	на чужое	3	14
84	в своем	3	14
85	как раз	5	14
86	в конце	5	14
87	а как	7	14
88	другого человека	1	14
89	в отношении	7	14
90	себя самого	2	14
91	так как	5	14
92	он и	2	14
93	лишь в	17	14
94	но все	4	13
95	на него	1	13
96	точка зрения	8	13
97	с другими	6	13
98	его в	7	13
99	большинстве случаев	7	13
100	и это	6	13
101	внутренний диалог	1	13
102	в романе	2	13
103	себя и	2	13
104	в большинстве	7	13
105	в целом	2	13
106	при этом	13	12
107	отношении к	8	12
108	и как	8	12
109	и даже	4	12
110	чужому слову	1	12
111	к тому	8	12
112	во всяком	8	12
113	в котором	6	12
114	что и	5	12
115	не знает	4	12
116	так сказать	19	12
117	себе и	2	12
118	так что	2	12
119	и что	2	12
120	за пределы	8	12
121	было бы	8	12
122	между тем	8	12
123	как в	5	12
124	том что	12	12
125	но это	1	12
126	ничего не	9	12
127	слово в	5	12
128	в одной	4	12
129	последнее слово	1	12
130	в плане	1	12
131	пределах одного	2	11
132	тем что	3	11
133	их в	1	11
134	входит в	5	11
135	с другой	6	11
136	ни одного	1	11
137	он сам	1	11
138	должно быть	4	11
139	это слово	1	11
140	слово и	4	11
141	бы в	4	11
142	мы уже	7	11
143	в форме	3	11
144	не могут	4	11
145	дело идет	4	11
146	бы и	2	11
147	сливается с	1	11
148	так чтобы	1	11
149	этого слова	7	11
150	сознания и	6	11
151	она не	2	11
152	или как	3	11
153	конце концов	3	11
154	более того	7	11
155	самого начала	9	10
156	слово не	1	10
157	говорит он	2	10
158	что не	4	10
159	сих пор	10	10
160	в него	1	10
161	до сих	10	10
162	для себя	4	10
163	с собою	1	10
164	в слове	13	10
165	приводит к	3	10
166	идеи в	1	10
167	достоевский в	1	10
168	той же	5	10
169	в самой	1	10
170	к одному	5	10
171	слова с	1	10
172	далеко не	5	10
173	лишь как	2	10
174	отношение к	1	10
175	ведь и	1	10
176	в той	6	9
177	зрения на	1	9
178	другой стороны	7	9
179	хотя бы	8	9
180	друг с	2	9
181	хотя и	1	9
182	но он	1	9
183	с самого	9	9
184	из одного	4	9
185	могут быть	4	9
186	в единство	4	9
187	всяком случае	4	9
188	ни в	7	9
189	в единстве	5	9
190	да и	1	9
191	или в	4	9
192	и потому	7	9
193	человека в	3	9
194	же и	3	8
195	в результате	9	8
196	и до	4	8
197	о том	4	8
198	мы увидим	3	8
199	все время	1	8
200	из них	3	8
201	переходим к	3	8
202	и он	4	8
203	несмотря на	1	8
204	ни было	15	8
205	но как	3	8
206	одним из	4	8
207	здесь не	2	8
208	и от	6	8
