N	2gram	Propp_Morf	Tragedij
1	и в	17	18
2	в этом	18	9
3	не только	8	8
4	и на	1	7
5	и не	16	7
6	может быть	61	7
7	и с	1	7
8	как бы	6	7
9	он сам	1	7
10	что он	5	6
11	у него	2	6
12	же время	1	6
13	в образе	6	6
14	но в	4	6
15	и его	3	6
16	это не	6	5
17	несмотря на	4	5
18	что это	3	5
19	так и	10	5
20	все же	9	5
21	то же	10	5
22	он вдруг	1	5
23	как и	4	5
24	не может	19	5
25	в то	4	5
26	что в	10	4
27	в себе	1	4
28	и даже	2	4
29	все это	2	4
30	прежде всего	14	4
31	и все	1	4
32	об этом	5	4
33	еще не	4	4
34	но и	9	4
35	том что	7	4
36	и что	3	4
37	так же	4	4
38	то что	10	4
39	в этой	3	4
40	что я	1	4
41	но это	6	4
42	в целом	5	4
43	что с	1	3
44	один из	7	3
45	должно быть	1	3
46	в его	1	3
47	для него	2	3
48	о чем	1	3
49	что за	1	3
50	и как	6	3
51	в мире	1	3
52	как в	5	3
53	никто не	4	3
54	в поле	5	3
55	при этом	1	3
56	как это	7	3
57	к людям	1	3
58	с ее	1	3
59	мог бы	1	3
60	как будто	2	3
61	все эти	5	3
62	к нему	3	3
63	о жизни	1	2
64	не так	2	2
65	и то	1	2
66	раз он	3	2
67	еще раз	1	2
68	и здесь	7	2
69	со мной	1	2
70	данном случае	2	2
71	и за	2	2
72	в том	10	2
73	у отца	1	2
74	это уже	3	2
75	с тем	2	2
76	в ее	1	2
77	ее за	1	2
78	что и	10	2
79	ни в	3	2
80	отвечает ему	1	2
81	с иваном	3	2
82	что все	1	2
83	не могут	7	2
84	в виде	3	2
85	его в	4	2
86	этим объясняется	1	2
87	как же	3	2
88	не в	3	2
89	но этого	1	2
90	в первом	5	2
91	но все	4	2
92	но эта	1	2
93	из самых	1	2
94	еще в	1	2
95	в таком	1	2
96	ничем не	2	2
97	вопрос о	10	2
98	вряд ли	2	2
99	состоит из	3	2
100	имеет в	1	2
101	и это	1	2
102	нет в	1	2
103	во сне	2	2
104	уже не	4	2
105	к тому	5	2
106	о том	6	2
107	перед нами	14	2
108	не имеет	2	2
109	что эти	3	2
110	бросается в	1	2
111	в данном	2	2
112	что этот	2	2
113	отличие от	1	2
114	она должна	1	2
115	я тебе	1	2
116	он был	1	2
117	потому что	7	2
118	и дети	1	2
119	не играют	1	2
120	так что	1	2
121	в рассказе	1	2
122	он не	5	2
123	в частности	2	2
124	но они	2	2
125	в это	1	2
126	точно так	2	2
127	в одном	2	2
128	говорит что	1	2
129	и до	1	2
130	в глаза	2	2
131	она все	1	2
132	отношение к	1	2
133	в ходе	5	2
134	о его	4	2
135	что она	2	2
136	который в	2	2
137	одна из	5	2
138	что говорит	1	2
139	с его	3	2
140	тем что	4	2
141	только о	1	2
142	и ее	5	2
143	ничего не	5	2
144	друг друга	3	2
145	не выдерживает	1	1
146	в той	1	1
147	в особенности	1	1
148	во всем	1	1
149	то в	3	1
150	с помощью	1	1
151	от него	2	1
152	этом случае	10	1
153	утверждать что	3	1
154	могут быть	21	1
155	проблемы проблемы	1	1
156	мы видим	15	1
157	что ему	1	1
158	из дома	9	1
159	рассмотрению и	1	1
160	сама собой	1	1
161	таким образом	26	1
162	водой их	1	1
163	после того	1	1
164	только что	3	1
165	на вопрос	2	1
166	его самого	4	1
167	отнимает у	1	1
168	на западе	1	1
169	того как	2	1
170	к этой	1	1
171	если он	2	1
172	отец ее	1	1
173	в последней	1	1
174	с одной	2	1
175	и вот	1	1
176	его с	1	1
177	что даже	1	1
178	должна быть	2	1
179	к себе	2	1
180	с такой	1	1
181	с этой	3	1
182	и при	3	1
183	ко всему	1	1
184	дело с	1	1
185	в применении	1	1
186	и далее	1	1
187	на работу	2	1
188	то для	1	1
189	что эта	2	1
190	к истории	1	1
191	т е	25	1
192	вот как	2	1
193	что при	3	1
194	с этими	1	1
195	того что	3	1
196	тем не	7	1
197	не вызывает	1	1
198	о нем	1	1
199	нам еще	2	1
200	не как	1	1
201	не думает	1	1
202	а затем	10	1
203	для нас	2	1
204	где он	1	1
205	по-видимому не	1	1
206	одному из	3	1
207	одно из	1	1
208	как он	1	1
209	дается в	2	1
210	нет это	1	1
211	же не	1	1
212	в результате	8	1
213	в виду	1	1
214	точности соответствует	2	1
215	иными словами	1	1
216	с собой	3	1
217	только в	3	1
218	нельзя ли	1	1
219	не столько	1	1
220	особое значение	1	1
221	третий раз	1	1
222	вспомнить о	1	1
223	мы вновь	1	1
224	видит в	1	1
225	обращается в	4	1
226	по спине	1	1
227	а на	3	1
228	и сердце	1	1
229	и притом	1	1
230	но он	1	1
231	здесь мы	3	1
232	мы понимаем	1	1
233	до этого	1	1
234	ли мы	1	1
235	исходит от	2	1
236	этого не	2	1
237	наших дней	2	1
238	а также	7	1
239	начала в	1	1
240	на улицу	1	1
241	героя с	1	1
242	что под	1	1
243	в россии	2	1
244	одним из	2	1
245	мысль о	1	1
246	что не	1	1
247	как его	1	1
248	все события	1	1
249	не есть	1	1
250	именно в	1	1
251	ведет к	1	1
252	если за	2	1
253	в третий	1	1
254	обоих случаях	2	1
255	вообще не	2	1
256	тому что	5	1
257	в связи	10	1
258	лишь на	2	1
259	очень важный	2	1
260	встречается в	4	1
261	с ними	1	1
262	и она	1	1
263	есть в	1	1
264	на ковре	1	1
265	в своей	1	1
266	на этом	4	1
267	отнесены к	1	1
268	роль в	2	1
269	не менее	7	1
270	и т	62	1
271	на все	1	1
272	еще к	1	1
273	и могут	1	1
274	она хочет	1	1
275	бы не	1	1
276	своей жертвы	1	1
277	со своей	1	1
278	связаны между	1	1
279	с своим	1	1
280	между собой	5	1
281	незадолго до	2	1
282	он возвращается	1	1
283	средство для	2	1
284	когда в	2	1
285	это было	3	1
286	камень и	2	1
287	героя и	3	1
288	в чем	2	1
289	в момент	1	1
290	встречается только	1	1
291	все как	1	1
292	но мы	3	1
293	собой более	1	1
294	а он	1	1
295	тогда как	2	1
296	могло бы	1	1
297	не смог	1	1
298	бы в	2	1
299	только он	1	1
300	эти же	1	1
301	в них	1	1
302	во всех	6	1
303	во всяком	2	1
304	это и	3	1
305	того начала	1	1
306	о себе	1	1
307	совершенно не	1	1
308	его перед	1	1
309	но как	3	1
310	более чем	1	1
311	чем же	1	1
312	он же	1	1
313	не является	4	1
314	в котором	1	1
315	№ и	4	1
316	ему в	1	1
317	с самого	1	1
318	возвращается к	1	1
319	как нечто	1	1
320	этой схемы	1	1
321	и начинает	1	1
322	применении к	1	1
323	связи с	12	1
324	случае и	1	1
325	хотя бы	5	1
326	она не	2	1
327	строится как	1	1
328	значение этого	1	1
329	того чтобы	4	1
330	от самого	1	1
331	на другой	1	1
332	одну из	1	1
333	но не	8	1
334	в другом	2	1
335	в каких	2	1
336	между тем	5	1
337	представляет собой	17	1
338	быть не	1	1
339	в быту	1	1
340	обстоит дело	1	1
341	мы опять	1	1
342	в ход	3	1
343	что судьба	1	1
344	в новой	1	1
345	самом деле	4	1
346	к своей	1	1
347	уже было	1	1
348	вырастает в	1	1
349	этой связи	1	1
350	это по	1	1
351	со стариком	1	1
352	в которой	3	1
353	имеет целью	1	1
354	именно на	1	1
355	только один	1	1
356	об отношении	1	1
357	а не	11	1
358	а по	3	1
359	значение для	1	1
360	только на	1	1
361	и их	3	1
362	он именно	1	1
363	в особую	1	1
364	старика и	1	1
365	есть и	4	1
366	один раз	2	1
367	можно было	4	1
368	в форме	6	1
369	конечно в	1	1
370	вместо того	1	1
371	тем и	2	1
372	даже не	3	1
373	доходит до	1	1
374	и посвящена	1	1
375	не вполне	1	1
376	что ее	1	1
377	ту же	2	1
378	в обоих	2	1
379	повод для	1	1
380	где мы	1	1
381	или как	1	1
382	самого начала	1	1
383	на смерть	1	1
384	это его	1	1
385	в карты	3	1
386	перед ним	1	1
387	в настоящей	1	1
388	у которого	1	1
389	всего этого	1	1
390	с другим	1	1
391	значение и	3	1
392	известной степени	1	1
393	за этим	1	1
394	или вообще	2	1
395	и простое	1	1
396	может ли	1	1
397	весь материал	1	1
398	в точности	5	1
399	он в	1	1
400	к ней	3	1
401	и вне	3	1
402	как мы	8	1
403	ее не	1	1
404	наряду с	7	1
405	и др	12	1
406	затем он	1	1
407	ведется в	1	1
408	это мы	2	1
409	подобной же	1	1
410	характерно что	1	1
411	в высшей	1	1
412	из первых	2	1
413	не значит	3	1
414	на улице	1	1
415	по плечу	1	1
416	при случае	1	1
417	и есть	3	1
418	в голову	1	1
419	он показывает	1	1
420	и художественной	1	1
421	на этот	2	1
422	заставляет ее	1	1
423	как во	1	1
424	например в	2	1
425	что именно	2	1
426	всех людей	1	1
427	право на	2	1
428	но если	10	1
429	мать и	1	1
430	в области	1	1
431	и по	3	1
432	для достижения	1	1
433	является ли	1	1
434	дочь и	2	1
435	всяком случае	2	1
436	на котором	4	1
437	для чего	1	1
438	не удалось	1	1
439	на поиски	2	1
440	ее своей	1	1
441	до начала	1	1
442	три года	4	1
443	и совершенно	1	1
444	и наконец	1	1
445	некоторые черты	1	1
446	вплоть до	1	1
447	с того	3	1
448	людей в	1	1
449	в полночь	1	1
450	высшей степени	1	1
