N	3gram	Propp_Isto	FransuaR
1	в том что	6	27
2	до сих пор	11	27
3	в средние века	1	25
4	в большинстве случаев	4	22
5	но в то	1	20
6	в этом отношении	1	20
7	для того чтобы	1	17
8	о том что	5	17
9	в связи с	5	16
10	большей или меньшей	2	16
11	но и в	4	15
12	в большей или	1	15
13	и прежде всего	1	14
14	не может быть	8	13
15	дело в том	3	13
16	с одной стороны	7	13
17	на самом деле	2	13
18	с другой стороны	7	12
19	в другом месте	2	12
20	в отличие от	3	11
21	самом же деле	1	10
22	таким образом и	1	10
23	на самом же	1	10
24	до наших дней	2	10
25	в значительной степени	1	10
26	не только в	5	10
27	мы видим что	12	9
28	по отношению к	6	9
29	до известной степени	1	9
30	таким образом в	1	8
31	более или менее	5	8
32	мы видели что	3	8
33	после того как	2	8
34	в то время	3	7
35	о том как	2	7
36	можно было бы	5	7
37	прежде всего в	1	7
38	это конечно не	2	7
39	в своей книге	1	7
40	подобно тому как	3	7
41	во всех этих	1	7
42	к тому же	1	6
43	и в особенности	1	6
44	но все же	7	6
45	за то что	2	6
46	с самого начала	4	6
47	одной стороны и	1	5
48	это как бы	1	5
49	подлежит никакому сомнению	1	5
50	друг с другом	3	5
51	то же самое	3	5
52	в последней главе	1	5
53	в одной из	1	5
54	но все это	1	5
55	мы имеем в	4	5
56	средние века и	1	5
57	и тот же	2	5
58	не подлежит никакому	1	5
59	в первом случае	1	5
60	потому что он	2	5
61	вместо того чтобы	2	5
62	только то что	1	5
63	шире и глубже	1	5
64	жизнью и смертью	1	5
65	в это время	2	5
66	и так сказать	1	5
67	то что в	2	4
68	том что в	1	4
69	так как его	1	4
70	в одном из	1	4
71	не только для	1	4
72	и даже в	1	4
73	на этот вопрос	2	4
74	так же как	6	4
75	как мы увидим	2	4
76	сказать что и	1	4
77	в нем и	1	4
78	что и в	1	4
79	и связанные с	1	4
80	вовсе не в	1	4
81	так например в	5	4
82	и др все	1	4
83	но он не	1	4
84	в сущности это	1	4
85	есть и пить	1	4
86	один и тот	2	4
87	в одном образе	1	4
88	роль и в	1	3
89	он как бы	1	3
90	этот момент и	1	3
91	и др но	1	3
92	друг от друга	1	3
93	но и с	1	3
94	не только с	1	3
95	смысле этого слова	1	3
96	тесно связаны с	1	3
97	в одном месте	2	3
98	можно говорить о	1	3
99	не только не	1	3
100	ни к какому	1	3
101	но это не	1	3
102	со всех сторон	4	3
103	вместе с тем	7	3
104	смерти и рождения	1	3
105	это своего рода	1	3
106	с представлением о	1	3
107	как один из	2	3
108	все же не	2	3
109	содержит в себе	1	3
110	связь и в	1	3
111	и не могут	1	3
112	но и для	1	3
113	в меньшей степени	1	3
114	в себе в	1	3
115	в ту же	1	3
116	в этом смысле	1	3
117	именно потому что	1	3
