N	4gram	Vygotskiy_	Freidism
1	мы можем сказать что	1	5
2	одной и той же	5	3
3	один и тот же	6	3
4	не чем иным как	1	2
5	заключается в том что	16	2
6	в том что она	1	2
7	в том что он	1	2
8	бы то ни было	1	2
9	ни в какой степени	2	2
10	ни в каком случае	1	2
11	и тот же предмет	5	1
12	нам известно из других	1	1
13	и в высшей степени	1	1
14	но тем не менее	1	1
15	того что мы знаем	1	1
16	в самое последнее время	1	1
17	все новых и новых	1	1
18	том что он не	1	1
19	все больше и больше	1	1
20	если мы обратимся к	4	1
21	или во всяком случае	1	1
22	одни и те же	3	1
23	свою очередь распадается на	1	1
24	в собственном смысле этого	7	1
25	что с точки зрения	1	1
26	распадается на ряд отдельных	1	1
27	не выходит за пределы	1	1
28	как говорит об этом	1	1
29	только потому что оно	1	1
30	мы видим таким образом	5	1
31	тот же что и	1	1
32	на основании того что	1	1
33	в свою очередь распадается	1	1
34	одно и то же	6	1
35	ответить на этот вопрос	1	1
36	на один и тот	3	1
37	внешней и внутренней речи	2	1
38	что нам известно из	2	1
39	собственном смысле этого слова	7	1
40	во всяком случае в	1	1
41	из того что мы	1	1
42	в основе их лежит	2	1
43	в том что в	3	1
44	того что нам известно	1	1
45	что мы знаем о	4	1
46	которую можно было бы	1	1
47	по отношению ко всем	1	1
48	не что иное как	2	1
49	с помощью которых он	2	1
50	видим таким образом что	5	1
51	о которой мы говорили	1	1
52	во всяком случае не	1	1
53	в собственном смысле слова	3	1
54	друг на друга в	1	1
55	в самом деле если	1	1
56	есть не что иное	1	1
57	таким образом ясно что	1	1
