N	2gram	Bakhtin_Fr	Myshleni
1	в том	13	195
2	в этом	21	167
3	то что	12	166
4	и в	73	162
5	том что	8	161
6	в развитии	2	151
7	таким образом	34	147
8	точки зрения	6	143
9	с помощью	11	131
10	что в	14	119
11	не только	11	116
12	того что	5	109
13	в процессе	3	101
14	так же	11	100
15	потому что	9	95
16	того чтобы	2	91
17	может быть	5	89
18	с точки	4	89
19	что он	8	86
20	у ребенка	1	84
21	не может	4	81
22	как и	19	79
23	так как	9	78
24	и не	13	78
25	только в	7	75
26	в целом	1	74
27	как мы	19	72
28	речи в	2	70
29	но и	15	70
30	заключается в	1	67
31	в его	18	67
32	сказать что	4	65
33	как бы	15	64
34	вместе с	9	62
35	и что	5	60
36	было бы	5	60
37	в качестве	11	60
38	то же	16	58
39	в основе	3	58
40	в отношении	6	55
41	между собой	2	53
42	в силу	1	53
43	что мы	2	53
44	в самом	9	52
45	в сущности	8	51
46	к тому	2	49
47	что они	2	48
48	тем что	8	48
49	мы можем	1	48
50	понятий и	1	47
51	мы не	2	47
52	по отношению	3	45
53	но не	1	45
54	с другой	3	45
55	с тем	2	43
56	понятий в	1	43
57	тем самым	3	43
58	как это	2	42
59	отношению к	3	42
60	не является	1	41
61	о том	13	40
62	по своей	1	40
63	одной стороны	3	40
64	никогда не	6	39
65	говорит он	1	39
66	с одной	3	39
67	так и	13	39
68	мы видели	7	38
69	в области	3	38
70	и к	6	37
71	если мы	2	37
72	мы видим	13	37
73	не в	12	37
74	в этой	18	37
75	с самого	2	36
76	в своем	13	36
77	речи как	1	36
78	все эти	24	36
79	самого начала	1	36
80	как в	9	36
81	а не	2	36
82	и его	18	36
83	того же	7	35
84	можно было	4	35
85	в себе	16	35
86	в которой	3	35
87	и т.д	3	35
88	он не	4	35
89	связи с	5	34
90	и как	5	34
91	прежде всего	18	33
92	при этом	5	33
93	по себе	2	33
94	именно в	4	32
95	и на	12	32
96	той же	9	32
97	по своему	3	32
98	же самое	1	32
99	что и	6	32
100	и тем	3	32
101	но в	12	32
102	слова и	2	32
103	все же	2	31
104	из того	1	31
105	и то	3	31
106	мысли и	3	30
107	этом отношении	3	30
108	в устной	2	30
109	этого слова	1	29
110	между тем	2	29
111	и развития	1	29
112	как известно	1	29
113	с этим	4	28
114	самом деле	4	28
115	с этой	4	27
116	в результате	7	27
117	другой стороны	2	27
118	в то	14	27
119	и с	17	27
120	в своей	4	27
121	что все	3	27
122	перед нами	5	27
123	в их	5	26
124	что это	9	26
125	для него	7	26
126	мысли в	1	26
127	в частности	2	26
128	в чем	3	25
129	еще не	3	25
130	уже в	9	25
131	все это	19	25
132	своего развития	1	25
133	мы уже	25	25
134	это не	7	25
135	тот же	3	24
136	понятия и	1	24
137	целый ряд	4	24
138	в сфере	1	24
139	на этот	1	24
140	того как	7	24
141	так что	2	24
142	в нем	18	24
143	в слове	1	24
144	оба эти	1	24
145	этот вопрос	1	23
146	бы в	3	23
147	ни в	7	23
148	как он	4	23
149	слова в	1	23
150	во всяком	2	22
151	не могут	3	22
152	то время	1	22
153	смысле этого	1	22
154	и мышления	1	22
155	между ними	2	21
156	к этому	5	21
157	как говорит	1	21
158	же точно	2	21
159	и ее	2	21
160	с таким	2	21
161	на основании	1	21
162	представление о	3	21
163	в нашем	2	21
164	его в	3	21
165	все время	4	21
166	в свете	3	21
167	там где	1	21
168	и все	19	21
169	не имеет	4	21
170	в истории	3	21
171	в сознании	1	21
172	ее в	1	21
173	и более	1	21
174	отношение к	3	21
175	в виду	4	20
176	в котором	4	20
177	в другом	4	20
178	к которому	2	20
179	из них	6	20
180	время как	1	20
181	из этих	1	20
182	в такой	1	20
183	и других	3	20
184	а в	10	20
185	говорит что	2	20
186	едва ли	1	20
187	как раз	3	20
188	на этом	6	20
189	должно быть	4	20
190	по существу	8	20
191	и их	5	20
192	в речи	1	19
193	речь не	1	19
194	в связи	3	19
195	во всех	13	19
196	а с	1	19
197	и по	4	19
198	один из	5	19
199	ступени развития	1	19
200	но если	1	19
201	в данном	3	19
202	для других	1	19
203	в той	8	19
204	словом и	1	19
205	как на	1	19
206	с ним	6	19
207	в себя	3	19
208	мы говорили	1	19
209	из которых	2	19
210	во всем	5	18
211	во всей	2	18
212	одного и	2	18
213	но это	3	18
214	отличие от	1	18
215	для развития	1	18
216	этом смысле	1	18
217	слов и	6	18
218	всяком случае	1	18
219	чем в	1	18
220	в этих	6	17
221	в своих	1	17
222	их в	5	17
223	в одном	5	17
224	я не	3	17
225	не есть	2	17
226	сих пор	3	17
227	до сих	3	17
228	о природе	1	17
229	в свою	3	17
230	в совершенно	2	17
231	тем же	1	17
232	до конца	5	17
233	и для	8	17
234	для этого	2	17
235	все что	5	17
236	нами в	1	17
237	и того	1	17
238	у него	13	17
239	ту же	3	17
240	и от	10	17
241	и есть	3	17
242	совпадает с	1	17
243	мы находим	3	17
244	и другие	3	16
245	своей природе	1	16
246	функции и	1	16
247	в которых	3	16
248	бы сказать	1	16
249	значение в	2	16
250	мы имеем	2	16
251	вовсе не	11	16
252	такой же	3	16
253	и даже	4	16
254	на этой	4	16
255	между двумя	1	16
256	по поводу	1	16
257	видели что	1	16
258	перехода от	1	16
259	для нас	2	16
260	которые в	2	16
261	которую мы	1	16
262	таким же	4	16
263	в них	14	15
264	процессе развития	1	15
265	от этого	3	15
266	и это	6	15
267	со всеми	4	15
268	что если	2	15
269	данном случае	1	15
270	на все	2	15
271	тем более	1	15
272	в начале	4	15
273	те же	3	15
274	том же	1	15
275	ничего не	4	15
276	вообще не	1	15
277	как она	2	15
278	является не	1	15
279	по этому	4	15
280	уже говорили	13	14
281	свою очередь	3	14
282	одно и	2	14
283	точка зрения	2	14
284	что у	3	14
285	что для	1	14
286	из этого	2	14
287	и здесь	5	14
288	связанные с	4	14
289	одним из	3	14
290	одной из	5	14
291	он должен	1	14
292	от друга	1	14
293	о чем	2	14
294	который в	1	14
295	содержится в	2	14
296	это есть	1	14
297	друг от	1	14
298	и во	4	14
299	с его	5	14
300	к которым	1	14
301	об этом	2	14
302	что эти	1	14
303	его к	3	13
304	в основном	2	13
305	к его	2	13
306	они не	2	13
307	учении о	1	13
308	но на	1	13
309	в виде	2	13
310	значения и	1	13
311	другом месте	3	13
312	на его	1	13
313	она не	1	13
314	человека и	3	13
315	для всех	3	13
316	как они	1	13
317	но все	5	13
318	что между	2	13
319	по самой	1	13
320	с ней	1	13
321	в состоянии	2	13
322	лишь в	2	13
323	стороны и	1	13
324	благодаря этому	3	13
325	с которыми	1	12
326	к другу	1	12
327	даже в	4	12
328	а затем	1	12
329	на первый	2	12
330	только на	2	12
331	том чтобы	1	12
332	но он	8	12
333	что слово	1	12
334	полагает что	1	12
335	должны были	1	12
336	функции в	1	12
337	за пределы	1	12
338	к другому	1	12
339	с их	1	12
340	в одной	5	12
341	и потому	6	12
342	свое выражение	1	12
343	и обратно	3	12
344	еще более	4	12
345	в первом	1	12
346	к нему	7	12
347	несмотря на	3	12
348	в ее	6	12
349	тому же	1	12
350	это мы	1	12
351	выражение в	3	12
352	все основные	3	12
353	но только	2	12
354	которых мы	2	12
355	никак не	1	12
356	это и	1	12
357	первый план	2	12
358	в ней	10	12
359	с собой	2	11
360	не могли	1	11
361	в других	2	11
362	находится в	2	11
363	на котором	1	11
364	на том	2	11
365	отношения к	1	11
366	обстоятельство что	1	11
367	обратимся к	1	11
368	мы будем	1	11
369	с ее	3	11
370	и при	1	11
371	эти особенности	1	11
372	в каком	1	11
373	на самом	2	11
374	раз в	2	11
375	есть в	9	11
376	не по	1	11
377	идет о	1	11
378	больше того	1	11
379	что на	1	11
380	нас в	3	11
381	одно из	2	11
382	например в	8	11
383	мы увидим	4	11
384	вот почему	1	11
385	и другой	1	11
386	наряду с	1	11
387	те и	2	11
388	не знает	4	11
389	в конце	9	11
390	а только	2	11
391	он в	2	11
392	то обстоятельство	1	11
393	ничего общего	1	11
394	действия и	1	11
395	или менее	3	11
396	в пределах	1	11
397	и наконец	6	11
398	есть не	2	11
399	вслед за	1	10
400	является для	1	10
401	в основу	2	10
402	что именно	2	10
403	чем это	1	10
404	внимание на	2	10
405	в следующем	3	10
406	всякий раз	1	10
407	одного из	3	10
408	связи и	3	10
409	высшую ступень	1	10
410	в другой	2	10
411	не совпадает	1	10
412	мы называем	1	10
413	на развитие	1	10
414	у нас	4	10
415	что является	1	10
416	и может	2	10
417	числе и	2	10
418	или иной	1	10
419	указывает на	1	10
420	из всех	2	10
421	и которые	1	10
422	речь идет	1	10
423	нами выше	2	10
424	и т.п	21	10
425	и значение	1	10
426	но этот	4	10
427	что мысль	1	10
428	к жизни	4	10
429	что его	2	10
430	учение о	2	10
431	и у	7	10
432	мысль и	1	10
433	вместо того	2	10
434	во второй	3	10
435	как с	1	10
436	и слово	1	10
437	том числе	4	10
438	и слова	1	10
439	по пути	1	9
440	и до	14	9
441	связано с	3	9
442	понятно что	2	9
443	для всей	1	9
444	теории и	1	9
445	к этим	3	9
446	что уже	1	9
447	по одному	1	9
448	под влиянием	1	9
449	той или	1	9
450	более или	3	9
451	в тех	1	9
452	та же	7	9
453	друг к	1	9
454	оно не	2	9
455	в новой	7	9
456	что же	1	9
457	но эта	2	9
458	также и	6	9
459	не с	1	9
460	в плане	7	9
461	место в	4	9
462	в момент	1	9
463	к этой	1	9
464	иначе чем	1	9
465	всех тех	3	9
466	только для	1	9
467	как только	1	9
468	в системе	2	9
469	и он	4	9
470	представляется нам	1	9
471	находит свое	2	9
472	помощью которого	1	9
473	в первой	4	9
474	мы в	2	9
475	мы говорим	2	9
476	еще в	4	9
477	такого рода	1	9
478	он может	3	9
479	хотя и	5	9
480	в ином	1	9
481	но с	3	9
482	или в	5	9
483	должен быть	4	9
484	не как	2	8
485	о котором	5	8
486	которая не	1	8
487	в этот	1	8
488	увидим что	1	8
489	и те	5	8
490	уже и	1	8
491	нет никаких	1	8
492	эти три	1	8
493	а другой	1	8
494	в эту	2	8
495	все остальные	1	8
496	один раз	2	8
497	же самого	1	8
498	этот путь	1	8
499	что только	1	8
500	обратиться к	1	8
501	сам по	2	8
502	поэтому в	1	8
503	в течение	2	8
504	еще один	2	8
505	другой раз	1	8
506	тенденция к	2	8
507	нам известно	1	8
508	образом в	2	8
509	на одном	7	8
510	чем мы	1	8
511	только и	2	8
512	относятся к	1	8
513	дело с	1	8
514	не являются	1	8
515	связь с	2	8
516	где они	1	8
517	известно что	1	8
518	не мог	2	8
519	в заключение	2	8
520	собой и	1	8
521	себе и	2	8
522	и др	12	8
523	во время	12	8
524	и из	2	8
525	мы снова	1	8
526	не на	5	8
527	должен был	1	8
528	том как	3	8
529	одним и	1	8
530	и тогда	1	8
531	что я	1	8
532	связан с	3	8
533	форм и	1	8
534	поэтому что	1	8
535	в более	4	8
536	различие между	1	8
537	на которой	3	8
538	в известной	1	8
539	в таком	1	7
540	в разных	2	7
541	и сам	2	7
542	как процесс	1	7
543	знаем что	1	7
544	два момента	1	7
545	этой речи	2	7
546	на него	2	7
547	он сам	4	7
548	из важнейших	1	7
549	снизу вверх	3	7
550	оно имеет	1	7
551	всех этих	2	7
552	содержит в	1	7
553	и делает	1	7
554	мы остановимся	1	7
555	говорили что	4	7
556	его и	1	7
557	в значительной	5	7
558	переходит к	1	7
559	на которые	1	7
560	которым мы	1	7
561	у них	3	7
562	находятся в	2	7
563	которых он	1	7
564	для всего	1	7
565	восприятия и	1	7
566	в ряде	6	7
567	связаны с	7	7
568	на место	4	7
569	одну из	2	7
570	этому поводу	1	7
571	же в	2	7
572	это в	4	7
573	которой мы	1	7
574	с более	2	7
575	образом и	2	7
576	в жизни	1	7
577	не существует	1	7
578	которой он	2	7
579	представления о	1	7
580	имеет в	1	7
581	но они	3	7
582	до того	3	7
583	следующим образом	1	7
584	первом случае	1	7
585	именно потому	1	7
586	общего с	1	7
587	и особенно	3	7
588	к целому	1	7
589	во втором	1	7
590	должна быть	3	7
591	эти отношения	1	7
592	с ними	4	7
593	из области	1	7
594	при помощи	1	7
595	принадлежит к	2	7
596	ничем не	3	7
597	здесь в	9	7
598	это слово	1	7
599	и непосредственно	1	7
600	а также	8	7
601	но по	3	7
602	он говорит	2	7
603	признать что	1	7
604	от одного	1	6
605	в природе	1	6
606	уже не	2	6
607	ко всей	1	6
608	себе в	3	6
609	что их	2	6
610	всего в	5	6
611	различные предметы	1	6
612	т.е от	1	6
613	не остается	1	6
614	целиком и	1	6
615	в двух	1	6
616	в каждом	1	6
617	в лучшем	1	6
618	тот момент	1	6
619	значение и	1	6
620	и самый	2	6
621	как к	1	6
622	фактов и	2	6
623	том и	2	6
624	в словах	2	6
625	этого явления	1	6
626	значение этого	1	6
627	наконец в	1	6
628	и больше	1	6
629	и наиболее	1	6
630	и там	1	6
631	начиная с	3	6
632	приводят нас	1	6
633	он как	2	6
634	или даже	2	6
635	в условиях	1	6
636	и таким	1	6
637	и вообще	3	6
638	и эти	2	6
639	образом мы	1	6
640	вперед по	3	6
641	происходит в	1	6
642	само собой	1	6
643	что было	1	6
644	находим в	2	6
645	как два	1	6
646	момента в	2	6
647	этот момент	2	6
648	говорит о	2	6
649	и другими	1	6
650	по способу	1	6
651	его на	1	6
652	действительности в	1	6
653	в различных	2	6
654	не что	1	6
655	одна из	7	6
656	что иное	1	6
657	сейчас в	1	6
658	в тот	1	6
659	не говорит	1	6
660	ли оно	1	6
661	как его	2	6
662	для его	2	6
663	очень часто	5	6
664	на другой	2	6
665	как ребенок	1	6
666	природе и	1	6
667	может стать	2	6
668	по самому	1	6
669	именно поэтому	1	6
670	еще и	2	6
671	тех же	2	6
672	интересующих нас	1	6
673	лежат в	1	6
674	роль в	4	6
675	сверху вниз	4	6
676	дело в	2	6
677	это было	4	6
678	она должна	1	6
679	момент когда	1	6
680	и о	2	6
681	для обозначения	1	6
682	иное как	1	6
683	нечто подобное	1	5
684	кроме того	6	5
685	в большей	2	5
686	к самому	2	5
687	им в	2	5
688	этого комплекса	1	5
689	в противоположность	1	5
690	от той	1	5
691	к ним	1	5
692	в контексте	1	5
693	нигде не	2	5
694	ближе к	1	5
695	новые и	2	5
696	все его	3	5
697	выступает в	2	5
698	и снова	2	5
699	того в	1	5
700	того и	1	5
701	опираясь на	1	5
702	не повторяет	1	5
703	в него	4	5
704	новых и	1	5
705	с такой	1	5
706	на первом	1	5
707	для них	1	5
708	никто не	11	5
709	так называемая	1	5
710	сейчас же	1	5
711	он является	1	5
712	и второй	1	5
713	котором мы	4	5
714	что во	1	5
715	только с	2	5
716	как основной	1	5
717	в свое	2	5
718	когда они	1	5
719	ее на	1	5
720	только его	2	5
721	то мы	1	5
722	содержат в	1	5
723	однако не	1	5
724	все они	7	5
725	от всех	3	5
726	менее всего	1	5
727	и другого	1	5
728	в предисловии	1	5
729	из ряда	1	5
730	язык и	2	5
731	же что	2	5
732	оказывается что	3	5
733	утверждает что	1	5
734	человека с	2	5
735	совершенно иначе	1	5
736	от него	3	5
737	на эти	1	5
738	есть прежде	1	5
739	исторического развития	1	5
740	что по	2	5
741	когда в	1	5
742	самого слова	1	5
743	в новом	1	5
744	но даже	1	5
745	значительной степени	3	5
746	что еще	2	5
747	быть в	1	5
748	это так	1	5
749	это отношение	1	5
750	есть только	3	5
751	речи все	1	5
752	а следовательно	2	5
753	не просто	3	5
754	себя в	3	5
755	после того	6	5
756	настоящей главы	1	5
757	по мнению	1	5
758	аналогии с	1	5
759	чем у	1	5
760	может иметь	2	5
761	видит в	1	5
762	встречается в	1	5
763	и оказывается	2	5
764	это как	1	5
765	другими словами	2	5
766	все те	2	5
767	в форме	6	5
768	вопрос в	1	5
769	он показывает	1	5
770	значение как	1	5
771	высшей ступени	2	5
772	был бы	1	5
773	связанное с	2	5
774	о которой	1	5
775	в область	3	5
776	есть нечто	1	5
777	из тех	1	5
778	и человека	1	5
779	видим что	2	5
780	не потому	1	5
781	заметить что	1	5
782	их с	1	5
783	и частного	1	5
784	свое время	2	5
785	общего и	1	5
786	как у	3	5
787	и понятий	1	5
788	что к	1	5
789	оно в	1	5
790	конце концов	5	5
791	дело не	2	5
792	в основной	1	5
793	плана в	1	5
794	у нее	1	5
795	всей его	1	5
796	по аналогии	1	5
797	именно это	1	5
798	более того	3	5
799	в сложном	1	4
800	могут иметь	1	4
801	в центре	2	4
802	со всем	1	4
803	в применении	1	4
804	с вещами	2	4
805	из ее	1	4
806	этих представлений	1	4
807	есть совершенно	1	4
808	на эту	1	4
809	за ней	1	4
810	есть то	2	4
811	так например	2	4
812	во все	3	4
813	в пределе	1	4
814	ничто не	1	4
815	это очевидно	1	4
816	и когда	3	4
817	предисловии к	1	4
818	конечно не	2	4
819	чтобы показать	1	4
820	ни одного	1	4
821	отношения и	1	4
822	является конечно	1	4
823	не подлежит	4	4
824	к ее	1	4
825	новая ступень	1	4
826	которого он	1	4
827	которое дает	1	4
828	не было	4	4
829	была в	1	4
830	как таковое	1	4
831	движения в	3	4
832	рядом с	9	4
833	так сказать	5	4
834	и осмысления	1	4
835	и та	1	4
836	также не	1	4
837	ту сторону	1	4
838	все дело	1	4
839	что есть	2	4
840	для построения	1	4
841	те кто	2	4
842	в одну	4	4
843	одним словом	1	4
844	мы встречаем	3	4
845	в меньшей	1	4
846	мышления он	1	4
847	имеет дело	2	4
848	влияния на	2	4
849	то здесь	1	4
850	к той	1	4
851	вперед в	2	4
852	и вот	3	4
853	из его	1	4
854	для нее	1	4
855	и вся	3	4
856	связанной с	1	4
857	она может	1	4
858	именно то	1	4
859	речи на	1	4
860	здесь не	2	4
861	в корне	1	4
862	и после	1	4
863	самое слово	1	4
864	есть такой	2	4
865	нас не	5	4
866	что значит	3	4
867	на нее	1	4
868	является по	1	4
869	и со	2	4
870	и я	1	4
871	с любым	1	4
872	в каждой	2	4
873	встречаются в	2	4
874	то он	2	4
875	мы узнаем	1	4
876	есть и	4	4
877	к данному	1	4
878	к которой	1	4
879	или как	1	4
880	но эти	2	4
881	то новое	3	4
882	как будто	1	4
883	о своих	1	4
884	образов и	4	4
885	культурного развития	1	4
886	или по	1	4
887	однако и	1	4
888	это объяснение	1	4
889	в некоторых	1	4
890	если он	1	4
891	в наиболее	1	4
892	стороны в	1	4
893	начинается с	2	4
894	а именно	2	4
895	одновременно и	2	4
896	и самое	1	4
897	в одно	1	4
898	различные формы	1	4
899	в дальнейшем	3	4
900	то это	1	4
901	почти не	1	4
902	по тем	1	4
903	когда она	1	4
904	превращается в	2	4
905	мы полагаем	1	4
906	всего этого	3	4
907	сила и	1	4
908	в реальном	2	4
909	входят в	3	4
910	связи со	1	4
911	говорит сам	1	4
912	и становится	1	4
913	эти же	1	4
914	связан со	1	4
915	нельзя сказать	1	4
916	самых существенных	1	4
917	собой в	1	4
918	время в	3	4
919	ни было	2	4
920	и сама	2	4
921	целом ряде	1	4
922	указывает что	1	4
923	также в	1	4
924	возникновения и	2	4
925	такое объяснение	2	4
926	в целях	2	4
