1	с точки зрения	3	5
2	не может быть	4	4
3	по отношению к	10	3
4	одно и то	3	3
5	того или иного	4	2
6	в зависимости от	1	2
7	не что иное	1	2
8	материала в искусстве	1	2
9	в самом деле	2	2
10	с одной стороны	3	2
11	есть не что	1	2
12	с другой стороны	6	2
13	что иное как	1	2
14	в том что	8	2
15	и то же	3	2
16	подобно тому как	3	1
17	одно из проявлений	1	1
18	прежде всего в	1	1
19	но в действительности	1	1
20	может быть это	1	1
21	человека и его	1	1
22	тех или иных	2	1
23	в конечном счете	5	1
24	не только на	1	1
25	этой точки зрения	2	1
26	более или менее	6	1
27	иметь в виду	1	1
28	в то же	7	1
29	то же время	7	1
30	отношений между людьми	1	1
31	и как бы	1	1
32	которого только и	1	1
33	в отличие от	7	1
34	может быть и	2	1
35	если говорить о	1	1
36	можно лишь путем	1	1
37	для того чтобы	5	1
38	ту или иную	2	1
39	к тому что	2	1
40	в организации художественного	1	1
41	состоит в том	5	1
42	та или иная	1	1
43	только то что	1	1
44	то же самое	1	1
45	включает в себя	2	1
46	тем не менее	3	1
47	с этой точки	2	1
48	в особенности в	1	1
49	во всей своей	1	1
50	но в то	1	1
51	ни одно слово	2	1
52	с ними и	2	1
53	по себе а	1	1
54	его можно лишь	1	1
55	то или иное	1	1
56	точки зрения и	1	1
57	в его эстетической	1	1
58	эстетического объекта и	1	1
59	так же точно	1	1
60	следует иметь в	1	1
61	так же как	1	1
62	в связи с	3	1
63	организации художественного произведения	1	1
64	в одном случае	1	1
65	всей своей полноте	1	1
66	в виду что	1	1
67	все то что	1	1
68	как и в	1	1
69	собственно говоря и	1	1
70	что в основе	2	1
71	и т.д как	1	1
72	в хх веке	1	1
73	не входит в	1	1
74	можно говорить о	1	1
