N	2gram	Bakhtin_Fr	Dialekti
1	не есть	1	181
2	и не	34	120
3	по себе	1	79
4	а не	1	78
5	и в	105	77
6	точки зрения	10	72
7	может быть	11	71
8	не только	24	66
9	то что	7	59
10	это значит	1	54
11	ничего не	3	54
12	не может	9	53
13	и даже	10	47
14	с точки	6	46
15	так как	11	46
16	потому что	6	45
17	не просто	3	44
18	как бы	33	43
19	ни в	1	42
20	вовсе не	25	41
21	в том	17	40
22	в этом	22	39
23	то же	6	39
24	что такое	1	39
25	это есть	1	38
26	в себе	7	38
27	что он	5	37
28	том что	9	37
29	прежде всего	26	37
30	так что	1	36
31	это не	4	36
32	что в	4	34
33	в нем	16	34
34	и все	7	33
35	того что	3	33
36	но и	20	32
37	ясно что	1	31
38	все это	16	31
39	сказать что	12	30
40	и как	2	30
41	было бы	4	29
42	так и	16	29
43	как и	15	28
44	никогда не	11	27
45	в виду	5	26
46	не в	4	26
47	есть и	2	26
48	говорить о	1	25
49	учение о	2	25
50	и пр	5	25
51	есть только	3	25
52	есть не	1	25
53	мифологии и	1	24
54	но это	5	24
55	если бы	1	24
56	таким образом	5	23
57	в то	5	23
58	это и	3	23
59	и вот	5	23
60	я не	1	22
61	что не	3	21
62	в чем	2	21
63	должна быть	1	21
64	она не	2	21
65	и с	8	20
66	о том	5	20
67	что и	2	20
68	что все	1	20
69	в таком	2	20
70	только в	16	20
71	совершенно не	5	20
72	уже не	3	20
73	как раз	3	20
74	и вообще	5	20
75	в самом	7	19
76	не менее	2	19
77	не существует	1	19
78	в своем	11	19
79	как же	1	19
80	и это	3	19
81	как это	1	19
82	что мы	2	19
83	и его	24	19
84	же время	5	18
85	хотя бы	2	18
86	с другой	3	18
87	ни на	3	18
88	жизни и	14	18
89	в особенности	7	17
90	можно сказать	4	17
91	в сущности	20	17
92	той или	5	17
93	в основе	8	17
94	он есть	1	17
95	кроме того	2	16
96	к нему	5	16
97	только не	1	16
98	в своей	8	16
99	да и	5	16
100	нет ничего	3	16
101	конечно не	2	16
102	мы не	1	16
103	об этом	2	16
104	другими словами	2	16
105	же и	1	15
106	все же	10	15
107	так же	2	15
108	несмотря на	5	15
109	мы уже	18	15
110	самом деле	3	15
111	хотя и	4	15
112	сознания и	1	15
113	в виде	1	15
114	также и	3	15
115	и о	4	15
116	на то	2	15
117	даже и	5	14
118	с ним	6	14
119	не было	3	14
120	и ее	1	14
121	ни с	3	14
122	жизнь и	3	14
123	на свете	1	14
124	и потому	14	14
125	и только	1	14
126	же это	1	14
127	и к	7	13
128	говорит о	2	13
129	другой стороны	1	13
130	отличается от	1	13
131	что они	2	13
132	и следовательно	3	13
133	в смысле	2	13
134	он не	3	13
135	и та	2	13
136	в силу	1	13
137	с ее	3	13
138	но в	16	13
139	мы находим	4	13
140	в ней	7	13
141	именно в	6	12
142	с этим	1	12
143	но как	3	12
144	но не	7	12
145	могут быть	4	12
146	иной раз	1	12
147	не могут	4	12
148	перед нами	1	12
149	еще не	8	12
150	и если	1	12
151	всегда есть	1	12
152	все эти	15	12
153	и ни	4	12
154	и может	1	12
155	а в	4	12
156	в них	13	11
157	от всего	3	11
158	только на	3	11
159	не о	2	11
160	из них	7	11
161	тех или	1	11
162	есть ли	1	11
163	можно только	5	11
164	та же	2	11
165	от того	2	11
166	мы имеем	1	11
167	или в	2	11
168	есть в	6	11
169	мы должны	2	11
170	только то	1	11
171	в одну	1	11
172	во всем	5	10
173	с этой	1	10
174	одно из	7	10
175	в результате	1	10
176	в жизни	7	10
177	к тому	3	10
178	во всяком	2	10
179	только как	1	10
180	для того	2	10
181	можно ли	1	10
182	в меру	1	10
183	мы видим	2	10
184	то или	1	10
185	в ее	5	10
186	от этого	1	10
187	себе и	2	10
188	только потому	1	10
189	и для	3	10
190	или иное	1	10
191	что для	3	10
192	содержит в	2	10
193	за пределы	10	10
194	оно не	2	10
195	то и	1	10
196	времени и	9	10
197	в его	24	10
198	в их	6	10
199	это было	2	10
200	в частности	6	10
201	как мы	12	10
202	и уже	1	10
203	история и	1	9
204	мир как	1	9
205	при этом	10	9
206	случае не	1	9
207	в этих	6	9
208	и на	25	9
209	мир и	3	9
210	в котором	1	9
211	в противоположность	3	9
212	ничто не	1	9
213	в одном	8	9
214	и когда	1	9
215	превращается в	6	9
216	точка зрения	3	9
