N	3gram	Losev_Vlad	TeoriaLi
1	в том что	13	10
2	в то же	7	8
3	то же время	7	8
4	с другой стороны	3	6
5	более или менее	5	6
6	не может быть	4	5
7	так и не	3	5
8	для того чтобы	3	5
9	так или иначе	3	5
10	в свою очередь	2	3
11	в этом смысле	4	3
12	в том числе	1	3
13	тем не менее	8	3
14	можно сказать что	3	3
15	в связи с	7	3
16	с одной стороны	1	3
17	но он не	1	2
18	так и его	1	2
19	до известной степени	1	2
20	в самом деле	1	2
21	с ними и	1	2
22	в самом начале	1	2
23	и то же	1	2
24	одно и то	1	2
25	но в то	2	2
26	и тем самым	1	2
27	и в то	3	2
28	а с другой	1	2
29	том что он	4	2
30	не только не	1	2
31	мы имеем дело	1	2
32	то ни было	1	2
33	к тому что	1	2
34	бы то ни	2	2
35	может быть и	1	2
36	что он не	3	1
37	человеческой жизни толстой	1	1
38	на руках и	1	1
39	не что иное	2	1
40	и потому что	3	1
41	и для него	1	1
42	является как бы	1	1
43	ни к чему	1	1
44	к чему не	1	1
45	на первом слоге	1	1
46	больше и больше	1	1
47	в известной степени	1	1
48	он не только	2	1
49	в котором по	1	1
50	не содержит в	1	1
51	по крайней мере	1	1
52	но дело в	2	1
53	заключается в том	1	1
54	и теперь в	1	1
55	в сравнении с	2	1
56	своем отношении к	1	1
57	о том что	9	1
58	года на вопрос	1	1
59	в свое время	6	1
60	дело не в	1	1
61	а также в	1	1
62	это и есть	1	1
63	к одному из	1	1
64	я никогда не	1	1
65	все что может	1	1
66	сказать что для	1	1
67	при этом в	2	1
68	на котором он	1	1
69	в настоящее время	2	1
70	здесь мы имеем	1	1
71	и как бы	1	1
72	он оказывается в	1	1
73	несмотря на свою	1	1
74	не менее не	1	1
75	дело в том	7	1
76	и не могла	1	1
77	чего бы то	1	1
78	указывает на его	1	1
79	и в частности	3	1
80	другой стороны не	1	1
81	в то время	6	1
82	содержит в себе	1	1
83	не участвовать в	1	1
84	как раз в	1	1
85	точно так же	2	1
86	не было и	1	1
87	в этом случае	1	1
88	а в том	3	1
89	к тому же	3	1
90	не так просто	1	1
91	есть не что	1	1
92	том что в	3	1
93	но он в	1	1
94	искусства и религии	1	1
95	не в одном	1	1
96	заключать в себе	1	1
97	ни к какой	1	1
98	его личности с	1	1
99	что даже в	1	1
100	что иное как	2	1
101	никогда не стремился	1	1
102	только то что	1	1
103	как это делает	2	1
104	в таких случаях	1	1
105	субъект и объект	1	1
106	до конца однако	1	1
107	мы имеем не	1	1
108	не могли быть	1	1
109	со своей стороны	1	1
110	имеем дело с	1	1
111	еще и потому	2	1
112	что несмотря на	1	1
113	а иной раз	4	1
