N	3gram	Bakhtin_Pr	Freidism
1	с точки зрения	21	15
2	не может быть	8	14
3	по отношению к	17	11
4	в самом деле	5	10
5	в том что	10	9
6	как мы видели	3	8
7	во всяком случае	3	8
8	в то же	10	6
9	в высшей степени	2	6
10	то же время	10	6
11	может быть и	1	6
12	можем сказать что	2	5
13	в большинстве случаев	3	5
14	с самого начала	3	5
15	можно сказать что	3	5
16	как мы уже	2	5
17	мы можем сказать	2	5
18	в ее целом	1	4
19	это вовсе не	2	4
20	и до конца	4	4
21	тем не менее	1	4
22	на самом деле	4	4
23	в зависимости от	5	4
24	в данном случае	3	4
25	по ту сторону	2	4
26	не могут быть	1	4
27	в этом отношении	7	4
28	в этот период	1	3
29	все то что	3	3
30	только то что	2	3
31	но вовсе не	1	3
32	для того чтобы	3	3
33	в своей последней	1	3
34	точку зрения на	4	3
35	выйти за пределы	1	3
36	о том что	5	3
37	до сих пор	3	3
38	что же касается	1	3
39	и той же	1	3
40	во всех своих	1	3
41	бы то ни	3	3
42	на этот вопрос	1	3
43	и притом в	1	3
44	так и в	1	3
45	что все эти	1	3
46	одной и той	1	3
47	но в то	5	3
48	а потому и	2	3
49	а вовсе не	1	3
50	мы не можем	1	3
51	теперь мы должны	1	3
52	нет и не	1	3
53	и не может	3	3
54	и есть та	1	2
55	так именно и	1	2
56	ни в каком	1	2
57	точка зрения на	2	2
58	равно как и	1	2
59	внешний мир в	1	2
60	он не только	2	2
61	может быть это	1	2
62	в этом смысле	12	2
63	заключается в том	2	2
64	в чем же	1	2
65	один из них	1	2
66	и не подозревает	1	2
67	хотя бы и	3	2
68	в конце концов	7	2
69	а следовательно и	1	2
70	не отличается от	1	2
71	при этом совершенно	1	2
72	говорить о том	1	2
73	свою точку зрения	1	2
74	что он сам	2	2
75	его жизни и	1	2
76	зависимости от того	1	2
77	что и в	1	2
78	в отличие от	3	2
79	который необходим для	1	2
80	конечно не может	1	2
81	и по отношению	1	2
82	том что он	4	2
83	для него только	1	2
84	таким образом в	2	2
85	то ни было	2	2
86	выходит за пределы	2	2
87	к тому что	1	2
88	это и есть	3	2
89	точки зрения сознания	1	2
90	в другом месте	1	2
91	тот же предмет	1	2
92	как объективный факт	1	2
93	которая позволила бы	1	2
94	нам важно лишь	1	2
95	в его целом	8	2
96	это прежде всего	1	2
97	как раз и	2	2
98	нужно отметить что	1	2
99	смысл и значение	1	2
100	то же самое	1	2
101	со стороны содержания	1	1
102	быть не может	1	1
103	того что он	1	1
104	в этом случае	1	1
105	но благодаря этому	1	1
106	и в высшей	1	1
107	не может служить	1	1
108	но и не	2	1
109	к нему и	2	1
110	а может быть	2	1
