N	3gram	Propp_Isto	Analitik
1	в том что	6	25
2	не может быть	8	19
3	по отношению к	6	18
4	о том что	5	15
5	в отличие от	3	14
6	к тому же	1	13
7	мы имеем дело	1	11
8	того или иного	1	9
9	с другой стороны	7	9
10	в том чтобы	1	9
11	подобно тому как	3	9
12	с одной стороны	7	9
13	не только в	5	8
14	в этом отношении	1	8
15	что иное как	3	7
16	тем не менее	7	6
17	так или иначе	1	6
18	не что иное	3	6
19	не только не	1	5
20	есть не что	2	5
21	но и в	4	5
22	в этом случае	3	5
23	до известной степени	1	4
24	для того чтобы	1	4
25	в силу своей	1	4
26	не в том	1	4
27	тех или иных	1	4
28	в соответствии с	1	4
29	и в этом	1	4
30	большей или меньшей	2	4
31	в этом смысле	1	4
32	в значительной степени	1	4
33	том что он	1	4
34	едва ли не	1	4
35	быть не может	1	3
36	и тот же	2	3
37	и т п	1	3
38	дело не в	2	3
39	сам по себе	1	3
40	сами по себе	1	3
41	бы то ни	2	3
42	в первом случае	1	3
43	в зависимости от	3	3
44	то ни было	2	3
45	в связи с	5	3
46	то же самое	3	3
47	в этой связи	1	3
48	дело не с	1	3
49	может быть признано	1	3
50	имеем дело не	1	3
51	в противном случае	1	3
52	дело в том	3	3
53	содержит в себе	1	3
54	не могут быть	1	3
55	при встрече с	1	3
56	следует понимать как	1	2
57	что он не	4	2
58	более или менее	5	2
59	в обратном порядке	2	2
60	можно было бы	5	2
61	друг с другом	3	2
62	до сих пор	11	2
63	смысле этого слова	1	2
64	и прежде всего	1	2
65	тому или иному	1	2
66	и то же	1	2
67	и в пределах	1	2
68	это означает что	1	2
69	к тому что	1	2
70	это своего рода	1	2
71	а не только	1	2
72	могли бы быть	2	2
73	в тех случаях	1	2
74	в чистом виде	2	2
75	таит в себе	1	2
76	в этих случаях	10	2
77	на то что	5	2
78	один и тот	2	2
79	именно такого рода	1	2
80	какой бы то	1	2
81	в таких случаях	4	2
82	здесь мы имеем	2	2
83	до тех пор	1	2
84	на этот вопрос	2	2
85	не говоря уже	1	2
86	со всех сторон	4	2
87	в одной из	1	2
88	но в то	1	2
89	при этом он	1	2
90	это еще одна	1	2
91	тем или иным	1	2
92	тех случаях когда	1	2
93	на первый взгляд	2	2
94	говоря уже о	1	2
95	прежде всего в	1	2
96	если бы он	1	2
97	только с одним	2	1
98	после чего следует	1	1
99	должны были бы	2	1
100	как будто бы	2	1
101	что она не	1	1
102	как мы это	1	1
103	это далеко не	1	1
104	в себе в	1	1
105	не подлежит никакому	1	1
106	по себе а	2	1
107	он не должен	1	1
108	о том как	2	1
109	никак не может	1	1
110	а тем самым	1	1
111	мы видим что	12	1
112	дело не только	1	1
113	как одна из	1	1
114	по одному этому	1	1
115	и нисколько не	1	1
116	во всех этих	1	1
117	к числу таких	1	1
118	в себя и	1	1
119	ничего не доказывает	1	1
120	должно бы быть	1	1
121	ни к каким	1	1
122	далеко не единичный	1	1
123	они не могут	1	1
124	друг от друга	1	1
125	на вопрос о	1	1
126	но в отличие	3	1
127	но они не	3	1
128	более высокой ступени	1	1
129	литература будто бы	1	1
130	собой не только	1	1
131	вступает в брак	1	1
132	уже по одному	1	1
133	что у него	1	1
134	уже потому что	1	1
135	то что она	2	1
136	в том случае	1	1
137	из них в	1	1
138	не только на	2	1
139	именно потому что	1	1
140	на точку зрения	1	1
141	между собой и	1	1
142	в то что	1	1
143	не только для	1	1
144	само по себе	2	1
145	и вместе с	2	1
146	могут быть поставлены	1	1
147	в отдельности и	1	1
148	зависит от степени	1	1
149	о нем но	1	1
150	восходит к тому	1	1
151	таким образом в	1	1
152	есть на самом	1	1
153	в этой роли	2	1
154	есть то самое	1	1
155	из них не	1	1
156	тем самым и	1	1
157	чем иным как	1	1
158	что в этом	1	1
159	может быть понят	1	1
160	не видно никаких	1	1
161	ними в их	1	1
162	что как правило	1	1
163	ни к какой	1	1
164	без другого не	1	1
165	только в рамках	1	1
166	это все же	1	1
167	при всей своей	1	1
168	все же не	2	1
169	только то что	1	1
170	его как бы	1	1
171	а по своей	1	1
172	на самом же	1	1
173	в третий раз	2	1
174	же самое что	2	1
175	не только по	1	1
176	жизнью и смертью	1	1
177	внимание на то	1	1
178	в одном из	1	1
179	но он не	1	1
180	отца к сыну	1	1
181	является не только	1	1
182	ставит его в	1	1
183	так как если	1	1
184	вместе с тем	7	1
185	и должно быть	2	1
186	самом же деле	1	1
187	видим что в	1	1
188	в большинстве случаев	4	1
189	еще в году	1	1
190	и может быть	1	1
191	это не так	1	1
192	можно отметить еще	1	1
193	не было и	1	1
194	и в особенности	1	1
195	должны помнить что	1	1
196	не сами по	1	1
197	мы обратимся к	2	1
198	в сущности это	1	1
199	точно так же	8	1
200	как один из	2	1
201	перед нами как	2	1
202	а в русской	1	1
203	и даже в	1	1
204	и так сказать	1	1
205	в их связях	1	1
206	в то время	3	1
207	приводит нас к	1	1
208	а не как	1	1
209	не столько с	1	1
210	в большей или	1	1
211	так как будто	1	1
212	уже не может	1	1
213	вопрос о том	2	1
214	с которыми он	1	1
215	равно как и	1	1
216	в какой это	1	1
217	приводит к тому	1	1
218	один из возможных	1	1
219	на самом деле	2	1
220	к тому или	1	1
221	и должно было	1	1
222	что он указывает	1	1
223	дело уже не	1	1
224	но уже в	1	1
225	смерти на лице	1	1
226	и здесь мы	1	1
227	ответ на этот	1	1
228	только тогда когда	1	1
229	всех этих случаях	1	1
230	очень близки к	1	1
231	о царских детях	2	1
232	в подобных случаях	1	1
233	мы имеем в	4	1
234	не сам по	1	1
235	связь с другими	1	1
236	содержат в себе	1	1
237	мы будем иметь	1	1
238	же как и	1	1
239	в начале рассказа	1	1
240	и не могут	1	1
241	можно с уверенностью	1	1
242	как мы увидим	2	1
243	она может быть	1	1
244	легко может быть	1	1
245	нами не как	1	1
246	это отнюдь не	1	1
247	со стороны его	1	1
248	видит не только	1	1
249	которые следует понимать	1	1
250	оно может быть	2	1
251	что и в	1	1
252	вполне могла бы	1	1
253	но и для	1	1
254	после того как	2	1
255	еще ничего не	1	1
