N	3gram	Propp_Isto	Vvedenie
1	и т д	25	39
2	для того чтобы	1	22
3	в том что	7	15
4	о том что	9	13
5	не может быть	5	10
6	тем не менее	4	9
7	до сих пор	4	7
8	том что такое	1	6
9	в самом деле	1	6
10	к выводу что	1	6
11	в этом случае	4	6
12	и т п	1	5
13	в том чтобы	2	5
14	на этот вопрос	3	5
15	с другой стороны	17	5
16	т д но	2	5
17	во всяком случае	3	5
18	вопрос о том	1	5
19	по отношению к	3	4
20	с точки зрения	1	4
21	и в особенности	1	4
22	в прямом смысле	1	4
23	на вопрос о	1	4
24	так или иначе	2	4
25	можно было бы	3	4
26	не только в	9	4
27	в данном случае	7	4
28	т е в	2	4
29	но все же	3	4
30	с одной стороны	11	4
31	может быть названо	1	4
32	одной стороны и	1	3
33	вместе с тем	6	3
34	в свое время	1	3
35	можно сказать что	1	3
36	как мы видели	3	3
37	в зависимости от	3	3
38	и то что	1	3
39	с тем что	2	3
40	то же самое	1	3
41	сама по себе	1	3
42	ответ на вопрос	2	2
43	в этих случаях	12	2
44	и потому что	1	2
45	мы уже знаем	5	2
46	но вместе с	2	2
47	но не может	1	2
48	на задний план	1	2
49	на том что	2	2
50	этой точки зрения	3	2
51	до наших дней	1	2
52	с этой точки	3	2
53	только в том	1	2
54	как мы уже	1	2
55	состоит в том	1	2
56	но дело не	1	2
57	т д в	3	2
58	смысле этого слова	1	2
59	ответ на этот	1	2
60	точно так же	2	2
61	свое время не	1	2
62	что в нем	1	2
63	всяком случае не	1	2
64	в связи с	1	2
65	во второй половине	1	2
66	а так как	1	2
67	влечет за собой	1	2
68	в другом месте	2	2
69	как он выражается	1	2
70	после того как	4	2
71	со стороны содержания	1	1
72	не просто как	1	1
73	и дело что	1	1
74	что оно имеет	1	1
75	условий в которых	1	1
76	таким образом мы	3	1
77	соответствии с этим	1	1
78	и др в	1	1
79	в точности соответствует	1	1
80	это может быть	1	1
81	вообще не существует	1	1
82	и другого рода	1	1
83	с этим в	1	1
84	на вопрос что	1	1
85	никак не может	1	1
86	тем что в	1	1
87	если бы ему	1	1
88	дело не только	1	1
89	прийти к выводу	1	1
90	из этих двух	1	1
91	одним из самых	1	1
92	но и в	4	1
93	по вопросу о	1	1
94	в подобных случаях	1	1
95	не в этом	1	1
96	в том-то и	2	1
97	дело не в	3	1
98	а именно в	1	1
99	заключается не только	1	1
100	в своей работе	2	1
101	и не в	1	1
102	вовсе не вытекает	1	1
103	и что это	1	1
104	он мог бы	1	1
105	т д и	1	1
106	не значит что	1	1
107	есть и другие	2	1
108	у него в	1	1
109	но на них	1	1
110	более или менее	3	1
111	это есть та	1	1
112	в качестве примера	1	1
113	но в том-то	2	1
114	т е с	1	1
115	так как не	1	1
116	по содержанию своему	1	1
117	а именно как	1	1
118	в них не	1	1
119	и в конце	1	1
120	принять участие в	1	1
121	совершенно то же	2	1
122	в исторической действительности	1	1
123	совершенно ясно что	1	1
124	сказать что в	1	1
125	он представляет собой	1	1
126	не имеет своего	2	1
127	но уже в	1	1
128	того что в	1	1
129	в достаточной степени	2	1
130	в обоих случаях	1	1
131	с этой стороны	4	1
132	образом связана с	1	1
133	как мы видим	1	1
134	не похожи на	1	1
135	зависимости от того	1	1
136	представляют собой одно	1	1
137	так же как	4	1
138	только потому что	1	1
139	мы имеем в	7	1
140	том что в	2	1
141	в сравнении с	1	1
142	по себе не	1	1
143	что наряду с	1	1
144	а в том	2	1
145	что по его	1	1
146	прямо говорит о	1	1
147	том что он	1	1
148	в котором можно	1	1
149	то ни было	1	1
150	ее задачи и	1	1
151	как если бы	1	1
152	и в каждом	1	1
153	ничего не может	1	1
154	правда в очень	1	1
155	приводят к тому	1	1
156	в общих чертах	1	1
157	к тому что	1	1
158	не представляют собой	1	1
159	вопрос о связи	1	1
160	только то что	1	1
161	лицом к лицу	1	1
162	все это не	1	1
163	в таких случаях	1	1
164	бы то ни	1	1
165	между прочим и	2	1
166	ту или иную	1	1
167	не прямо а	1	1
168	это прежде всего	1	1
169	то что в	4	1
170	т д эти	1	1
171	в чистом виде	1	1
172	том-то и дело	1	1
173	имеем дело с	1	1
174	но с другой	1	1
175	и из него	1	1
176	же самое и	1	1
