N	3gram	Voloshinov	PoTuStor
1	с точки зрения	15	6
2	на самом деле	4	4
3	по ту сторону	4	4
4	с самого начала	5	4
5	до сих пор	3	3
6	не может быть	14	3
7	в большинстве случаев	5	3
8	в чем не	4	3
9	по крайней мере	1	3
10	может быть это	2	3
11	в этом смысле	2	3
12	по сравнению с	1	3
13	мы полагаем что	2	3
14	и его ученики	4	3
15	во всяком случае	8	3
16	можно сказать что	5	3
17	фрейд и его	4	3
18	к матери и	2	3
19	ни в чем	4	3
20	и пр и	2	3
21	всей жизни человека	3	2
22	фрейд и фрейдисты	2	2
23	его сводится к	1	2
24	мир по ту	2	2
25	но в общем	3	2
26	мы можем сказать	5	2
27	пробиться в сознание	2	2
28	все то что	3	2
29	сущность его сводится	1	2
30	с его все	2	2
31	и к отцу	1	2
32	на две группы	2	2
33	и с его	1	2
34	явные образы сновидения	2	2
35	в конечном счете	3	2
36	я и оно	4	2
37	рассеяно по всему	2	2
38	так же как	1	2
39	является по ранку	2	2
40	а потому и	3	2
41	и может быть	2	2
42	протяжении всей жизни	4	2
43	абстрактный биологический организм	2	2
44	метод свободного фантазирования	4	2
45	аналогии с сознанием	1	2
46	вся культура и	1	2
47	из тех же	4	2
48	по аналогии с	1	2
49	во всех его	1	2
50	о том что	3	2
51	сознания при всей	1	2
52	не могут быть	4	2
53	можно определить как	1	2
54	шутки и остроты	1	2
55	в сознание и	1	2
56	социального и исторического	1	2
57	в переводе на	1	2
58	он склонен к	1	2
59	в самом деле	10	2
60	матери и к	1	2
61	в систему бессознательного	2	2
62	в детской психике	1	2
63	на протяжении всей	6	2
64	испытание с точки	2	2
65	об эрогенных зонах	3	2
66	не нуждается в	1	2
67	мысли и образы	3	2
68	действительным причинам поступка	1	2
69	чувств и желаний	3	2
70	пр и пр	2	2
71	для психотерапевтической практики	1	2
72	с вытесненным представлением	2	2
73	все позволено и	1	2
74	всей последующей жизни	2	2
75	в его целом	2	2
76	только в переводе	1	2
77	связанных с ними	2	2
78	друг на друга	1	2
79	его все позволено	2	2
80	нам кажется что	1	2
81	ненависть к отцу	1	2
82	и техника символичны	1	1
83	которую фрейд образно	1	1
84	один поступок цельного	1	1
85	со всех сторон	1	1
86	управляют те же	1	1
87	человека конечно в	1	1
88	каждое из этих	1	1
89	комплекс действительно великолепное	1	1
90	либидинозный характер и	1	1
91	по всему организму	1	1
92	накопляет громадный запас	1	1
93	рождается животное но	1	1
94	как сказали бы	1	1
95	внешними и внутренними	1	1
96	служат отдушинами для	1	1
97	характеристики рая и	1	1
98	широко пользуется этой	1	1
99	бессознательного и вообще	1	1
100	матери а сын	1	1
101	мессер и др	1	1
102	учение фрейда об	2	1
103	сопротивление во всех	1	1
104	к вытесненному влечению	1	1
105	сознание получает себя	1	1
106	части находится только	1	1
107	анализу некоторых образований	1	1
108	быть не может	1	1
109	любимый ученик фрейда	1	1
110	к этим скрытым	1	1
111	концепцию психического всей	1	1
112	беспощадному вытеснению в	1	1
113	могут быть доведены	1	1
114	страха и сострадания	1	1
115	сна дама в	1	1
116	сновидения мифы образы	1	1
117	мы говорили что	1	1
118	беспрепятственно рождаются такие	1	1
119	последующей жизни но	1	1
120	другими словами мы	1	1
121	подавленных энергий бессознательного	1	1
122	минимума общего языка	1	1
123	более позднее время	1	1
124	не выдуманы но	1	1
125	этим очищать психику	1	1
126	переживать изживать вживаться	1	1
127	понятен ребенку именно	1	1
128	под прикрытием художественной	1	1
129	к возвращению назад	1	1
130	века философия чистого	1	1
131	в психоаналитической теории	1	1
132	строго детерминирован биопсихологически	1	1
133	жизни и дать	1	1
134	должен освободиться от	1	1
135	libido рассеяно по	1	1
136	ряда посредствующих образов	1	1
137	и три алтаря	1	1
138	чистому принципу наслаждения	1	1
139	повторяет ужас рождения	1	1
140	сущность этого метода	1	1
141	обмануть его сектантской	1	1
142	и твердыня капитализма	1	1
143	психология как наука	1	1
144	духовную привязанность не	1	1
145	легальную корректную приемлемую	1	1
146	действующими в психике	1	1
147	не доходящими до	1	1
148	сознания сознание получает	1	1
149	так и в	3	1
150	организм если бы	1	1
151	образование которое выдержит	1	1
152	в этом легко	1	1
153	образно называет цензурой	1	1
154	продолжающий его собственный	1	1
155	оно рождается вместе	1	1
156	делает ее приемлемее	1	1
157	от матери разрыва	1	1
158	те же определения	1	1
159	каждый момент идеологического	1	1
160	детской сексуальной жизни	1	1
161	характер своим врагам	1	1
162	века в мифах	1	1
163	фрейдисты полагают что	1	1
164	оно в историю	1	1
165	не стали организующим	1	1
166	внутренний протест против	1	1
167	связь с вытесненным	1	1
168	пробуждающие в ребенке	1	1
169	символичны мы живем	1	1
170	содержания актом рождения	1	1
171	материнское лоно мы	1	1
172	одним принципом принципом	1	1
173	управляется только одним	1	1
174	этой борьбе равновесия	1	1
175	рождается вместе с	1	1
176	отдушина для подавленных	1	1
177	со всякой духовностью	1	1
178	представительства этих внутренних	1	1
179	работу она же	1	1
180	фрейдисты никогда не	1	1
181	в болезненных симптомах	1	1
182	с недозволенным но	1	1
183	в суррогат ersatzbildung	1	1
184	самого начала повернулся	1	1
185	к разбираемому сновидению	1	1
186	все эти компромиссные	1	1
187	старое идущее от	1	1
188	преодоление травмы греки	1	1
189	чувство эмоции аффекты	1	1
190	или осязания облачившись	1	1
191	его в постель	1	1
192	вытесненным инфантильным влечениям	1	1
193	психических образований приток	1	1
194	тех же психоорганических	1	1
195	но и подкупить	1	1
196	первый объект юношеской	1	1
197	удовлетворяется на собственном	1	1
198	объектов желания или	1	1
199	в сознание или	1	1
200	во время сна	1	1
201	к функциональной психологии	1	1
202	них свои вытесненные	1	1
203	фрейд различает два	1	1
204	и с ними	1	1
205	это второе социальное	1	1
206	какой громадный запас	1	1
207	рождения является по	1	1
208	быть это отличие	1	1
209	друга в более	1	1
210	в том что	9	1
211	эти компромиссные образования	1	1
212	сновидения и замещают	1	1
213	ранней концепции бессознательного	1	1
214	механизм обхода легального	1	1
215	страхе в неврозах	1	1
216	представлений и слов	1	1
217	галлюцинаторным удовлетворением желаний	1	1
218	того насколько ему	1	1
219	женщин все остальные	1	1
220	частично изживать бессознательное	1	1
221	организма под давлением	1	1
222	в углу комнаты	1	1
223	работы и мышления	1	1
224	ребенку с самого	1	1
225	на другие безразличные	1	1
226	шарко и его	1	1
227	систему бессознательного группа	1	1
228	мобилизована сила сопротивления	1	1
229	психике но не	1	1
230	так как примат	1	1
231	этому бессознательному и	1	1
232	друг с другом	1	1
233	роль в развитии	1	1
234	на них свои	1	1
235	частичной компенсацией потерянного	1	1
236	в историю не	1	1
237	актом рождения в	1	1
238	в глубине ее	1	1
239	выдержит двойное испытание	1	1
240	переоценка сексуального и	1	1
241	потому причиняющим страдание	1	1
242	в нанси фрейда	1	1
243	для всех эпох	1	1
244	и беспрепятственно рождаются	1	1
245	в знаменитом споре	1	1
246	поклонения магию инстинкт	1	1
247	мы знаем что	6	1
248	мысли сна latente	1	1
249	рождаются в нашем	1	1
250	очищенном виде оно	1	1
251	культура и техника	1	1
252	их действительных объектов	1	1
253	на ее присутствие	1	1
254	и раскрыла зонтик	1	1
