N	4gram	Vygotskiy_	Dialekti
1	не что иное как	2	18
2	одно и то же	1	12
3	есть не что иное	2	11
4	в то время как	4	8
5	не говоря уже о	1	7
6	это значит что он	2	7
7	одной и той же	3	5
8	с этой точки зрения	7	4
9	это не значит что	1	4
10	в связи с этим	1	4
11	по одному тому что	2	4
12	в том смысле что	1	4
13	с одной стороны и	2	4
14	уже по одному тому	2	3
15	несмотря на то что	2	3
16	и тем более не	1	3
17	уже сама по себе	1	2
18	есть одно и то	1	2
19	когда мы говорим что	2	2
20	только тогда когда оно	1	2
21	так же как и	2	2
22	если принять во внимание	2	2
23	в том и в	1	1
24	том и в другом	1	1
25	вопрос о том как	1	1
26	то время как для	1	1
27	а с другой стороны	2	1
28	но как раз в	1	1
29	сами по себе совершенно	1	1
30	между тем и другим	1	1
31	все более и более	3	1
32	сомневаться в том что	1	1
33	в том что в	2	1
34	на самом деле не	1	1
35	друг с другом что	1	1
36	друг к другу как	1	1
37	и то в чем	1	1
38	что для того чтобы	1	1
39	и вместе с тем	1	1
40	в такой же мере	3	1
41	значит что он не	1	1
42	по самой своей природе	2	1
43	и в другом случае	2	1
44	заключается в том что	10	1
45	к одному и тому	2	1
46	бы то ни было	1	1
47	мы имеем в виду	1	1
48	вопрос о том что	1	1
49	принять во внимание что	1	1
50	по себе без всяких	1	1
51	одному и тому же	2	1
52	с самого начала что	3	1
53	и не только не	1	1
54	или не нуждается в	1	1
55	обратил внимание на то	1	1
56	отличаются друг от друга	1	1
57	что мы не можем	1	1
58	но это и значит	1	1
59	внимание на то что	1	1
60	в этом и заключается	2	1
61	с другой стороны мы	1	1
62	то время как в	1	1
63	можно прямо сказать что	1	1
64	уже по одному этому	3	1
65	мы до сих пор	1	1
66	по самой природе своей	1	1
67	в том что он	3	1
68	нельзя сомневаться в том	1	1
69	и структур с этой	1	1
70	которые сами по себе	1	1
71	которые не могут быть	1	1
72	друг с другом в	2	1
73	отделены друг от друга	1	1
74	в самом деле если	2	1
75	тем не менее эта	1	1
