N	2gram	Nazirov_Tv	Analitik
1	не только	16	71
2	тогда как	3	67
3	и в	40	66
4	в качестве	2	61
5	но и	10	57
6	в том	13	52
7	может быть	11	52
8	в этом	11	51
9	в частности	4	51
10	как и	16	50
11	и не	12	48
12	а не	9	42
13	в тексте	1	42
14	при этом	14	40
15	том что	14	40
16	то есть	16	35
17	так и	5	35
18	в мире	8	31
19	представляет собой	4	30
20	своего рода	7	30
21	отнюдь не	9	29
22	как бы	26	29
23	не может	9	29
24	а в	10	28
25	в его	19	27
26	и его	14	27
27	не в	3	26
28	но не	7	26
29	всего лишь	1	24
30	в себе	3	24
31	не случайно	6	24
32	художественного целого	1	24
33	что в	17	22
34	и даже	8	22
35	к тому	2	22
36	в этой	7	22
37	лишь в	1	21
38	о том	9	20
39	я в	1	20
40	в самом	6	19
41	то же	19	19
42	в своей	8	19
43	по отношению	3	19
44	с его	12	19
45	но в	11	19
46	в данном	2	18
47	произведения в	1	18
48	в то	23	18
49	отношению к	3	18
50	тем самым	10	17
51	с другой	4	17
52	только в	7	17
53	со стороны	1	17
54	такого рода	1	17
55	или иной	1	17
56	в целом	7	17
57	что и	3	16
58	могут быть	4	16
59	то что	9	16
60	в пределах	1	16
61	и на	12	15
62	не есть	2	15
63	между тем	2	15
64	уже не	6	15
65	прежде всего	10	15
66	в сущности	1	15
67	в их	5	15
68	в рамках	1	15
69	в принципе	5	14
70	не менее	8	14
71	того же	2	14
72	себя в	3	14
73	я и	3	14
74	в себя	3	14
75	той или	1	14
76	мы имеем	1	14
77	же время	18	14
78	в отличие	3	14
79	данном случае	2	14
80	столь же	2	14
81	отличие от	3	14
82	далеко не	3	14
83	по себе	2	13
84	как правило	3	13
85	тому же	2	13
86	в случае	1	13
87	он не	10	13
88	этого слова	1	13
89	ничего не	3	13
90	как раз	2	13
91	для него	9	13
92	в начале	2	13
93	и к	1	12
94	и сам	5	12
95	никогда не	13	12
96	ивана петровича	1	12
97	как это	2	12
98	в первой	4	12
99	сводится к	2	12
100	как в	10	12
101	еще не	5	12
102	произведения как	1	12
103	в конечном	4	12
104	есть не	2	12
105	даже в	4	11
106	конечном счете	4	11
107	наш взгляд	1	11
108	на наш	1	11
109	в свою	8	11
110	той же	4	11
111	это не	9	11
112	можно сказать	2	11
113	и как	5	11
114	во второй	3	11
115	нуждается в	2	11
116	именно в	6	10
117	все же	9	10
118	едва ли	2	10
119	с одной	2	10
120	в конце	5	10
121	было бы	2	10
122	однако в	3	10
123	текста и	1	10
124	и одновременно	1	10
125	перед лицом	1	10
126	со своей	1	10
127	особенно в	3	10
128	того или	1	10
129	и самого	1	10
130	один из	5	10
131	на себя	2	10
132	говорить о	1	9
133	говорит о	3	9
134	не столько	4	9
135	в результате	1	9
136	другой стороны	2	9
137	и того	2	9
138	одной стороны	1	9
139	свою очередь	2	9
140	том чтобы	1	9
141	в своем	4	9
142	по поводу	1	9
143	крайней мере	4	9
144	таким образом	14	9
145	во всех	2	9
146	в русской	5	9
147	или иного	1	9
148	только не	1	9
149	имеет место	1	9
150	вместе с	4	9
151	по крайней	4	9
152	сильвио и	1	9
153	автора и	1	9
154	того что	3	9
155	как уже	2	9
156	личности в	3	9
157	о чем	1	8
158	роль в	2	8
159	я с	1	8
160	одной из	7	8
161	уже говорилось	1	8
162	как известно	3	8
163	о его	1	8
164	с ним	4	8
165	если бы	4	8
166	и все	6	8
167	что он	11	8
168	перед нами	3	8
169	не является	3	8
170	в основе	3	8
171	хотя и	5	8
172	времени и	4	8
173	дело не	3	8
174	он и	1	8
175	одного из	3	8
176	в ходе	1	8
177	в финале	4	7
178	в году	22	7
179	восходящая к	1	7
180	о предопределении	1	7
181	во всяком	2	7
182	в противоположность	1	7
183	в другом	1	7
184	времени в	13	7
185	в одном	3	7
186	как мы	1	7
187	который в	4	7
188	одна из	5	7
189	от себя	1	7
190	не мог	3	7
191	по природе	6	7
192	по преимуществу	4	7
193	внимание на	1	7
194	в ее	3	7
195	у него	11	7
196	в таком	4	7
197	жизненной позиции	1	7
198	как говорит	1	7
199	героя и	4	7
200	личности и	2	7
201	и тем	2	7
202	и является	1	7
203	приводит к	4	7
204	в глазах	2	7
205	в соответствии	7	7
206	всяком случае	2	7
207	жизни но	2	7
208	в литературе	4	7
209	все это	14	7
210	со своим	2	7
211	таком случае	2	7
212	однако не	1	7
213	на его	4	7
214	во времени	3	7
215	художественного мира	1	7
216	художественного произведения	1	7
217	себя и	1	7
218	место в	6	7
219	что иное	1	7
220	как будто	5	7
221	вплоть до	2	7
222	иное как	1	7
223	для всех	1	6
224	русской литературе	4	6
225	с самим	1	6
226	а напротив	1	6
227	или в	2	6
228	художественное произведение	1	6
229	казалось бы	4	6
230	при всей	1	6
231	одного и	1	6
232	как справедливо	1	6
233	восходит к	2	6
234	хотя бы	5	6
235	превращается в	2	6
236	не что	1	6
237	с другим	3	6
238	вовсе не	5	6
239	из них	4	6
240	ключ к	1	6
241	то в	2	6
242	тем не	2	6
243	не знает	2	6
244	что не	5	6
245	не будет	2	6
246	его как	2	6
247	в нем	4	6
248	он был	2	6
249	если в	3	6
250	на этом	1	6
251	самим собой	4	6
252	от своего	1	6
253	вследствие этого	1	6
254	и более	2	6
255	из этих	1	6
256	соответствии с	7	6
257	в сознании	1	6
258	ответ на	1	6
259	уже в	5	6
260	ли не	3	6
261	должен быть	1	6
262	его в	2	6
263	тем более	1	6
264	в полной	1	6
265	же в	1	6
266	и читателя	1	6
267	что на	3	6
268	этого персонажа	2	5
269	которая в	1	5
270	не так	5	5
271	по выражению	2	5
272	а затем	5	5
273	в этих	2	5
274	в них	1	5
275	на смену	2	5
276	в первом	3	5
277	мысль о	3	5
278	тем что	2	5
279	в один	3	5
280	ведет к	3	5
281	речь идет	1	5
282	а а	4	5
283	же его	1	5
284	в противовес	1	5
285	в котором	8	5
286	входит в	1	5
287	для себя	1	5
288	может служить	2	5
289	в эту	1	5
290	к этому	4	5
291	в позицию	1	5
292	и он	4	5
293	проявляется в	1	5
294	с другими	1	5
295	иного рода	1	5
296	к жизни	4	5
297	ни в	2	5
298	не о	1	5
299	я не	5	5
300	и до	2	5
301	а с	4	5
302	так что	4	5
303	главного героя	3	5
304	и по	5	5
305	и потому	4	5
306	с ее	3	5
307	как сам	1	5
308	и здесь	2	5
309	том или	1	5
310	романа в	1	5
311	не могут	2	5
312	самом деле	4	5
313	в романе	24	5
314	как о	1	5
315	к его	1	5
316	жизни в	9	5
317	да и	1	5
318	со смертью	1	5
319	как пишет	1	5
320	он в	1	5
321	а и	1	5
322	за пределами	1	5
323	текста как	1	5
324	тот же	3	5
325	и смерти	1	5
326	в художественном	1	5
