N	2gram	Bakhtin_Pr	StatiiOP
1	бориса годунова	1	125
2	и в	83	103
3	в том	22	89
4	том что	9	77
5	в этом	24	76
6	борисе годунове	1	76
7	что в	5	74
8	в борисе	1	70
9	пушкина в	1	70
10	не только	14	60
11	о том	3	47
12	у пушкина	1	46
13	но и	16	46
14	то что	14	44
15	что он	6	42
16	в его	15	42
17	и не	41	41
18	может быть	23	38
19	было бы	6	32
20	в этой	3	31
21	вовсе не	12	31
22	тем что	2	29
23	все это	11	29
24	таким образом	9	28
25	а в	4	27
26	а не	19	27
27	но в	12	26
28	что это	2	25
29	так и	9	25
30	этом отношении	1	24
31	и его	13	24
32	все же	3	23
33	точки зрения	17	23
34	не в	10	23
35	так что	1	23
36	потому что	9	23
37	для того	1	22
38	в которой	2	22
39	как в	10	22
40	того что	1	22
41	прежде всего	20	22
42	у нас	2	22
43	в области	6	22
44	и пр	1	21
45	до сих	8	20
46	это не	10	20
47	в своей	5	19
48	сих пор	8	19
49	в то	8	19
50	только в	10	19
51	в котором	8	18
52	с другой	4	18
53	он не	5	18
54	об этом	3	18
55	не может	18	18
56	в самом	7	17
57	в году	2	17
58	как на	1	17
59	в россии	1	17
60	как бы	27	17
61	в данном	1	17
62	пушкина не	1	17
63	в этих	8	16
64	с этим	3	16
65	сказать что	12	16
66	можно было	2	16
67	если бы	1	16
68	в ней	8	16
69	другой стороны	3	15
70	как и	13	15
71	из этих	3	15
72	у него	5	15
73	я не	6	15
74	и на	27	15
75	например в	8	15
76	в отношении	3	15
77	как раз	6	15
78	для него	1	15
79	также и	5	15
80	то же	10	14
81	но все	1	14
82	так например	2	14
83	к тому	2	14
84	я думаю	1	14
85	с точки	13	14
86	между тем	2	14
87	и что	3	14
88	в той	2	13
89	именно в	3	13
90	во всяком	2	13
91	в своем	2	13
92	из них	7	13
93	в качестве	1	13
94	а с	1	13
95	в конце	5	13
96	в нем	21	13
97	в языке	1	13
98	вместе с	5	13
99	со стороны	1	13
100	всяком случае	1	13
101	но это	7	13
102	дело в	3	13
103	что касается	2	13
104	жизни и	13	13
105	тому что	1	13
106	в своих	4	12
107	не менее	4	12
108	хотя бы	6	12
109	в первой	2	12
110	ни в	4	12
111	так как	12	12
112	что они	2	12
113	в них	4	11
114	в другом	1	11
115	никогда не	10	11
116	не было	5	11
117	и с	10	11
118	и по	5	11
119	своего рода	7	11
120	из его	1	11
121	у шекспира	2	11
122	того как	4	11
123	вопрос о	1	11
124	все эти	9	11
125	это было	3	11
126	на то	2	11
127	кроме того	6	10
128	в виду	3	10
129	связь с	4	10
130	так же	4	10
131	отметить что	3	10
132	в целом	3	10
133	что и	4	10
134	xix века	2	10
135	это слово	1	10
136	но он	3	10
137	во всех	15	10
138	а как	4	10
139	в истории	4	10
140	же время	8	10
141	ничего не	8	10
142	на самом	2	10
143	но не	9	10
144	во второй	1	10
145	в частности	1	10
146	в начале	2	10
147	и к	13	9
148	с этой	1	9
149	говорит о	2	9
150	можно сказать	12	9
151	он был	1	9
152	в одном	4	9
153	внимание на	1	9
154	несмотря на	3	9
155	его жизни	2	9
156	письме к	1	9
157	и это	3	9
158	в чем	1	9
159	в каждом	5	9
160	и тем	4	9
161	что эта	1	9
162	во время	1	9
163	вряд ли	2	9
164	не является	1	9
165	времени и	4	9
166	и для	5	9
167	что мы	2	9
168	там где	3	9
169	место в	3	9
170	но ведь	3	8
171	и об	1	8
172	в результате	2	8
173	и даже	5	8
174	связано с	1	8
175	по его	1	8
176	еще более	6	8
177	что она	2	8
178	к этому	5	8
179	связи с	1	8
180	одним из	6	8
181	и др	18	8
182	могут быть	5	8
183	в общем	2	8
184	нужно сказать	2	8
185	должен был	1	8
186	заключается в	1	8
187	в которых	2	8
188	не имеет	1	8
189	тем не	2	8
190	совершенно не	4	8
191	и более	3	8
192	мы имеем	4	8
193	той же	6	8
194	до конца	3	8
195	подчеркнуть что	4	8
196	в их	7	8
197	а также	4	8
198	дело не	1	8
199	по мнению	1	8
200	отношение к	14	8
201	и о	3	8
202	такой же	1	8
203	это в	1	8
204	с которыми	1	7
205	и очень	1	7
206	о чем	2	7
207	по себе	3	7
208	представление о	3	7
209	отличается от	2	7
210	и сейчас	1	7
211	точка зрения	1	7
212	не просто	1	7
213	того же	5	7
214	на почве	1	7
215	в ее	3	7
216	что все	3	7
217	это очень	5	7
218	в эту	3	7
219	кажется что	3	7
220	как это	2	7
221	нельзя не	1	7
222	что для	1	7
223	во втором	1	7
224	то в	1	7
225	и то	2	7
226	можно назвать	2	7
227	еще не	10	7
228	еще и	4	7
229	одной из	6	7
230	на этот	1	7
231	связан с	2	7
232	этой области	2	7
233	данном случае	1	7
234	уже в	3	7
235	мы находим	8	7
236	но с	2	7
237	тем более	2	7
238	не все	1	7
239	с самого	4	7
240	конце концов	1	7
241	лишь в	1	7
242	отношению к	5	7
243	в словаре	1	7
244	вплоть до	5	7
245	что за	1	6
246	же и	1	6
247	на его	4	6
248	в келье	2	6
249	в некоторых	7	6
250	вот что	2	6
251	и сам	1	6
252	в жизни	14	6
253	в письме	1	6
254	его эпохи	1	6
255	говорить о	2	6
256	по отношению	6	6
257	даже в	3	6
258	ни одного	1	6
259	в отдельных	1	6
260	крайней мере	2	6
261	к нему	3	6
262	время как	1	6
263	же как	1	6
264	одном из	1	6
265	о которых	2	6
266	этом смысле	5	6
267	этот вопрос	3	6
268	его как	3	6
269	в себе	10	6
270	в особенности	2	6
271	и здесь	4	6
272	из которых	2	6
