N	2gram	Vygotskiy_	Analitik
1	не только	28	71
2	тогда как	3	67
3	и в	33	66
4	в качестве	13	61
5	но и	14	57
6	в том	44	52
7	может быть	15	52
8	в этом	43	51
9	в частности	9	51
10	как и	13	50
11	и не	18	48
12	а не	14	42
13	при этом	9	40
14	том что	41	40
15	так и	8	35
16	представляет собой	11	30
17	своего рода	1	30
18	состоит в	11	30
19	отнюдь не	2	29
20	как бы	11	29
21	не может	31	29
22	а в	5	28
23	в его	15	27
24	и его	6	27
25	не в	10	26
26	но не	13	26
27	в себе	4	24
28	иначе говоря	2	23
29	что в	33	22
30	и даже	3	22
31	к тому	14	22
32	в этой	8	22
33	лишь в	1	21
34	о том	13	20
35	и т.п	2	20
36	в самом	10	19
37	то же	12	19
38	в своей	5	19
39	по отношению	19	19
40	с его	3	19
41	но в	9	19
42	в данном	4	18
43	в то	5	18
44	отношению к	19	18
45	тем самым	13	17
46	с другой	11	17
47	только в	21	17
48	со стороны	3	17
49	такого рода	1	17
50	или иной	1	17
51	в целом	8	17
52	что и	11	16
53	могут быть	7	16
54	то что	48	16
55	в пределах	6	16
56	и на	11	15
57	не есть	4	15
58	между тем	5	15
59	прежде всего	5	15
60	в сущности	17	15
61	в их	4	15
62	не менее	4	14
63	того же	13	14
64	себя в	4	14
65	в себя	4	14
66	той или	1	14
67	мы имеем	4	14
68	в отличие	3	14
69	данном случае	3	14
70	столь же	5	14
71	отличие от	3	14
72	по себе	8	13
73	точки зрения	27	13
74	как правило	1	13
75	тому же	3	13
76	в случае	2	13
77	он не	13	13
78	этого слова	3	13
79	ничего не	6	13
80	как раз	5	13
81	для него	9	13
82	в начале	2	13
83	и к	7	12
84	и сам	1	12
85	никогда не	10	12
86	внутренней речи	7	12
87	как это	11	12
88	в первой	2	12
89	сводится к	1	12
90	как в	7	12
91	еще не	11	12
92	есть не	3	12
93	в той	8	11
94	даже в	1	11
95	имеем дело	2	11
96	по своей	7	11
97	в свою	5	11
98	той же	7	11
99	это не	8	11
100	можно сказать	7	11
101	и как	7	11
102	во второй	4	11
103	не с	2	11
104	нуждается в	3	11
105	именно в	8	10
106	все же	5	10
107	едва ли	2	10
108	с одной	10	10
109	в конце	3	10
110	было бы	18	10
111	однако в	1	10
112	подобно тому	6	10
113	и одновременно	1	10
114	отношения к	2	10
115	совпадает с	4	10
116	того или	1	10
117	один из	4	10
118	говорить о	3	9
119	говорит о	4	9
120	не столько	3	9
121	в результате	9	9
122	другой стороны	9	9
123	и того	8	9
124	одной стороны	10	9
125	свою очередь	4	9
126	том чтобы	3	9
127	в своем	11	9
128	по поводу	3	9
129	таким образом	30	9
130	во всех	3	9
131	за пределы	4	9
132	или иного	1	9
133	только не	7	9
134	имеет место	4	9
135	особого рода	1	9
136	значении этого	1	9
137	вместе с	9	9
138	тому как	6	9
139	того что	34	9
140	как уже	5	9
141	что касается	1	9
142	дело с	2	8
143	о чем	3	8
144	между двумя	4	8
145	одной из	5	8
146	как известно	7	8
147	с ним	6	8
148	если бы	13	8
149	и все	2	8
150	что он	40	8
151	перед нами	1	8
152	не является	7	8
153	в основе	12	8
154	с точки	12	8
155	хотя и	1	8
156	этом отношении	7	8
157	дело не	2	8
158	он и	1	8
159	одного из	1	8
160	в ходе	17	8
161	во всяком	4	7
162	в другом	7	7
163	в одном	3	7
164	как мы	20	7
165	в нашем	5	7
166	который в	2	7
167	не мог	1	7
168	как нам	1	7
169	внимание на	1	7
170	несмотря на	3	7
171	в ее	1	7
172	у него	8	7
173	как говорит	2	7
174	природе своей	1	7
175	и тем	5	7
176	в свое	2	7
177	и является	6	7
178	приводит к	10	7
179	свое время	2	7
180	всяком случае	2	7
181	и для	3	7
182	все это	2	7
183	на его	4	7
184	или иначе	1	7
185	во времени	1	7
186	и т.д	6	7
187	себя и	2	7
188	место в	2	7
189	что иное	2	7
190	как будто	2	7
191	иное как	2	7
192	во всем	2	6
193	для всех	2	6
194	те же	6	6
195	или в	1	6
196	казалось бы	5	6
197	одного и	9	6
198	как справедливо	1	6
199	хотя бы	5	6
200	не что	2	6
201	с другим	1	6
202	вовсе не	2	6
203	из них	6	6
204	ключ к	1	6
205	то в	7	6
206	тем не	1	6
207	не знает	6	6
208	что не	2	6
209	напомним что	1	6
210	вопроса о	5	6
211	в силу	14	6
212	в нем	10	6
213	он был	1	6
214	если в	4	6
215	на этом	8	6
216	из которых	3	6
217	из того	12	6
218	не более	1	6
219	роли в	2	6
220	и более	8	6
221	и состоит	1	6
222	из этих	2	6
223	в сознании	5	6
224	более чем	1	6
225	и то	9	6
226	ответ на	3	6
227	уже в	4	6
228	в равной	4	6
229	есть в	2	6
230	ли не	2	6
231	должен быть	1	6
232	его в	6	6
233	тем более	5	6
234	мере в	5	6
235	полной мере	1	6
236	в полной	1	6
237	же в	2	6
238	что на	2	6
239	все что	2	5
240	которая в	3	5
241	не так	1	5
242	без исключения	1	5
243	к числу	1	5
244	не как	3	5
245	в этих	7	5
246	в них	3	5
247	на смену	1	5
248	по пути	1	5
249	в первом	4	5
