N	2gram	Vygotskiy_	Freidism
1	таким образом	35	34
2	и не	19	34
3	точки зрения	15	31
4	не может	15	30
5	в этом	30	28
6	может быть	34	28
7	и в	55	28
8	прежде всего	6	26
9	в его	8	25
10	и его	10	22
11	с помощью	3	20
12	мы можем	8	20
13	как бы	33	19
14	как мы	6	18
15	то что	69	17
16	по фрейду	1	16
17	вовсе не	8	16
18	с точки	5	15
19	точка зрения	4	15
20	все эти	5	15
21	так как	20	15
22	с ним	4	14
23	в своей	8	14
24	так и	6	14
25	в бессознательное	1	14
26	самом деле	17	14
27	в душе	2	13
28	и все	15	13
29	как и	9	13
30	к матери	1	13
31	по отношению	3	13
32	но в	7	13
33	во всех	6	13
34	психической жизни	1	12
35	в самом	18	12
36	то же	16	12
37	ни в	5	12
38	что он	30	12
39	том что	46	12
40	во внешнем	2	12
41	точку зрения	1	12
42	для него	5	12
43	все это	8	12
44	и потому	8	12
45	и наконец	5	12
46	мы видели	2	12
47	только в	12	11
48	мы знаем	4	11
49	сказать что	14	11
50	отношению к	2	11
51	его в	2	11
52	все что	1	10
53	один из	9	10
54	не только	24	10
55	и с	3	10
56	но и	16	10
57	конечно не	3	10
58	что же	1	10
59	тот же	5	10
60	никогда не	15	10
61	в том	50	10
62	мы уже	7	10
63	в сознание	1	10
64	он не	10	10
65	все те	3	10
66	за пределы	1	10
67	не в	12	10
68	и на	12	9
69	те же	3	9
70	уже не	1	9
71	во всяком	2	9
72	совершенно не	11	9
73	мы не	8	9
74	с его	6	9
75	к этому	5	9
76	к нему	1	9
77	в чем	1	9
78	а не	16	9
79	мы должны	10	9
80	и др	2	9
81	могут быть	8	9
82	при этом	11	8
83	все же	11	8
84	еще не	6	8
85	с этим	4	8
86	было бы	15	8
87	и вот	7	8
88	знаем что	5	8
89	организма и	1	8
90	а в	7	8
91	по мнению	6	8
92	на этом	11	8
93	в ней	5	8
94	всяком случае	1	8
95	что в	43	7
96	и к	5	7
97	не могут	4	7
98	в жизни	2	7
99	так сказать	1	7
100	его жизни	1	7
101	хотя бы	5	7
102	в каком	7	7
103	если мы	24	7
104	до конца	7	7
105	что все	12	7
106	и для	13	7
107	из них	7	7
108	на протяжении	2	7
109	того что	12	7
110	не является	3	7
111	но не	9	7
112	об этом	5	7
113	и у	1	7
114	чувств и	6	7
115	с самого	5	7
116	в нем	13	7
117	быть и	2	7
118	в этой	15	7
119	отношение к	1	7
120	в себе	13	7
121	жизни и	8	7
122	и прежде	1	7
123	в то	6	7
124	и ее	1	7
125	учение о	1	6
126	одно из	1	6
127	если он	2	6
128	в корне	2	6
129	не менее	1	6
130	но мы	4	6
131	к тому	12	6
132	можно сказать	4	6
133	в основе	9	6
134	в свою	3	6
135	для того	45	6
136	же время	2	6
137	объективной психологии	2	6
138	из этих	4	6
139	высшей степени	1	6
140	мы имеем	10	6
141	ни о	2	6
142	как раз	19	6
143	что такое	2	6
144	во время	4	6
145	на самом	9	6
146	здесь в	2	6
147	в таком	4	6
148	она не	1	6
149	совсем не	3	6
150	и что	45	6
151	в пределах	3	6
152	и о	5	6
153	в высшей	1	6
154	и только	5	6
155	для этого	12	6
156	всех этих	3	6
157	которой мы	1	6
158	не можем	8	6
159	что это	15	5
160	в своих	9	5
161	ее в	2	5
162	конечно и	1	5
163	и бессознательное	1	5
164	в процессе	1	5
165	с ними	1	5
166	вместе с	16	5
167	со стороны	3	5
168	в следующей	1	5
169	на первый	2	5
170	обыденной жизни	1	5
171	того чтобы	43	5
172	сознание и	1	5
173	увидим что	13	5
174	говорить о	1	5
175	и до	4	5
176	чем не	2	5
177	самого начала	5	5
178	что она	10	5
179	можем сказать	1	5
180	он сам	1	5
181	по поводу	6	5
182	той же	6	5
183	современной психологии	1	5
184	это не	9	5
185	в ее	3	5
186	что и	11	5
