N	3gram	Vygotskiy_	Mirosoze
1	не может быть	5	28
2	в том что	41	9
3	для того чтобы	14	7
4	в высшей степени	11	7
5	и в этом	2	6
6	вместе с тем	11	6
7	о том что	3	6
8	друг к другу	1	6
9	до сих пор	3	5
10	и вместе с	2	5
11	что и в	6	5
12	но и в	1	5
13	мы увидим что	1	5
14	должно привести к	1	5
15	после того как	1	5
16	что он не	2	4
17	по отношению к	3	4
18	заключает в себе	3	4
19	в конце концов	1	4
20	не мог бы	3	4
21	и в самом	1	4
22	на то что	5	4
23	в то время	5	4
24	не что иное	2	4
25	можно было бы	8	4
26	то время как	5	4
27	что иное как	2	4
28	потому что она	1	3
29	она не может	1	3
30	том что он	1	3
31	есть не что	1	3
32	к тому что	1	3
33	одна и та	1	3
34	и у нас	1	3
35	по своему значению	2	3
36	так как он	2	3
37	по сравнению с	4	3
38	это значит что	6	3
39	и той же	5	3
40	и та же	1	3
41	как и все	1	3
42	одной и той	5	3
43	так же как	9	3
44	в значительной степени	1	3
45	же как и	6	3
46	выходит за пределы	1	3
47	с тем что	4	3
48	во всяком случае	10	3
49	как и в	3	3
50	смысле этого слова	10	2
51	что она не	1	2
52	на том основании	1	2
53	не только в	1	2
54	как и во	1	2
55	хотя бы и	2	2
56	лежит в основе	3	2
57	нельзя было бы	1	2
58	все более и	1	2
59	между тем как	4	2
60	том что в	3	2
61	это означает что	2	2
62	одну и ту	1	2
63	том основании что	1	2
64	никогда не бывает	2	2
65	и во всяком	2	2
66	и те же	3	2
67	и только в	1	2
68	и ту же	1	2
69	в том смысле	3	2
70	и менее всего	1	2
71	не находит себе	1	2
72	в себе и	2	2
73	к тому чтобы	1	2
74	более и более	1	2
75	ли может быть	1	2
76	всякий раз когда	1	2
77	подобно тому как	1	2
78	не могут быть	1	2
79	оно не может	1	2
80	так же мало	1	2
81	не доходит до	1	2
82	что оно не	1	2
83	все равно что	1	2
84	по своей природе	1	2
85	как бы в	1	2
86	в этом отношении	9	2
87	имеет совершенно другой	1	1
88	и характер его	1	1
89	в самом начале	1	1
90	в него как	1	1
91	у человека и	1	1
92	есть и у	2	1
93	как и на	1	1
94	во многих других	1	1
95	том что это	1	1
96	но всегда в	1	1
97	новых и новых	1	1
98	том смысле что	2	1
99	вопрос можно ли	1	1
100	и тогда когда	1	1
101	но и у	1	1
102	на одной и	1	1
103	обычной точки зрения	1	1
104	не знает что	1	1
105	может быть наиболее	1	1
106	одни и те	3	1
107	ключ к пониманию	2	1
108	в этот период	1	1
109	в самом деле	4	1
110	указывает на то	2	1
111	когда мы говорим	1	1
112	к чему бы	1	1
113	и во многих	1	1
114	друг на друга	3	1
115	сам по себе	2	1
116	может быть так	1	1
117	друг с другом	10	1
118	в том случае	2	1
119	не потому что	1	1
120	а также в	1	1
121	то же что	1	1
122	со всеми своими	1	1
123	означает что в	1	1
124	что он в	1	1
125	речь идет о	2	1
126	в зависимости от	6	1
127	это нисколько не	1	1
128	между этими двумя	1	1
129	как и всякая	1	1
130	две неравные части	1	1
131	и тем самым	3	1
132	все же и	1	1
133	быть отнесена к	1	1
134	и в нашем	1	1
135	в отличие от	8	1
136	но даже и	1	1
137	что в основе	7	1
138	резком противоречии с	2	1
139	по сравнению со	2	1
140	на две неравные	1	1
141	и в основе	1	1
142	на наших глазах	1	1
143	огромный шаг вперед	1	1
144	было бы назвать	1	1
145	время как другие	1	1
146	не только у	2	1
147	с другой стороны	5	1
148	тогда когда он	1	1
149	значит что они	1	1
150	друг друга как	2	1
151	начинает с того	1	1
152	но так как	2	1
153	и в том	1	1
154	склонен думать что	1	1
155	могли бы быть	1	1
156	раз и навсегда	1	1
157	он так же	2	1
158	был свободен от	1	1
159	за то что	1	1
160	которые не могут	1	1
161	той или иной	2	1
162	и как бы	2	1
163	вперед в деле	1	1
164	мы видим в	2	1
165	с точки зрения	11	1
166	со всеми его	1	1
167	ни в какой	5	1
168	которые могли бы	1	1
169	совершенно другой смысл	1	1
170	в мышлении и	2	1
171	потому что мы	1	1
172	в резком противоречии	2	1
173	приводит нас к	1	1
174	сбились на путь	1	1
175	и не случайно	1	1
176	зависимости от этого	2	1
177	что и у	1	1
178	но в отношении	1	1
179	его личности и	1	1
180	все та же	1	1
181	они были бы	1	1
182	того как он	1	1
183	они не имеют	1	1
184	так как они	2	1
185	и не могли	1	1
186	или лучше сказать	1	1
187	только потому что	2	1
188	во всех этих	1	1
189	а лишь как	1	1
190	указывают на то	1	1
191	сомневаться в том	1	1
192	он показал как	1	1
193	он не мог	1	1
194	что у них	1	1
195	и все же	1	1
196	том случае если	2	1
197	еще в высшей	1	1
198	того же самого	3	1
199	одной стороны он	1	1
200	та или иная	3	1
201	в котором в	1	1
202	с одной стороны	8	1
203	сплошь и рядом	1	1
204	если в основе	2	1
205	могут принадлежать к	1	1
206	сама по себе	1	1
