N	3gram	Tiupa_Narr	Narrotol
1	в том что	11	8
2	с одной стороны	5	7
3	по отношению к	5	6
4	в том числе	1	6
5	о том что	3	6
6	не может быть	6	5
7	в отличие от	6	5
8	времени и пространстве	6	5
9	но все же	1	4
10	той или иной	6	4
11	в данном случае	12	4
12	читателя или слушателя	1	4
13	к тому же	8	4
14	можно сказать что	5	4
15	с другой стороны	1	4
16	в основе своей	1	4
17	том числе и	1	4
18	во времени и	6	4
19	в свою очередь	2	3
20	бы то ни	1	3
21	захотелось вдруг за	1	3
22	и племянницы в	3	3
23	и тем самым	6	3
24	как будто он	2	3
25	обращает на себя	3	3
26	тем не менее	6	3
27	матери и племянницы	4	3
28	то ни было	1	3
29	жизнь бы отдал	1	3
30	коммуникативного события рассказывания	5	3
31	на себя внимание	3	3
32	надежда на будущее	1	3
33	в этом отношении	5	3
34	то же время	7	3
35	в то же	7	3
36	вдруг за границу	1	3
37	состоит в том	5	3
38	детях о внуках	1	2
39	служба кончилась было	1	2
40	сами по себе	2	2
41	он прямо родился	2	2
42	встречается в качестве	1	2
43	в той или	1	2
44	все та же	1	2
45	как и на	1	2
46	волнует все та	1	2
47	в его событийной	1	2
48	свидетель и судия	3	2
49	форме несобственно-прямой речи	2	2
50	четверг служил он	1	2
51	того или иного	3	2
52	оказывается всего лишь	1	2
53	то есть в	1	2
54	матерью и племянницей	1	2
55	в первом случае	3	2
56	на другой день	4	2
57	которым можно было	1	2
58	в повествуемом мире	1	2
59	и про чертог	2	2
60	без четверти двенадцать	1	2
61	не будет продолжаться	1	2
62	речь идет о	3	2
63	не сводится к	7	2
64	по полю быстро	2	2
65	которая живет теперь	1	2
66	на будущее какая	1	2
67	незначительнее всех что	1	2
68	подобно тому как	4	2
69	обедню в соборе	1	2
70	в конечном счете	4	2
71	в рассказе о	2	2
72	более или менее	2	2
73	в отвлечении от	1	2
74	и лег даже	1	2
75	как коммуникативное событие	1	2
76	будущее какая была	1	2
77	протяжении этого эпизода	2	2
78	можно было бы	1	2
79	точно так же	2	2
80	так же как	1	2
81	не только в	12	2
82	или даже вовсе	1	2
83	в том или	1	2
84	присутствия в мире	2	2
85	с точки зрения	2	2
86	о детях о	1	2
87	о приезде матери	2	2
88	здесь не в	1	2
89	материнского начала жизни	1	2
90	свободен теперь как	4	2
91	бы отдал но	1	2
92	полю быстро весело	2	2
93	как организующий принцип	1	2
94	так и не	2	2
95	в тексте архиерея	2	2
96	та же надежда	1	2
97	он укрывался одеялом	1	2
98	даже богу не	1	2
99	в рамках этой	1	2
100	не может не	1	2
101	художественного высказывания в	1	2
102	этой точки зрения	1	2
103	том или ином	1	2
104	теперь как птица	4	2
105	по сути дела	2	2
106	разделся и лег	1	2
107	приехав к себе	1	2
108	лег даже богу	1	2
109	а не в	1	2
110	высказывания в частности	1	2
111	низких потолков и	1	2
112	служил он обедню	1	2
113	в таком случае	1	2
114	было без четверти	1	2
115	весело постукивая палочкой	2	2
116	быстро весело постукивая	2	2
117	при всей своей	1	2
118	что иное как	1	2
119	тогда как в	2	2
120	кончилась было без	1	2
121	он обедню в	1	2
122	не отличается от	1	2
123	приказал долго жить	1	2
124	и представляет собой	2	2
125	нарративного дискурса в	1	2
126	двенадцать приехав к	1	2
127	же надежда на	1	2
128	его событийной полноте	1	2
129	четверти двенадцать приехав	1	2
130	перед нами не	2	2
131	богу не молился	1	2
132	таким каким он	2	2
133	ничего не понимал	1	2
134	в третьем эпизоде	2	2
135	не все верили	1	2
136	не то что	1	2
137	эпизоде первого цикла	2	2
138	прямо родился монахом	2	2
139	в значительной степени	1	2
140	когда служба кончилась	1	2
141	будто он прямо	2	2
142	на первый взгляд	1	2
143	в известном смысле	4	2
144	а во втором	2	2
145	здесь и сейчас	1	2
