N	3gram	Vygotskiy_	KFilosof
1	не может быть	14	11
2	с точки зрения	12	10
3	может быть только	1	7
4	того или иного	1	3
5	в этом смысле	3	3
6	один и тот	2	3
7	в данный момент	1	3
8	может быть в	1	3
9	не было бы	3	3
10	на самом деле	6	3
11	между тем как	1	3
12	во всех своих	1	3
13	и тот же	2	3
14	и в этом	1	3
15	и не быть	1	2
16	то что я	2	2
17	в том что	21	2
18	хiх и хх	1	2
19	ни в каком	1	2
20	и может быть	1	2
21	то или иное	2	2
22	тем не менее	6	2
23	здесь мы имеем	1	2
24	в то же	2	2
25	уже не может	1	2
26	он может быть	1	2
27	в нем нельзя	1	2
28	включает в себя	1	2
29	вовсе не есть	1	2
30	во всей его	1	2
31	то ни было	1	2
32	бы то ни	2	2
33	вопрос о том	1	2
34	то же время	2	2
35	том случае когда	1	1
36	лежит в основе	2	1
37	в свою очередь	3	1
38	и тем не	2	1
39	мы не имеем	1	1
40	что и для	1	1
41	но прежде всего	1	1
42	быть дано только	2	1
43	вместе с тем	3	1
44	в их теоретической	1	1
45	в конечном счете	6	1
46	по себе а	3	1
47	во всяком случае	7	1
48	а не к	1	1
49	то что и	2	1
50	на то что	12	1
51	на задний план	1	1
52	и во всех	2	1
53	к содержанию как	1	1
54	какого бы то	1	1
55	в противоречие с	3	1
56	в том смысле	1	1
57	а не как	1	1
58	в себя и	1	1
59	но как и	1	1
60	и в результате	1	1
61	то же самое	8	1
62	но и тут	1	1
63	в действительной жизни	1	1
64	мы не найдем	1	1
65	должны быть определены	1	1
66	ту или иную	1	1
67	дело не в	1	1
68	в ту или	1	1
69	в том случае	3	1
70	он не может	3	1
71	с исчерпывающей ясностью	3	1
72	не есть еще	1	1
73	в том же	1	1
74	его в движение	1	1
75	а следовательно и	1	1
76	нас как бы	1	1
77	для того чтобы	11	1
78	не может ничего	1	1
79	только в том	4	1
80	и должен быть	1	1
81	не значит что	1	1
82	когда мы говорим	1	1
83	согласиться с тем	1	1
84	бы не было	1	1
85	для берегов отчизны	1	1
86	не в том	7	1
87	но для того	1	1
88	потому что в	1	1
89	и вследствие этого	1	1
90	в настоящее время	2	1
91	есть для меня	1	1
92	независимо от того	1	1
93	в области методологии	1	1
94	не может стать	2	1
95	одного и того	1	1
96	несмотря на то	2	1
97	формы и содержания	2	1
98	берегов отчизны дальной	1	1
99	ли это что	1	1
100	до сих пор	8	1
101	не потому что	2	1
102	как и на	1	1
103	в первом случае	1	1
104	дело в том	1	1
105	смысле этого слова	2	1
106	жизни в его	1	1
107	мы никогда не	5	1
108	то все же	1	1
109	вместо того чтобы	1	1
110	это и не	1	1
111	само по себе	8	1
112	отсюда ясно что	1	1
113	не само по	1	1
114	тогда когда оно	1	1
115	значит ли это	1	1
116	к такому же	1	1
117	но не могу	1	1
118	может быть ответственно	1	1
119	в нем не	1	1
120	к той же	1	1
121	и то что	3	1
122	не содержится в	1	1
123	она в целом	1	1
124	не зависит от	1	1
125	в его конкретной	1	1
126	тем или иным	2	1
127	в зависимости от	6	1
128	все что есть	1	1
129	всех остальных областях	1	1
130	как если бы	1	1
131	и того же	1	1
132	не может не	1	1
133	том что мы	2	1
134	хотя бы только	1	1
135	тогда когда он	1	1
136	никогда не может	3	1
137	может быть дано	2	1
138	все дело не	1	1
139	к тому что	2	1
140	это отнюдь не	1	1
141	то что форма	2	1
142	от себя и	1	1
143	в известном смысле	1	1
144	в одном случае	1	1
145	во всех остальных	2	1
146	то прежде всего	1	1
147	что в области	2	1
148	может быть распространено	1	1
149	только тогда когда	4	1
150	это и есть	1	1
151	что и в	5	1
152	в целом не	2	1
153	до конца и	1	1
154	же самое что	2	1
155	целом не может	1	1
156	в виду и	1	1
157	мы не можем	2	1
158	в другом случае	1	1
159	в основе своей	2	1
160	если бы не	1	1
