N	3gram	Bakhtin_Fr	VLabPisa
1	в этом отношении	5	14
2	не может быть	5	8
3	с другой стороны	1	8
4	по отношению к	2	7
5	в том что	6	5
6	в то же	5	5
7	то же время	5	5
8	в одном из	1	4
9	можно сказать что	3	4
10	не могут быть	2	4
11	в связи с	1	4
12	мы видели что	1	3
13	и др в	2	3
14	большей или меньшей	7	3
15	в значительной мере	3	3
16	для того чтобы	2	3
17	о том что	3	3
18	подобно тому как	2	3
19	и в то	2	3
20	всех его элементах	1	2
21	во всяком случае	2	2
22	в том чтобы	1	2
23	в чем же	1	2
24	во всех его	3	2
25	как пародия на	1	2
26	в том числе	10	2
27	в его творческом	1	2
28	таким образом в	1	2
29	в большей или	7	2
30	чуть ли не	1	2
31	мы знаем что	1	2
32	все это только	1	2
33	до сих пор	7	2
34	не только не	1	2
35	еще и не	1	2
36	в конце концов	1	2
37	том числе и	7	2
38	или меньшей степени	7	2
39	не только в	5	2
40	во всех этих	2	2
41	из них не	1	2
42	можно определить как	1	2
43	только то что	1	2
44	в другом месте	2	2
45	с одной стороны	2	2
46	также и в	1	2
47	из них которые	1	2
48	и не может	2	2
49	следует однако отметить	1	1
50	и целого ряда	1	1
51	в той или	5	1
52	в этой системе	1	1
53	тех явлений которые	1	1
54	а как бы	1	1
55	некоторые из них	1	1
56	того или иного	1	1
57	все то что	1	1
58	той или иной	5	1
59	художественное творчество и	1	1
60	в применении к	3	1
61	в какой мере	1	1
62	мы видим что	1	1
63	в силу того	1	1
64	и связанное с	1	1
65	на то что	1	1
66	из основных тенденций	1	1
67	в году и	1	1
68	и может быть	1	1
69	но и в	5	1
70	одной из этих	1	1
71	он говорит в	1	1
72	и мира в	1	1
73	по сравнению с	2	1
74	том можно ли	1	1
75	один из них	1	1
76	для проникновения в	1	1
77	это одна из	1	1
78	комедия дель арте	1	1
79	имеем в виду	2	1
80	и без того	1	1
81	в этом случае	1	1
82	во всех других	2	1
83	и не получил	1	1
84	главным образом на	2	1
85	только в единстве	1	1
86	и др но	2	1
87	его сущность его	1	1
88	в самом деле	1	1
89	в образе в	1	1
90	необходимо подчеркнуть что	1	1
91	и во всех	2	1
92	только в пределах	1	1
93	него еще в	1	1
94	далеко не всегда	1	1
95	прежде всего необходимо	2	1
96	мы встречаемся с	1	1
97	отношению к ней	1	1
98	леонардо да винчи	2	1
99	тех или иных	1	1
100	а между тем	1	1
101	но даже и	2	1
102	на этот вопрос	2	1
103	на него со	1	1
104	того что не	1	1
105	и его теории	2	1
106	к этому типу	1	1
107	сами по себе	1	1
108	в искусстве и	1	1
109	строго говоря только	1	1
110	значительной мере и	1	1
111	что для него	1	1
112	не чем иным	1	1
113	на то или	1	1
114	роль в этом	1	1
115	но в то	2	1
116	то или иное	1	1
117	в частности об	1	1
118	в их сознании	1	1
119	бросается в глаза	1	1
120	года в году	1	1
121	из этих элементов	1	1
122	к этим формам	1	1
123	даже и в	4	1
124	некоторые из этих	2	1
125	главным образом в	1	1
126	говорит об этом	1	1
127	именно в том	1	1
128	к тому же	1	1
129	на рыцарские романы	1	1
130	чем иным как	1	1
131	дошедших до нас	2	1
132	как если бы	1	1
133	было бы чрезвычайно	1	1
134	и др и	1	1
135	в новое время	4	1
136	него со стороны	1	1
137	никогда не может	1	1
138	это вовсе не	1	1
139	ни к какому	2	1
140	но все же	3	1
141	самых ранних стадиях	1	1
142	точки зрения на	1	1
143	о том можно	1	1
144	таким образом и	1	1
145	и в искусстве	1	1
146	даже и не	1	1
147	нет и не	1	1
148	теми или иными	1	1
149	лежит в основе	1	1
150	это как мы	1	1
