N	4gram	Voloshinov	Analitik
1	в то же время	7	14
2	не что иное как	1	6
3	одного и того же	9	6
4	в той или иной	3	5
5	и не может быть	5	4
6	с той или иной	1	4
7	в том что он	3	4
8	одни и те же	5	3
9	дело в том что	1	3
10	одной и той же	2	3
11	бы то ни было	11	3
12	с этой точки зрения	1	2
13	ни в коем случае	2	2
14	не может быть признано	1	2
15	нет и не может	2	2
16	не говоря уже о	1	2
17	один и тот же	3	2
18	какой бы то ни	3	2
19	в коем случае не	1	2
20	одно и то же	3	2
21	но в то же	6	2
22	то же время они	1	2
23	одна и та же	1	1
24	и в том что	1	1
25	этого слова как и	1	1
26	в свою очередь оказывает	1	1
27	не может быть сведена	1	1
28	если бы он был	2	1
29	в свою очередь является	1	1
30	той или иной форме	1	1
31	так как если бы	2	1
32	речь идет об одном	1	1
33	до тех пор пока	2	1
34	бы это было не	1	1
35	не может быть ничего	2	1
36	к тому или иному	1	1
37	в таком случае это	2	1
38	в большей или меньшей	1	1
39	выходит далеко за пределы	1	1
40	может быть сведена к	1	1
41	на самом же деле	5	1
42	бы оно ни было	1	1
43	ни к чему не	1	1
44	тем не менее в	1	1
45	как если бы он	3	1
46	то же самое что	1	1
47	и там и здесь	1	1
48	в том числе и	3	1
49	или во всяком случае	1	1
50	это было не так	1	1
51	несмотря на то что	1	1
52	по отношению к которым	1	1
53	обстоит дело и в	1	1
54	и та и другая	1	1
55	имеет место лишь в	1	1
56	с другой стороны и	1	1
57	в собственном смысле слова	2	1
58	во всех этих случаях	1	1
59	приводит к тому что	1	1
60	одним и тем же	2	1
61	если бы он и	1	1
