N	2gram	Propp_Isto	Russkaja
1	не может	10	22
2	и не	19	19
3	в этом	20	17
4	в том	13	17
5	с другом	2	14
6	и в	44	14
7	друг с	2	14
8	то что	16	13
9	таким образом	21	11
10	то же	9	11
11	точки зрения	3	11
12	но и	16	10
13	же время	1	10
14	в то	5	10
15	не только	17	9
16	с точки	1	9
17	том что	12	9
18	во всяком	1	9
19	может быть	31	9
20	в себе	1	9
21	прежде всего	7	8
22	того чтобы	3	8
23	как на	3	8
24	не будет	1	7
25	ни к	1	7
26	самом деле	2	7
27	стремление к	1	7
28	к тому	1	7
29	о том	11	7
30	в данном	3	7
31	и если	1	7
32	мы должны	7	7
33	и с	8	7
34	отнюдь не	1	7
35	и к	3	6
36	если в	4	6
37	и при	3	6
38	для него	2	6
39	все это	4	6
40	на самом	1	6
41	в своих	4	6
42	если бы	5	6
43	и для	3	6
44	с тем	9	6
45	что он	29	6
46	для того	3	6
47	к которой	1	6
48	своего народа	1	6
49	в своем	3	6
50	всяком случае	1	6
51	до сих	7	5
52	и на	11	5
53	из которых	7	5
54	только в	8	5
55	или иной	1	5
56	по существу	2	5
57	в своей	3	5
58	во всех	3	5
59	сих пор	7	5
60	и только	1	5
61	вопрос о	5	5
62	хотя бы	2	5
63	потому что	18	5
64	в нем	10	5
65	между тем	1	5
66	он не	5	5
67	конечно не	1	5
68	а в	9	5
69	при этом	4	5
70	было бы	2	5
71	на то	3	5
72	он должен	2	5
73	никогда не	5	5
74	что в	18	4
75	во всем	4	4
76	и то	5	4
77	все что	5	4
78	когда они	3	4
79	так как	19	4
80	к этой	3	4
81	тогда когда	3	4
82	в его	16	4
83	не могут	2	4
84	его в	17	4
85	не в	11	4
86	вместе с	26	4
87	как и	12	4
88	на земле	1	4
89	в мире	1	4
90	все же	17	4
91	приводит к	2	4
92	в их	1	4
93	со стороны	6	4
94	себе и	2	4
95	ли это	2	4
96	которой он	2	4
97	что же	1	4
98	от того	1	4
99	идет речь	1	4
100	как бы	4	4
101	путь к	1	4
102	в этой	5	4
103	себя в	6	4
104	жизни и	4	4
105	но не	8	4
106	в другое	2	4
107	в самом	1	3
108	то в	2	3
109	что они	3	3
110	этом случае	13	3
111	что оно	4	3
112	данном случае	2	3
113	и сейчас	3	3
114	несмотря на	3	3
115	что это	8	3
116	в качестве	13	3
117	что и	11	3
118	сводится к	1	3
119	что может	1	3
120	в виде	13	3
121	не было	2	3
122	связи с	10	3
123	или в	7	3
124	тем что	12	3
125	в конце	1	3
126	и как	5	3
127	вряд ли	1	3
128	и т	39	3
129	о которых	4	3
130	о котором	1	3
131	не есть	1	3
132	но если	2	3
133	но мы	5	3
134	еще не	16	3
135	все они	1	3
136	и потому	2	3
137	то это	8	3
138	случае если	1	3
139	одна из	6	3
140	на том	5	3
141	и ни	1	3
142	в другом	2	3
143	приходит к	3	3
144	знаем что	10	3
145	быть признан	1	3
146	лишь в	2	3
147	что для	1	3
148	главным образом	2	3
149	и во	1	3
150	том чтобы	3	3
151	одной из	3	3
152	что все	4	3
153	в сознании	1	3
154	из этого	3	3
155	он сам	1	3
156	и по	3	3
157	друг друга	5	3
158	из этих	5	3
159	для этого	3	3
160	всех этих	2	3
161	таким же	5	3
162	из них	4	3
163	собой а	1	3
164	того что	3	3
165	были бы	1	2
166	представить себе	1	2
167	на почве	1	2
168	не так	1	2
169	от него	2	2
170	которых каждый	1	2
171	что с	2	2
172	именно на	2	2
173	что такое	1	2
174	переносится на	1	2
175	зависит от	4	2
176	и вот	4	2
177	должна быть	3	2
178	совершенно очевидно	1	2
179	к себе	3	2
180	время в	2	2
181	естественно что	1	2
182	же образом	1	2
183	от нас	1	2
184	с ним	9	2
185	в некоторых	6	2
186	для нас	6	2
187	на которой	4	2
188	ни в	2	2
189	в результате	1	2
190	у многих	1	2
191	противоречие с	1	2
192	в этих	7	2
193	у него	7	2
194	по себе	2	2
195	их не	3	2
196	и даже	4	2
197	если не	4	2
198	ее в	8	2
199	а во-вторых	1	2
200	или от	2	2
201	все эти	11	2
202	на себя	4	2
203	но для	4	2
204	указывает на	1	2
205	в таком	2	2
206	тому что	1	2
207	речь шла	1	2
208	ясно что	5	2
209	их в	7	2
210	себя как	1	2
211	и вместе	3	2
212	на эту	1	2
213	во главе	1	2
214	только для	1	2
215	так же	14	2
216	тогда как	1	2
217	в других	4	2
218	уже не	14	2
219	к той	1	2
220	с этим	7	2
221	остается в	1	2
222	его и	2	2
223	того или	1	2
224	совершенно не	2	2
225	мы можем	6	2
226	на этой	5	2
227	а с	2	2
228	и более	3	2
229	в таких	3	2
230	в котором	2	2
231	мы уже	6	2
232	даже и	2	2
233	она не	7	2
234	в течение	2	2
235	но даже	2	2
236	это только	2	2
237	в ней	8	2
238	во многих	1	2
239	не играет	1	2
240	и тогда	2	2
241	и тем	7	2
242	быть и	1	2
243	в частности	9	2
244	народа и	1	2
245	а не	5	2
246	народов и	1	2
247	но она	1	2
248	только на	2	2
249	в противоречие	1	2
250	речь идет	1	2
251	ни от	1	2
252	есть и	3	2
253	в силу	7	2
254	точно так	3	2
255	и что	13	2
256	чтобы она	2	2
257	и тот	1	2
258	на основании	1	2
259	этого не	2	2
260	людей и	2	2
261	у других	1	2
262	по отношению	2	2
263	целый ряд	4	2
264	даже не	2	2
265	тем самым	2	2
266	и те	1	2
267	этот вопрос	2	2
268	у народов	11	2
269	состоит в	1	2
270	на это	1	2
271	центр тяжести	2	2
272	только с	1	2
273	друг другу	1	2
274	пути к	1	2
275	их к	1	2
276	приводят к	3	2
277	даже если	2	2
278	и от	1	2
279	но в	7	2
280	и есть	3	2
281	по этому	1	2
282	место в	1	2
283	так что	2	2
284	единственный путь	1	2
285	и о	2	2
286	за нее	2	2
287	как будто	2	2
288	всех людей	3	2
289	бы ни	1	2
290	в области	1	2
291	но это	10	2
292	во время	12	2
293	не просто	1	2
294	и наконец	2	2
295	не к	1	2
296	к нему	5	2
297	цели мы	1	1
298	когда он	7	1
299	тем не	6	1
300	при жизни	1	1
301	понял что	2	1
302	иначе говоря	1	1
303	трудно сказать	1	1
304	том чем	1	1
305	связан с	7	1
306	нисколько их	1	1
307	все попытки	1	1
308	как это	5	1
309	что его	4	1
310	то они	1	1
311	ее и	3	1
312	еще одну	1	1
313	восточной азии	1	1
314	часто это	2	1
315	первый и	1	1
316	и многие	1	1
317	один из	6	1
318	способностей и	1	1
319	что у	6	1
320	и мы	3	1
321	в жертву	8	1
322	за ним	4	1
323	и конечно	1	1
324	над нами	2	1
325	и богом	1	1
326	не поддается	1	1
327	же и	1	1
328	они не	5	1
329	вообще не	1	1
330	наблюдается у	1	1
331	на тех	2	1
332	у одних	1	1
333	своих целях	2	1
334	себе представить	1	1
335	а по	3	1
336	то будет	1	1
337	которые не	2	1
338	опасность со	1	1
339	переходит в	1	1
340	отношению к	2	1
341	собой в	1	1
342	они имеют	1	1
343	том числе	3	1
344	мы не	6	1
345	которых идет	1	1
346	в состоянии	1	1
347	из таких	3	1
348	с этой	4	1
349	это не	8	1
350	человек может	2	1
351	хозяйственной жизни	2	1
352	мы знаем	12	1
353	этом надо	1	1
354	в себя	3	1
355	у разных	1	1
356	народов но	1	1
357	для которой	1	1
358	можно назвать	1	1
359	случае совершенно	1	1
360	самых различных	1	1
361	борьбы и	1	1
362	даже в	4	1
363	прийти к	2	1
