N	3gram	Tiupa_Hudo	KulturaY
1	и т п	10	93
2	и т д	5	42
3	для того чтобы	2	38
4	с точки зрения	5	36
5	в том что	15	33
6	в самом деле	5	29
7	можно было бы	5	25
8	тем не менее	6	19
9	во всяком случае	1	19
10	с другой стороны	1	17
11	до сих пор	3	14
12	по отношению к	15	13
13	только потому что	2	13
14	в связи с	3	12
15	и в самом	4	11
16	не может быть	5	11
17	в этом отношении	4	11
18	в этом смысле	1	10
19	о том что	14	10
20	того или иного	4	9
21	не в том	2	8
22	на самом деле	1	8
23	не только в	4	8
24	в этом случае	1	8
25	в том случае	2	7
26	а с другой	1	7
27	в свою очередь	1	7
28	только в том	4	7
29	с одной стороны	4	7
30	хотя бы и	1	6
31	в отличие от	1	6
32	то же время	11	6
33	той или иной	1	6
34	этой точки зрения	1	6
35	в то же	11	6
36	в первую очередь	2	6
37	в свое время	1	6
38	то или иное	1	5
39	с этой точки	1	5
40	так и в	1	5
41	потому что он	1	5
42	речь идет о	2	5
43	более или менее	1	5
44	в соответствии с	1	5
45	в данном случае	3	5
46	т п все	1	5
47	и в этом	3	5
48	но все же	2	5
49	что же касается	2	5
50	не потому что	1	5
51	лишь в том	1	4
52	в конечном счете	4	4
53	что все эти	1	4
54	так или иначе	3	4
55	том что он	1	4
56	в иных случаях	1	4
57	в первом случае	2	4
58	а в том	1	4
59	к тому что	8	4
60	состоит в том	3	4
61	сих пор еще	1	4
62	в том и	1	4
63	и потому что	1	4
64	на то что	2	4
65	заключается в том	1	4
66	точно так же	1	4
67	так же как	2	4
68	тот или иной	1	4
69	о том как	4	3
70	что я не	1	3
71	все той же	1	3
72	в таком случае	1	3
73	в конце концов	1	3
74	вместо того чтобы	2	3
75	точки зрения в	1	3
76	потому что не	1	3
77	как раз и	1	3
78	с тем что	1	3
79	в известном смысле	1	3
80	не только для	2	3
81	в том смысле	1	3
82	и что на	1	3
83	не только потому	1	3
84	к тому чтобы	1	3
85	в настоящее время	1	3
86	уже не может	1	3
87	при этом что	1	3
88	только для того	1	3
89	том случае если	2	3
90	но с другой	1	3
91	что он не	3	2
92	можно говорить об	1	2
93	только о том	1	2
94	того чтобы не	1	2
95	здесь прежде всего	1	2
96	несмотря на то	1	2
97	самом деле в	2	2
98	в том числе	1	2
99	и в других	1	2
100	между тем не	1	2
101	ни одного слова	1	2
102	друг от друга	2	2
103	п все эти	1	2
104	может быть только	1	2
105	по своему содержанию	1	2
106	сами по себе	1	2
107	одних и тех	2	2
108	формы и содержания	1	2
109	также и о	1	2
110	мы знаем что	1	2
111	как например в	1	2
112	ничего общего с	1	2
113	и тех же	2	2
114	в данной связи	1	2
115	между тем как	1	2
116	и в то	2	2
117	потому что оно	1	2
118	на наших глазах	1	2
119	и там где	1	2
120	на вопросе о	1	2
121	бы то ни	1	2
122	что можно сказать	1	2
123	ответить на вопрос	1	2
124	в одном из	1	2
125	в узком смысле	1	2
126	самом деле не	1	2
127	с того момента	1	2
128	как мы знаем	1	2
129	так и не	3	2
130	не до конца	1	2
131	прежде всего в	1	2
132	можно сказать что	1	2
133	то что мы	1	2
134	это действительно так	1	2
135	не более чем	2	2
136	мы тем не	1	2
137	это еще не	1	2
138	что если бы	1	2
139	мы не знаем	1	2
140	вследствие того что	1	2
141	едва ли не	1	2
142	что же такое	1	2
143	сводится к тому	1	2
144	если бы не	2	2
145	что в глазах	1	1
146	в ней все	1	1
147	как одно из	1	1
148	а в иных	1	1
149	убеждает нас в	1	1
150	бы уже не	1	1
151	в письме к	1	1
152	что она не	2	1
153	то ни другое	1	1
154	ни то ни	1	1
155	не стал бы	1	1
156	она не владеет	1	1
157	а всего лишь	2	1
158	уже на пороге	1	1
159	случае если бы	1	1
160	самое непосредственное отношение	1	1
161	он уже не	1	1
162	на том что	2	1
163	не в этом	1	1
