N	3gram	Vygotskiy_	Formalny
1	с точки зрения	11	40
2	не может быть	3	29
3	на самом деле	3	21
4	и т д	6	19
5	и т п	7	18
6	во всяком случае	6	16
7	в самом деле	29	11
8	в этом отношении	1	11
9	в зависимости от	1	10
10	с другой стороны	5	9
11	и не может	1	9
12	для того чтобы	17	8
13	до сих пор	6	8
14	вместе с тем	3	8
15	как мы видели	2	8
16	с одной стороны	6	8
17	в применении к	1	7
18	более или менее	1	7
19	того или иного	2	7
20	сами по себе	3	7
21	в высшей степени	1	7
22	в свою очередь	3	7
23	а вовсе не	2	7
24	и в этом	6	7
25	в том что	20	6
26	с тем что	3	6
27	сам по себе	2	6
28	в данном случае	5	6
29	не только не	3	6
30	в художественном произведении	1	6
31	смысле этого слова	5	6
32	может быть и	1	6
33	к тому чтобы	4	5
34	в отличие от	1	5
35	к тому что	5	5
36	в этом романе	1	5
37	мы не можем	2	5
38	в той же	2	4
39	не в том	2	4
40	дело идет о	2	4
41	все более и	4	4
42	более и более	4	4
43	поэтический язык и	1	4
44	вовсе не является	1	4
45	но все же	1	4
46	может быть понято	1	4
47	как и все	1	4
48	в лучшем случае	2	4
49	подобно тому как	1	4
50	с самого начала	10	4
51	хотя бы в	1	4
52	по аналогии с	2	4
53	сводится к тому	1	4
54	так сказать в	1	3
55	и тот же	1	3
56	мы уже знаем	2	3
57	то или иное	1	3
58	как и всякое	1	3
59	так или иначе	1	3
60	друг с другом	2	3
61	фабула и сюжет	1	3
62	вместо того чтобы	3	3
63	уже знаем что	1	3
64	то же самое	12	3
65	только то что	3	3
66	с тем и	1	3
67	в ней и	1	3
68	в том смысле	2	3
69	в том чтобы	2	3
70	потому что он	3	3
71	один и тот	1	3
72	мы увидим что	9	3
73	и в частности	1	3
74	то и другое	3	3
75	в противном случае	1	3
76	именно в том	1	3
77	и то и	3	3
78	как мы увидим	2	3
79	в предисловии к	2	3
80	нам кажется что	1	3
81	между этими двумя	1	3
82	мере в какой	1	2
83	и столь же	1	2
84	все то что	13	2
85	не могло бы	1	2
86	их в той	1	2
87	о том как	3	2
88	том смысле что	1	2
89	была бы совершенно	2	2
90	с этой точки	2	2
91	в жизни и	2	2
92	вовсе не в	2	2
93	не совпадает с	2	2
94	она не может	2	2
95	совершенно очевидно что	3	2
96	но при этом	1	2
97	в том случае	4	2
98	не потому что	1	2
99	в такой же	1	2
100	могло бы быть	1	2
101	в двух направлениях	1	2
102	и тем самым	1	2
103	в том или	1	2
104	и в общем	1	2
105	как если бы	3	2
106	что это не	1	2
107	но в этом	1	2
108	в таком случае	1	2
109	из того что	1	2
110	так же и	1	2
111	и в том	1	2
112	на то чтобы	2	2
113	не нуждается ни	1	2
114	и здесь не	1	2
115	мы видели что	2	2
116	может и не	1	2
117	и все же	1	2
118	к нему и	1	2
119	в какой мере	3	2
120	там где она	3	2
121	в это время	1	2
122	имеем в виду	2	2
123	этой точки зрения	2	2
124	том или ином	1	2
125	как и в	1	2
126	в целом ряде	1	2
127	как один из	1	2
128	автор все время	1	2
129	от того что	1	2
130	ничего общего с	2	2
131	если бы оно	1	2
132	на этот вопрос	1	2
133	со всех сторон	1	2
134	в какой это	1	2
135	да и не	1	2
136	если же мы	2	2
137	и с точки	1	2
138	совсем не так	1	2
139	так как они	1	2
140	так же как	2	2
141	мы имеем в	1	2
142	в этом случае	1	2
143	что в нем	3	2
144	или хотя бы	1	2
145	формы и содержания	1	2
146	дело не в	1	2
147	лежит в основе	1	2
148	нуждается ни в	1	2
149	то что так	1	1
150	не могла не	1	1
151	что он не	4	1
152	никак не могут	1	1
153	в историческом развитии	1	1
154	уже говорили что	1	1
155	он полагает что	1	1
156	она никогда не	1	1
157	это то что	1	1
158	каждого из них	1	1
159	несмотря на их	1	1
160	и как бы	2	1
161	то событие которое	1	1
162	и если в	1	1
163	и самая эта	1	1
164	например с точки	1	1
165	том что это	1	1
166	те случаи когда	1	1
167	что в его	1	1
168	вслед за этим	2	1
169	во всей ее	2	1
170	правом может быть	1	1
171	как раз ту	1	1
172	не совпадают и	1	1
173	что в ней	3	1
174	то что он	3	1
175	совершенно прав когда	2	1
176	ней и в	1	1
177	в том как	2	1
178	зрения композиционной это	1	1
179	как это делают	1	1
180	он указывает что	1	1
181	по сравнению с	1	1
182	в его основе	4	1
183	не в этом	1	1
184	то внутреннее противоречие	1	1
185	и все те	2	1
186	она должна быть	3	1
187	и ничем не	1	1
188	что оно не	1	1
189	говорить на языке	1	1
190	самом деле в	1	1
191	что ни одна	1	1
192	автором на ее	1	1
193	фабулы и сюжета	2	1
194	содержания и формы	1	1
195	и на этом	1	1
196	прав когда он	1	1
197	она могла бы	1	1
198	он не может	1	1
199	не можем не	2	1
200	если мы их	1	1
201	и в такой	1	1
202	и во всех	2	1
203	которая нашла свое	1	1
204	в своей основе	1	1
205	задачи стоящей перед	1	1
206	так например в	2	1
207	не к поэтической	1	1
208	его же собственный	1	1
209	согласиться с тем	1	1
210	нельзя согласиться с	1	1
211	они не могут	1	1
212	иллюстрировать в этом	1	1
213	если бы герой	1	1
214	органической связи с	1	1
215	в ней как	1	1
216	но они не	1	1
217	было дано в	1	1
218	и то же	3	1
219	именно из этого	2	1
220	одного и того	1	1
221	идет не о	1	1
222	случае не может	1	1
223	то это лишь	1	1
224	все же в	2	1
225	точки зрения композиционной	1	1
226	это совсем не	1	1
227	трудно не заметить	1	1
228	сюжета если мы	1	1
229	уже в этом	1	1
230	мы знаем что	2	1
231	и в конце	2	1
232	в этом плане	1	1
233	мы уже указывали	1	1
234	том и заключается	1	1
235	с этой стороны	1	1
236	мы можем сказать	1	1
237	произведения и в	1	1
238	как шкловский и	1	1
239	заставляя их действовать	1	1
240	как и всякий	1	1
241	это не просто	3	1
242	где она была	1	1
243	и вместе с	3	1
244	каждого из этих	1	1
245	что в этом	2	1
246	к действительности но	1	1
247	что оно является	1	1
248	главным образом отступления	1	1
249	мы все время	3	1
250	что именно эти	1	1
251	но если бы	2	1
252	ножки например с	1	1
253	и никогда не	2	1
254	до тех пор	2	1
255	а с другой	1	1
256	каждой из них	1	1
257	они как бы	1	1
258	на возможность применения	1	1
259	самому своему существу	1	1
260	его в сторону	1	1
261	и того же	1	1
262	самом деле здесь	2	1
263	состоит в том	2	1
264	его развертывание в	1	1
265	потому что не	1	1
266	как не в	1	1
267	очевидно что в	2	1
268	может быть ее	1	1
269	и там где	1	1
270	по этому поводу	1	1
271	ни к какому	1	1
272	предлагает иллюстрировать в	1	1
273	так как он	1	1
274	это значит что	2	1
275	для нас важно	1	1
276	полном согласии с	1	1
277	сказать что ни	1	1
278	или во всяком	2	1
279	а не только	1	1
280	самом деле он	1	1
281	несмотря на свой	1	1
282	проблема жанра и	1	1
283	из них уже	1	1
284	всего того что	1	1
285	а также и	1	1
286	мы видим что	7	1
287	той же цели	1	1
288	на каждом шагу	1	1
289	существу вовсе не	1	1
290	этом романе главным	1	1
291	в том и	2	1
292	того как мы	1	1
293	таким образом мы	1	1
294	за то что	1	1
295	если так то	1	1
296	взятые сами по	1	1
297	только что он	1	1
298	не по существу	1	1
299	и к ней	1	1
300	тем что в	2	1
301	прежде всего на	1	1
302	в частном случае	1	1
303	на то что	16	1
304	ни в каком	2	1
305	и может быть	3	1
306	здесь не оказывается	1	1
307	бы сказать что	1	1
308	таким образом все	1	1
309	рассказ ведется от	1	1
310	в сторону от	2	1
311	едва ли можно	1	1
312	не имеет никакого	3	1
313	в этом рассказе	3	1
314	которая могла бы	2	1
315	о том что	8	1
316	ни в какой	2	1
317	между материалом и	1	1
318	ясно что это	1	1
319	мы обратимся к	1	1
320	а не по	1	1
321	если мы обратимся	1	1
322	и в самом	15	1
323	таким образом разделение	1	1
324	было бы сказать	2	1
325	обойтись вовсе без	1	1
326	но и не	1	1
327	тот факт что	3	1
328	и не было	1	1
329	что все они	1	1
330	этого слова и	2	1
331	это объясняется тем	1	1
332	всему тому что	1	1
333	можно сказать что	1	1
334	но столь же	1	1
335	только в том	5	1
336	и той же	3	1
337	что при этом	1	1
338	один остроумный художник	1	1
339	что и до	1	1
340	той же мере	1	1
341	в то время	4	1
342	быть понято как	1	1
343	даже в жизни	1	1
344	не вытекает из	1	1
345	в точном смысле	2	1
346	а не из	1	1
347	чтобы показать что	1	1
348	нет у нас	1	1
349	же мы возьмем	1	1
350	идет о самом	1	1
351	отступления ножки например	1	1
352	материала в его	1	1
353	не было бы	2	1
354	между тем эта	1	1
355	не что иное	1	1
356	что иное как	1	1
357	в другую сторону	1	1
358	и все другие	1	1
359	одно и то	3	1
360	романе главным образом	1	1
361	тем же самым	1	1
362	композиционной это будет	1	1
363	одной и той	3	1
364	образом отступления ножки	1	1
365	выбор слов и	1	1
366	у разных авторов	1	1
367	тем резче и	1	1
368	заключается в том	10	1
369	в самом конце	3	1
370	в полном согласии	1	1
371	того если мы	1	1
372	никакого отношения к	1	1
373	что если бы	1	1
374	не могут их	1	1
375	за счет ее	1	1
376	что их теория	1	1
377	и заключается что	1	1
378	но так как	1	1
379	всего этого следует	1	1
380	и в свою	1	1
381	и вступает в	1	1
382	по самому своему	1	1
383	и при этом	1	1
384	но именно в	1	1
385	и что в	2	1
386	же как и	1	1
387	здесь нет и	1	1
388	что такое понимание	1	1
389	одной и другой	1	1
390	том что они	2	1
391	по существу и	1	1
392	было бы показать	1	1
393	в таком виде	2	1
394	никогда не может	2	1
395	между тем в	2	1
396	том случае если	4	1
397	точном смысле этого	3	1
398	между собой не	1	1
399	объясняется тем что	1	1
400	самого начала что	1	1
401	это будет правильно	1	1
402	одна из них	2	1
403	он говорит о	1	1
404	все это в	1	1
405	мы уже говорили	4	1
406	жизни и в	1	1
407	место в этом	1	1
408	к одной и	1	1
409	должен был бы	2	1
410	это и есть	2	1
411	ясно с самого	1	1
412	слова как бы	1	1
413	можно было бы	6	1
414	новые и новые	1	1
415	потому что они	2	1
416	его со всех	1	1
417	по происхождению своему	1	1
