N	2gram	Trubetskoy	SlovoVZh
1	не может	4	16
2	может быть	10	14
3	точки зрения	13	14
4	как бы	12	13
5	и его	1	13
6	таким образом	22	12
7	и в	26	12
8	отношению к	3	11
9	по отношению	1	11
10	в нашем	1	11
11	и не	8	10
12	так как	9	9
13	если бы	3	9
14	прежде всего	2	8
15	творца и	2	7
16	сказать что	2	7
17	в ней	1	6
18	с помощью	1	6
19	в том	11	6
20	в процессе	2	6
21	только в	4	6
22	в нем	4	6
23	при этом	3	6
24	можно сказать	3	5
25	что мы	2	5
26	хотя бы	3	5
27	то же	4	5
28	а не	5	5
29	в виду	2	5
30	то что	7	5
31	в жизни	1	5
32	как и	1	5
33	как в	1	5
34	том что	7	5
35	и следовательно	1	5
36	но в	7	5
37	никогда не	5	5
38	в самом	4	4
39	и к	5	4
40	и на	2	4
41	не только	10	4
42	ни было	2	4
43	и является	2	4
44	его в	1	4
45	с другой	8	4
46	не в	2	4
47	отношение к	5	4
48	так и	6	4
49	уже не	3	4
50	жизни и	2	4
51	в этом	15	4
52	все же	6	4
53	к нему	7	4
54	бы то	2	3
55	как к	1	3
56	и с	10	3
57	находит свое	1	3
58	до сих	5	3
59	это как	1	3
60	и более	1	3
61	в котором	4	3
62	и по	4	3
63	и пр	1	3
64	так называемой	2	3
65	мы не	1	3
66	то ни	2	3
67	между тем	2	3
68	для него	3	3
69	с ним	1	3
70	того что	3	3
71	быть и	2	3
72	когда он	3	3
73	тем не	3	3
74	все это	6	3
75	он должен	1	3
76	ни в	1	3
77	конечно не	2	3
78	по себе	1	3
79	так же	5	3
80	в них	2	3
81	из общего	1	3
82	в каком	1	3
83	этой точки	2	3
84	самом деле	1	3
85	только на	1	3
86	но для	1	3
87	в себе	6	3
88	ясно что	3	3
89	все эти	6	3
90	о том	6	3
91	в своей	1	3
92	здесь не	1	3
93	не менее	3	3
94	из этого	2	3
95	и проч	2	3
96	в такой	1	3
97	да и	1	3
98	но и	9	3
99	и для	5	3
100	и ее	1	3
101	и наконец	2	3
102	сих пор	5	3
103	не к	2	3
104	еще не	2	3
105	что в	9	2
106	все они	1	2
107	нет ничего	1	2
108	перестает быть	2	2
109	но это	1	2
110	не так	1	2
111	и потому	6	2
112	и другие	3	2
113	ни на	1	2
114	социальной жизни	1	2
115	мы можем	2	2
116	в данном	1	2
117	в душе	1	2
118	в то	4	2
119	данном случае	1	2
120	в момент	1	2
121	и закономерностью	1	2
122	зависит от	1	2
123	поскольку они	1	2
124	с одной	7	2
125	совпадает с	1	2
126	уже в	2	2
127	там где	1	2
128	в его	5	2
129	с этой	3	2
130	это не	1	2
131	одной стороны	7	2
132	относится к	2	2
133	дело с	1	2
134	с точки	6	2
135	мы имеем	2	2
136	кроме того	1	2
137	тогда когда	2	2
138	в себя	1	2
139	но тем	1	2
140	те же	2	2
141	но все	7	2
142	но зато	1	2
143	от этой	1	2
144	тесную связь	1	2
145	из него	2	2
146	и что	4	2
147	что и	6	2
148	формой и	1	2
149	в отношении	6	2
150	же самое	2	2
151	другой стороны	1	2
152	и те	3	2
153	как не	1	2
154	в этих	4	2
155	тому же	5	2
156	связь с	2	2
157	соприкасается с	1	2
158	на это	1	2
159	имеем в	1	2
160	к ним	3	2
161	и здесь	2	2
162	как на	8	2
163	и все	2	2
164	но не	8	2
165	общего с	2	2
166	не есть	1	2
167	могут быть	1	2
168	значения и	1	2
169	героев и	2	2
170	с другими	4	2
171	в своем	3	2
172	в корне	1	2
173	вместе с	15	2
174	место в	1	2
175	к его	2	2
176	настоящее время	1	2
177	такой же	1	2
178	и так	1	2
179	до известной	1	2
180	с его	2	2
181	на все	2	2
182	его к	1	2
183	является для	1	2
184	известной степени	1	2
185	к этому	3	2
186	между собой	1	2
187	он не	4	2
188	в чем	1	2
189	в настоящее	1	2
190	и совершенно	1	2
191	как только	1	2
192	ничего не	1	2
193	или иным	1	1
194	все в	1	1
195	и мир	2	1
196	к одному	1	1
197	себе в	1	1
198	они являются	1	1
199	то в	1	1
200	во всяком	6	1
201	это и	1	1
202	что они	1	1
203	нему в	1	1
204	во всех	2	1
205	вошли в	1	1
206	не является	1	1
207	а с	7	1
208	что оно	4	1
209	к другу	2	1
210	этой задачи	2	1
211	та же	1	1
212	было в	1	1
213	близости к	1	1
214	с самого	3	1
215	на нечто	1	1
216	друг к	1	1
217	природы это	1	1
218	на этом	1	1
219	них в	1	1
220	то есть	4	1
221	и сейчас	2	1
222	не нужен	1	1
223	должно быть	1	1
224	мы уже	1	1
225	к одной	2	1
226	т.е к	1	1
227	так для	1	1
228	и того	1	1
229	что этому	1	1
230	от нее	1	1
231	но при	2	1
232	в свою	2	1
233	в значительной	3	1
234	входит в	1	1
235	только как	1	1
236	случае мы	1	1
237	что уже	1	1
238	того чтобы	5	1
239	он как	1	1
240	и их	1	1
241	особенно важное	1	1
242	не должно	1	1
243	социальной группе	1	1
244	и менее	1	1
245	несмотря на	6	1
246	признать что	2	1
247	обстоит дело	1	1
248	к общему	1	1
249	что это	3	1
250	характерны для	1	1
251	оно является	2	1
252	и тогда	4	1
253	так называемые	3	1
254	этом отношении	2	1
255	это уже	1	1
256	о чем	1	1
257	мы должны	6	1
258	в ее	1	1
259	это по	1	1
260	становятся все	1	1
261	и больше	2	1
262	не как	2	1
263	нельзя все	1	1
264	должны быть	1	1
265	в качестве	3	1
266	и некоторые	1	1
267	ее нет	1	1
268	всех других	2	1
269	пор не	1	1
270	нас остается	1	1
271	в одном	3	1
272	в области	9	1
273	одно из	2	1
274	у нас	1	1
275	на которой	1	1
276	кто же	1	1
277	и делает	1	1
278	а между	1	1
279	в результате	3	1
