1	в то же	7	13
2	то же время	7	13
3	но в то	1	7
4	для того чтобы	1	5
5	с другой стороны	1	5
6	но и в	2	4
7	с точки зрения	3	4
8	с одной стороны	3	4
9	в том числе	2	4
10	не только в	4	3
11	в большинстве случаев	1	3
12	том числе и	1	3
13	в xix веке	1	3
14	в отличие от	1	3
15	за то что	1	2
16	по сравнению с	1	2
17	и в то	2	2
18	в настоящее время	1	2
19	во всяком случае	1	2
20	в том что	4	2
21	одной стороны и	2	2
22	с того света	1	2
23	же в этой	1	2
24	в основном и	1	2
25	не может быть	1	2
26	в эту эпоху	1	2
27	мы знаем что	1	1
28	и вот как	1	1
29	в полной мере	2	1
30	и потому в	2	1
31	и в частности	1	1
32	более или менее	1	1
33	можно судить по	1	1
34	и в этом	1	1
35	хотя бы и	1	1
36	само по себе	1	1
37	выходцы с того	1	1
38	там где он	1	1
39	и то что	1	1
40	в отрыве от	1	1
41	что уже в	1	1
42	и не может	1	1
43	заключается в том	2	1
44	в различных формах	1	1
45	но также и	1	1
46	том что в	1	1
47	в применении к	1	1
48	в собственном смысле	1	1
49	в значительной мере	2	1
50	одна из важнейших	1	1
51	и есть в	1	1
52	как она есть	1	1
53	и еще в	1	1
