N	3gram	Ircho_Kome	Problema
1	тем не менее	3	56
2	о том что	7	39
3	в том что	15	37
4	и т д	1	33
5	то же самое	3	30
6	в настоящее время	1	30
7	в связи с	3	29
8	по крайней мере	1	26
9	во всяком случае	3	25
10	с другой стороны	2	25
11	с точки зрения	6	25
12	в конце концов	3	23
13	сама по себе	1	21
14	на то что	1	19
15	для того чтобы	8	17
16	в то же	11	17
17	точно так же	1	16
18	как будто бы	1	14
19	до сих пор	12	14
20	в этом случае	2	14
21	ничего общего с	1	13
22	можно было бы	1	13
23	не может быть	1	12
24	так или иначе	3	12
25	в н э	1	12
26	и в частности	1	12
27	и в этом	1	12
28	можно сказать что	1	12
29	в то время	3	12
30	то время как	3	12
31	бы то ни	3	11
32	с одной стороны	4	11
33	и тем самым	1	10
34	вместе с тем	5	10
35	более или менее	2	10
36	вовсе не является	1	10
37	не только в	1	10
38	по этому поводу	1	9
39	имеет ничего общего	1	9
40	не имеет ничего	1	9
41	не говоря уже	2	9
42	никак не может	1	8
43	только в том	1	8
44	может быть только	1	8
45	потому что он	1	8
46	о том как	5	7
47	говоря уже о	2	7
48	а может быть	1	7
49	к тому же	9	7
50	но и в	1	7
51	может быть даже	1	7
52	не о чем	1	7
53	того же автора	2	7
54	с самого начала	5	7
55	в этой области	1	7
56	но никак не	1	7
57	хотя и не	2	7
58	а то что	1	6
59	в самом деле	13	6
60	и тем более	2	6
61	так и в	1	6
62	и в его	1	6
63	едва ли кто-нибудь	1	6
64	то ни было	3	6
65	на первый план	1	6
66	в этом отношении	2	6
67	в собственном смысле	1	5
68	в чем не	2	5
69	на этот раз	2	5
70	в первую очередь	2	5
71	и о том	1	5
72	имеем в виду	2	5
73	так же как	1	5
74	в том виде	1	5
75	до н э	1	5
76	в том числе	2	5
77	в зависимости от	1	5
78	том виде как	1	5
79	в какой мере	2	5
80	не был бы	1	5
81	не менее в	1	5
82	том что он	1	5
83	ни в чем	2	5
84	друг от друга	1	4
85	том числе и	2	4
86	но все же	3	4
87	в том чтобы	1	4
88	этой точки зрения	1	4
89	до тех пор	5	4
90	не было бы	1	4
91	у того же	4	4
92	и в своей	1	4
93	даже если бы	1	4
94	вопрос о том	1	4
95	здесь не только	1	4
96	собственном смысле слова	1	4
97	именно потому что	2	4
98	само собой разумеется	3	4
99	равно как и	3	4
100	в это время	1	4
101	как мы видели	1	4
102	подобно тому как	1	4
103	там и здесь	3	4
104	то обстоятельство что	3	4
105	одной стороны и	2	3
106	то что он	1	3
107	то что не	1	3
108	потому что она	1	3
109	то ясно что	1	3
110	таким образом что	1	3
111	но если бы	1	3
112	в отличие от	3	3
113	и того же	1	3
114	к тому что	1	3
115	в тех случаях	1	3
116	за то что	1	3
117	то что и	1	3
118	в чем же	2	3
119	себе отчет в	1	3
120	если бы не	1	3
121	тех случаях когда	1	3
122	тем что он	1	3
123	что и в	2	3
124	с этой точки	1	3
125	если бы он	3	3
126	отнюдь не является	1	3
127	по сравнению с	3	3
128	несмотря на то	1	3
129	только тем что	1	3
130	одного и того	1	3
131	и в то	2	3
132	том что в	1	3
133	и никогда не	1	3
134	если не считать	1	3
135	тому что в	1	3
136	и ничего не	1	3
137	далеко не всегда	1	3
138	после того как	3	3
139	и для этого	1	2
140	по отношению к	4	2
141	и т п	4	2
142	один из них	1	2
143	таким образом если	1	2
144	каждой из них	2	2
145	что никогда не	1	2
146	но как раз	1	2
147	понимать именно как	1	2
148	это не так	1	2
149	в этом же	1	2
150	и без всякого	1	2
151	в последние десятилетия	2	2
152	один и тот	3	2
153	однако едва ли	1	2
154	в г в	1	2
155	таким образом в	1	2
156	в этих условиях	1	2
157	и для нас	1	2
158	в до н	1	2
159	мы не можем	1	2
160	в нем только	1	2
161	сам он не	1	2
162	и все же	2	2
163	что он не	3	2
164	и тот же	3	2
165	в других случаях	1	2
166	мы имеем в	2	2
167	в каждом из	2	2
168	у плавта и	1	2
169	в том же	2	2
170	так что он	1	2
171	и не имеет	1	2
172	друг на друга	1	2
173	ни один из	1	2
174	не было и	1	2
175	в нем не	1	2
176	из них не	1	2
177	а не в	1	2
178	только на то	1	2
179	так как он	2	2
180	в свою очередь	10	2
181	и в том	1	2
182	и не может	1	2
183	он должен быть	1	2
184	смысле слова мы	1	2
185	в нем и	1	2
186	едва ли можно	1	2
187	мы убеждаемся в	1	2
188	мы находим у	1	2
189	как раз в	1	2
190	нет и речи	3	2
191	что и здесь	1	2
192	у меня в	2	2
193	iii в н	1	2
194	искал утешения в	1	2
195	и в самом	7	2
196	и там и	3	2
197	в основе своей	2	2
198	говорил о том	1	1
199	одного из них	1	1
200	что весь этот	1	1
201	к этому что	1	1
202	нечто большее чем	1	1
203	что она не	1	1
204	с тем он	1	1
205	каждом из нас	1	1
206	нет ничего кроме	1	1
207	каждый из которых	1	1
208	мере в какой	1	1
209	в середине iv	1	1
210	таким образом на	1	1
211	происходит от греческого	1	1
212	как впрочем и	1	1
213	об этом не	1	1
214	таким же образом	1	1
215	что к нему	1	1
216	и после этого	1	1
217	словом если в	1	1
218	заметим впрочем что	1	1
219	но и он	1	1
220	что речь идет	1	1
221	он был и	1	1
222	тоже ничего не	1	1
223	но при этом	1	1
224	в силу этого	1	1
225	и не столь	1	1
226	в разговоре с	1	1
227	наше представление о	1	1
228	случайно попавший в	1	1
229	в одной точке	1	1
230	и если в	1	1
231	речь идет о	3	1
232	в самой общей	1	1
233	они относятся к	1	1
234	отдать себе отчет	1	1
235	остается то что	1	1
236	потому что при	1	1
237	все что угодно	1	1
238	себя самого во	1	1
239	и далеко не	1	1
240	ничем не отличаются	1	1
241	на этот вопрос	1	1
242	дошедших до нас	3	1
243	совсем другой смысл	1	1
244	но вместе с	1	1
245	только один из	1	1
246	точки зрения самого	1	1
247	и не требует	1	1
248	гораздо ближе к	1	1
249	же образом как	1	1
250	не нуждается в	1	1
251	к вопросу о	1	1
252	поры до времени	1	1
253	уж говорить о	1	1
254	таким образом и	2	1
255	к ней и	1	1
256	по самой своей	1	1
257	в той же	1	1
258	и здесь не	1	1
259	в отместку за	1	1
260	чуть ли не	2	1
261	в которой все	1	1
262	на задний план	1	1
263	приходит к мысли	2	1
264	по существу своему	1	1
265	в каждой из	1	1
266	с которой она	1	1
267	при его жизни	1	1
268	как это было	1	1
269	малейшего намека на	1	1
270	собой разумеется что	3	1
271	и в дальнейшем	1	1
272	с собой не	1	1
273	и до сих	1	1
274	быть даже в	1	1
275	не в их	1	1
276	и есть тот	1	1
277	и к тому	2	1
278	самого начала не	1	1
279	еще раз в	1	1
280	мало общего с	1	1
281	которая была названа	1	1
282	состоит в том	2	1
283	так как будто	1	1
284	тому же он	1	1
285	говорит о своей	1	1
286	в одной из	1	1
287	не говорил о	1	1
288	почти во всех	1	1
289	то мы не	1	1
290	об этом можно	1	1
291	в трагедии и	1	1
292	мы имеем полное	1	1
293	и все его	1	1
294	здесь нет и	3	1
295	одной стороны он	1	1
296	то по крайней	1	1
297	нового времени в	1	1
298	все тот же	1	1
299	том в чем	1	1
300	и исчезает в	1	1
301	мы можем найти	1	1
302	к себе на	1	1
303	но прежде чем	1	1
304	или вовсе не	1	1
305	тот конечно не	1	1
306	но больше всего	1	1
307	тем что она	1	1
308	не менее и	1	1
309	к ним как	1	1
310	на родину в	1	1
311	самой общей форме	1	1
312	разобраться в том	1	1
313	нет ни одного	1	1
314	обстоит дело с	3	1
315	и не знает	1	1
316	и нуждается в	1	1
317	несколько слов о	1	1
318	когда он был	1	1
319	и что их	1	1
320	таким образом каждая	1	1
321	в самом начале	1	1
322	хотя может быть	1	1
323	ясно что ни	1	1
324	трагедии и в	2	1
325	тому как мы	1	1
326	том что его	1	1
327	дошедшего до нас	1	1
328	сих пор не	2	1
329	она должна быть	1	1
