N	3gram	Losev_Prob	NovoeSre
1	не может быть	5	4
2	xix и xx	1	4
3	и xx веков	1	3
4	подобно тому как	2	3
5	не значит что	1	3
6	вопрос о том	2	2
7	в том и	1	2
8	ни одна из	2	2
9	вместе с тем	2	2
10	и должно быть	1	2
11	так же как	2	2
12	в этом смысле	8	2
13	что в нем	4	2
14	он не может	1	2
15	когда мы говорим	2	2
16	с одной стороны	4	2
17	с другой стороны	7	2
18	в свои права	1	2
19	это не значит	1	2
20	сказать что все	2	1
21	сами по себе	5	1
22	прежде всего как	2	1
23	в том что	7	1
24	споры о том	1	1
25	в том случае	2	1
26	и для чего	1	1
27	до сих пор	6	1
28	то нет и	2	1
29	но такого рода	1	1
30	хотя и в	1	1
31	будет сказать что	3	1
32	не ставит никаких	1	1
33	от того чтобы	1	1
34	как будто бы	4	1
35	и потому что	1	1
36	что она не	1	1
37	вообще не существует	2	1
38	отказаться от того	1	1
39	в зависимости от	1	1
40	не только потому	1	1
41	и в последние	1	1
42	и это есть	1	1
43	но для этого	1	1
44	том числе и	2	1
45	можно было бы	4	1
46	то что он	3	1
47	только потому что	3	1
48	не только в	3	1
49	помнить что в	1	1
50	но и в	3	1
51	для этого она	1	1
52	этом смысле о	1	1
53	в том чтобы	1	1
54	не было и	1	1
55	мы говорим что	2	1
56	есть прежде всего	3	1
57	необходимо перейти к	1	1
58	о том что	16	1
59	же как и	1	1
60	что в этом	1	1
61	и того же	2	1
62	не могут быть	1	1
63	потому что не	1	1
64	выходит за пределы	1	1
65	нужно помнить что	1	1
66	а не в	1	1
67	как и в	1	1
68	то что в	4	1
69	том случае если	1	1
70	не имеют никакого	1	1
71	во всяком случае	11	1
72	вступает в свои	1	1
73	та или иная	1	1
74	и во всех	1	1
75	в том числе	2	1
76	никогда не могла	1	1
77	значение и не	1	1
78	это значит что	3	1
79	мы конечно не	1	1
80	себе и в	2	1
81	а не к	1	1
82	должно быть в	1	1
83	в то время	2	1
84	имея в виду	1	1
85	то время как	2	1
86	в известном смысле	1	1
87	не будет и	1	1
88	есть по существу	1	1
89	и не может	1	1
90	одного и того	2	1
91	может быть только	2	1
