N	2gram	Bakhtin_Fr	VLabPisa
1	таким образом	22	32
2	в этом	28	29
3	не только	21	26
4	и в	68	26
5	и т	1	25
6	может быть	10	23
7	и не	25	20
8	хотя бы	2	20
9	художественного творчества	1	19
10	не может	5	17
11	в его	21	15
12	в том	12	15
13	этом отношении	4	14
14	все это	6	13
15	прежде всего	23	13
16	в качестве	2	12
17	вот что	1	12
18	в частности	4	12
19	как это	1	12
20	что в	14	11
21	с другой	8	11
22	из них	8	11
23	то же	14	10
24	не могут	1	10
25	в художественном	3	10
26	о том	5	10
27	но и	17	10
28	по этому	1	10
29	и др	9	10
30	для него	7	9
31	как видим	1	9
32	об этом	3	9
33	он пишет	1	9
34	к этому	6	9
35	другой стороны	5	8
36	только в	9	8
37	по словам	2	8
38	художника и	1	8
39	все эти	16	8
40	вместе с	4	8
41	том что	6	8
42	было бы	4	8
43	в своем	11	8
44	в основном	7	7
45	это не	5	7
46	говорит о	2	7
47	в году	11	7
48	в конечном	1	7
49	не было	7	7
50	по отношению	3	7
51	тому что	1	7
52	как и	17	7
53	их в	7	7
54	действительности и	1	7
55	во всех	8	7
56	а не	6	7
57	то что	11	7
58	главным образом	3	7
59	отношению к	2	7
60	же в	2	7
61	в нем	12	7
62	из этих	2	7
63	один из	9	6
64	произведения как	1	6
65	у него	14	6
66	более или	1	6
67	все же	6	6
68	это и	4	6
69	бы и	1	6
70	он же	1	6
71	не в	2	6
72	между тем	3	6
73	художественном творчестве	1	6
74	так и	8	6
75	художественного произведения	1	6
76	в себе	5	6
77	или менее	1	6
78	том же	4	6
79	и его	26	6
80	в то	14	6
81	образы и	1	5
82	даже в	4	5
83	в результате	1	5
84	в их	6	5
85	в них	19	5
86	связи с	8	5
87	одним из	2	5
88	конечном счете	1	5
89	работы над	1	5
90	перед нами	4	5
91	он говорит	6	5
92	на основе	3	5
93	и образов	4	5
94	для художника	1	5
95	и при	2	5
96	в одном	7	5
97	в пределах	1	5
98	же время	13	5
99	как бы	7	5
100	в целом	3	5
101	сказать что	3	5
102	в плане	3	5
103	и есть	5	5
104	никогда не	2	5
105	в самом	6	4
106	ее в	1	4
107	только что	1	4
108	вот как	4	4
109	в ее	5	4
110	как раз	8	4
111	жорж санд	1	4
112	можно сказать	2	4
113	что для	2	4
114	в этой	15	4
115	что все	2	4
116	что он	7	4
117	равно как	2	4
118	в виду	8	4
119	в романе	24	4
120	с тем	1	4
121	с ними	4	4
122	художественном произведении	1	4
123	в своей	11	4
124	одном из	2	4
125	роль в	7	4
126	с его	6	4
127	чем же	1	4
128	для его	1	4
129	в связи	7	4
130	когда он	1	4
131	в нашей	2	4
132	них не	2	4
133	из его	2	4
134	одна из	3	4
135	отнюдь не	1	4
136	во время	17	4
137	и ее	3	4
138	образов и	2	4
139	и к	4	3
140	что они	3	3
141	видели что	1	3
142	что оно	1	3
143	и он	2	3
144	что у	2	3
145	этот процесс	4	3
146	мы знаем	3	3
147	мы имеем	2	3
148	того что	3	3
149	никак не	3	3
150	но как	5	3
151	видеть в	2	3
152	что и	3	3
153	у нас	4	3
154	подобно тому	2	3
155	его в	7	3
156	в форме	3	3
157	др в	1	3
158	если бы	3	3
159	или в	3	3
160	говорит в	1	3
161	из приведенных	1	3
162	именно в	5	3
163	в конце	8	3
164	например в	2	3
165	момент в	2	3
166	между ними	4	3
167	и как	5	3
168	в слове	2	3
169	же и	4	3
170	от мая	1	3
171	явлений и	1	3
172	не столь	1	3
173	большей или	3	3
174	том как	1	3
175	мира и	4	3
176	что пишет	1	3
177	вовсе не	18	3
178	с этим	2	3
179	а в	3	3
180	что не	1	3
181	некоторые из	4	3
182	как о	2	3
183	в котором	3	3
184	даже и	3	3
185	в противоположность	2	3
186	в значительной	3	3
187	но даже	2	3
188	того чтобы	6	3
189	для того	5	3
190	тому как	2	3
191	так называемые	2	3
192	и образы	3	3
193	и их	5	3
194	всех других	1	3
195	как он	4	3
196	далеко не	3	3
197	так же	3	3
198	при помощи	1	3
199	при всем	1	3
200	в творчестве	5	3
201	или меньшей	3	3
202	как на	3	3
203	нет и	1	3
204	это делает	1	3
205	систему образов	1	3
