N	3gram	Losev_Prob	EvropaiE
1	с точки зрения	13	16
2	в то же	2	15
3	то же время	1	14
4	с одной стороны	5	8
5	в том что	13	6
6	этой точки зрения	2	5
7	для того чтобы	3	5
8	с этой точки	2	5
9	того или иного	2	4
10	той или иной	4	4
11	не только в	5	4
12	то ни было	2	4
13	бы то ни	4	4
14	и в этом	1	4
15	в той или	2	3
16	можно было бы	2	3
17	в этом смысле	4	3
18	ту или иную	1	3
19	во всяком случае	6	3
20	можно сказать что	4	3
21	и прежде всего	2	3
22	в известном смысле	1	3
23	в этом отношении	4	3
24	так и в	1	2
25	но не только	1	2
26	в одном из	1	2
27	сказать что в	1	2
28	каких бы то	1	2
29	и в частности	4	2
30	себе в виде	1	2
31	высокой и совершенной	1	2
32	как мы видели	1	2
33	и притом в	1	2
34	но в то	2	2
35	и только в	1	2
36	не может быть	2	2
37	на то что	2	2
38	в большинстве случаев	1	2
39	в данном случае	5	2
40	прежде всего в	1	2
41	заключается в том	1	2
42	хотя бы в	1	2
43	только в том	2	2
44	то что в	2	2
45	в свою очередь	2	2
46	с другой стороны	7	2
47	не говоря уже	2	2
48	подобно этому и	1	1
49	и т д	1	1
50	говорить не о	1	1
51	хотя и не	3	1
52	кроме того что	1	1
53	как это мы	2	1
54	как одно из	1	1
55	в одной из	1	1
56	именно потому что	1	1
57	оставить в стороне	1	1
58	и с точки	1	1
59	то есть в	5	1
60	чуть ли не	1	1
61	дело в том	4	1
62	а именно в	3	1
63	о котором мы	1	1
64	мы находим у	1	1
65	настоящего и будущего	1	1
66	то или иное	1	1
67	в значительной мере	3	1
68	их можно было	1	1
69	к тому что	1	1
70	но и в	2	1
71	и сейчас в	1	1
72	том смысле что	1	1
73	для нас в	2	1
74	том числе и	1	1
75	последнее время в	1	1
76	что наряду с	1	1
77	тех или иных	2	1
78	то время как	4	1
79	не кто иной	2	1
80	в том смысле	2	1
81	еще далеко не	1	1
82	этому и в	1	1
83	мы хотели бы	2	1
84	во всем его	1	1
85	несмотря на то	1	1
86	и то и	1	1
87	не будет ли	1	1
88	как и его	2	1
89	только в виде	2	1
90	и человеческой жизни	1	1
91	то и другое	5	1
92	выше не только	1	1
93	в каком смысле	1	1
94	человеческой жизни вообще	1	1
95	в силу этого	1	1
96	вовсе не в	1	1
97	в связи с	11	1
98	так и с	1	1
99	и не в	2	1
100	в том же	1	1
101	и не было	1	1
102	в последнее время	1	1
103	в том числе	2	1
104	насколько можно судить	1	1
105	человеческого рода и	1	1
106	того что мы	1	1
107	это значит что	2	1
108	в нем и	2	1
109	связи с этим	1	1
110	говоря уже о	2	1
111	только и можно	3	1
112	и для всех	1	1
113	в то время	4	1
114	только тогда когда	3	1
115	более или менее	1	1
116	также и в	2	1
117	кто иной как	2	1
118	но так как	1	1
119	но и для	1	1
120	и для того	1	1
121	к тому же	5	1
122	нет дыма без	1	1
123	но в смысле	1	1
124	а также и	3	1
125	если оставить в	1	1
126	ставится вопрос о	1	1
127	друг к другу	1	1
