N	3gram	Vygotskiy_	Problema
1	тем не менее	4	56
2	о том что	4	39
3	в том что	24	37
4	то же самое	11	30
5	в настоящее время	1	30
6	в данном случае	5	28
7	той или иной	2	26
8	во всяком случае	1	25
9	с другой стороны	3	25
10	с точки зрения	31	25
11	содержит в себе	4	23
12	в конце концов	1	23
13	сам по себе	2	21
14	сама по себе	1	21
15	и то что	5	20
16	на то что	5	19
17	в этом смысле	2	19
18	как раз и	1	18
19	для того чтобы	24	17
20	в то же	2	17
21	точно так же	3	16
22	же самое время	1	16
23	то что мы	3	15
24	до сих пор	6	14
25	не что иное	1	14
26	что иное как	1	14
27	в этом случае	15	14
28	ничего общего с	1	13
29	это значит что	1	13
30	на самом деле	2	13
31	можно было бы	5	13
32	не может быть	6	12
33	и в этом	2	12
34	можно сказать что	7	12
35	в то время	8	12
36	то время как	7	12
37	есть не что	1	11
38	с одной стороны	7	11
39	по своему содержанию	1	10
40	и тем самым	8	10
41	не только не	11	10
42	вместе с тем	6	10
43	не только в	2	10
44	по этому поводу	3	9
45	то и другое	4	9
46	никак не может	1	8
47	самом же деле	1	8
48	на самом же	1	8
49	только в том	2	8
50	потому что он	4	8
51	только тогда когда	1	8
52	заключается в том	9	8
53	о том как	1	7
54	к тому же	1	7
55	чем иным как	2	7
56	но и в	1	7
57	с самого начала	13	7
58	не чем иным	2	7
59	в этой области	2	7
60	в том или	1	7
61	в значительной мере	2	7
62	мы находим в	2	7
63	это и есть	1	7
64	только потому что	3	7
65	по себе но	1	6
66	в самом деле	4	6
67	и то же	3	6
68	так и в	1	6
69	но отнюдь не	1	6
70	ни в какой	2	6
71	то что в	1	6
72	на первый план	1	6
73	в том смысле	2	6
74	есть прежде всего	1	6
75	здесь не в	1	6
76	в этом отношении	7	6
77	само по себе	1	6
78	в собственном смысле	4	5
79	только о том	1	5
80	в первую очередь	3	5
81	мы говорили выше	2	5
82	так же как	13	5
83	том смысле что	2	5
84	с первого взгляда	1	5
85	в том числе	2	5
86	мы могли бы	9	5
87	до некоторой степени	1	5
88	в зависимости от	6	5
89	сих пор мы	1	5
90	по себе и	1	5
91	не просто как	1	5
92	в какой мере	2	5
93	какой мере не	2	5
94	одно и то	3	5
95	том что он	2	5
96	же как и	3	5
97	потому что они	2	5
98	у нас в	1	4
99	друг от друга	3	4
100	то в чем	2	4
101	как мы уже	2	4
102	как это мы	1	4
103	том числе и	2	4
104	и вместе с	2	4
105	но все же	1	4
106	у нас и	1	4
107	в одном случае	2	4
108	мы имеем дело	2	4
109	и тем же	2	4
110	с большим трудом	1	4
111	мы видели выше	1	4
112	в том чтобы	1	4
113	том или другом	1	4
114	этой точки зрения	4	4
115	до тех пор	1	4
116	и в своей	1	4
117	дело здесь не	1	4
118	также и в	1	4
119	даже если бы	1	4
120	вопрос о том	1	4
121	собственном смысле слова	1	4
122	несет на себе	1	4
123	именно потому что	1	4
124	и во всяком	1	4
125	не потому что	1	4
126	одним и тем	2	4
127	как мы видели	7	4
128	подобно тому как	2	4
129	есть то что	1	4
130	во всех этих	1	4
131	так что в	2	4
132	там и здесь	1	4
133	друг к другу	3	4
134	одной стороны и	4	3
135	чем перейти к	3	3
136	то что он	1	3
137	и никак не	1	3
138	о чем мы	2	3
139	прежде чем перейти	3	3
140	таким образом что	1	3
141	нельзя сказать что	1	3
142	в отличие от	4	3
143	в отдельности и	1	3
144	это же самое	1	3
145	и того же	3	3
146	к тому что	10	3
147	представим себе что	1	3
148	то тем самым	1	3
149	ни о каких	1	3
150	как и в	4	3
151	потому что все	1	3
152	как мы его	1	3
153	именно в этом	3	3
154	что мы можем	1	3
155	с тем что	1	3
156	как мы увидим	1	3
157	тем что он	1	3
158	что и в	1	3
159	с этой точки	4	3
160	тот факт что	2	3
161	должны были бы	1	3
162	по сравнению с	20	3
163	несмотря на то	1	3
164	мы увидим ниже	1	3
165	никак не мог	1	3
166	и есть то	1	3
167	одного и того	3	3
168	случае не может	1	3
169	то что она	1	3
170	хотя и в	2	3
171	если бы мы	1	3
172	том что в	3	3
173	в известном смысле	2	3
174	тому что в	1	3
175	и может быть	1	3
176	от того что	2	3
177	того что мы	1	3
178	к выводу что	3	3
179	этой последней в	1	3
180	и ничего не	1	3
181	после того как	1	3
182	в сущности говоря	6	3
183	вещи и ее	1	3
184	но то что	2	2
185	все больше и	2	2
186	самое время и	1	2
187	том что это	1	2
188	мы нашли в	1	2
189	по отношению к	9	2
190	было бы в	1	2
191	о которых мы	3	2
192	не могут не	4	2
193	в учении о	6	2
194	не совпадает с	4	2
195	с теми или	1	2
196	не может существовать	2	2
197	сказать что в	1	2
198	нечто такое что	2	2
199	но и вообще	1	2
200	и к его	1	2
201	таким образом если	1	2
202	в настоящей работе	2	2
203	понятия но и	2	2
204	но только в	1	2
205	это и значит	1	2
206	но также и	1	2
207	уже это одно	1	2
208	как показывает исследование	5	2
209	если это так	1	2
