N	4gram	Vygotskiy_	Problemy
1	в том что он	3	5
2	мы уже говорили что	1	4
3	как мы уже говорили	1	3
4	в то время как	3	3
5	одно и то же	3	3
6	одна и та же	2	2
7	и в этом отношении	1	2
8	том и другом случае	1	1
9	это было так то	1	1
10	что до сих пор	2	1
11	если бы герой был	1	1
12	можно было бы сказать	1	1
13	обычном смысле этого слова	1	1
14	к тому чтобы заставить	1	1
15	но все было напрасно	1	1
16	уже с самого начала	1	1
17	мы увидим что это	2	1
18	в обычном смысле этого	1	1
19	и то же слово	1	1
20	там где дело идет	1	1
21	и т п с	1	1
22	в таком случае это	1	1
23	все более и более	4	1
24	могли бы сказать так	1	1
25	скорее на то что	1	1
26	может быть понято как	1	1
27	то что он не	1	1
28	о которых мы упоминали	1	1
29	одного и того же	1	1
30	и вместе с тем	3	1
31	что в нем есть	1	1
32	с другой стороны мы	1	1
33	один и тот же	1	1
34	и в самом деле	14	1
35	если бы это было	1	1
36	как если бы оно	1	1
37	мы должны были бы	1	1
38	заключается в том что	8	1
39	все больше и больше	2	1
40	или во всяком случае	2	1
41	не кто иной как	1	1
42	в самом деле в	1	1
43	в данном случае и	1	1
44	в том и другом	1	1
45	и основной стилистический прием	1	1
46	на то что он	1	1
47	так же как и	1	1
48	мы могли бы сказать	1	1
49	не в том что	1	1
50	бы это было так	1	1
51	до сих пор не	1	1
52	где дело идет о	1	1
53	в том или ином	1	1
54	и каждый из них	1	1
