N	4gram	Vygotskiy_	Narrotol
1	состоит в том что	1	6
2	одного и того же	1	2
3	одно и то же	3	2
4	точно так же как	1	2
5	с этой точки зрения	2	1
6	в том смысле что	1	1
7	не что иное как	1	1
8	прежде всего тем что	1	1
9	в том смысле как	1	1
10	и то же слово	1	1
11	в той же мере	1	1
12	одна и та же	2	1
13	той степени в какой	1	1
14	в то время как	3	1
15	бросается в глаза что	1	1
16	один и тот же	1	1
17	к тому или иному	1	1
18	и в самом деле	14	1
19	с этой стороны может	1	1
20	ни одна из них	1	1
21	и целый ряд других	1	1
22	которая состоит в том	1	1
23	в том что он	3	1
24	если бы перед нами	1	1
25	как и всякий другой	1	1
26	свидетельствует о том что	1	1
27	в том случае если	4	1
28	одна из них не	1	1
29	этой стороны может быть	1	1
30	и с точки зрения	1	1
31	из них не может	1	1
32	том случае если она	2	1
33	в той степени в	1	1
34	может быть определена как	1	1
35	не в том что	1	1
36	ответ на этот вопрос	1	1
37	в том или ином	1	1
