N	4gram	Propp_Isto	StatiiOP
1	дело в том что	2	9
2	и т д но	2	6
3	в то время как	3	5
4	в том отношении что	1	4
5	это не значит что	1	3
6	не говоря уже о	1	3
7	в том что он	1	3
8	и тем не менее	2	3
9	в том что и	1	2
10	уже о том что	1	2
11	внимание на то что	1	2
12	и т д на	1	2
13	и вместе с тем	2	2
14	о том что в	1	2
15	и т д и	2	2
16	с тем что в	1	2
17	бы то ни было	2	2
18	но вместе с тем	1	2
19	и в этом смысле	1	2
20	не может быть назван	1	2
21	вопрос до сих пор	1	1
22	и т д по	1	1
23	это не может быть	1	1
24	в зависимости от степени	1	1
25	не только по внешним	1	1
26	само по себе не	1	1
27	до сих пор мы	3	1
28	не было и тем	1	1
29	точно так же и	2	1
30	и т д вот	1	1
31	говоря уже о том	1	1
32	после того как он	2	1
33	потому что он был	1	1
34	ничего не говорится о	1	1
35	иметь в виду что	1	1
36	до сих пор в	1	1
37	а на самом деле	1	1
38	с другой же стороны	1	1
39	нет никакого сомнения что	1	1
40	ответ на этот вопрос	1	1
41	дело не только в	1	1
42	имеет такое же значение	1	1
43	должно было бы быть	1	1
44	не в том чтобы	1	1
45	такое же значение как	1	1
46	надо иметь в виду	1	1
47	за то что она	1	1
48	в прямом смысле этого	1	1
49	приводит к тому что	1	1
50	тем не менее и	1	1
51	и т д все	3	1
52	т д все это	1	1
53	так же как и	1	1
54	а может быть даже	1	1
55	об этом можно судить	1	1
56	по мере того как	4	1
57	точно так же как	1	1
