N	2gram	Propp_Isto	Narrotol
1	не только	30	62
2	и не	12	50
3	при этом	7	47
4	но и	20	45
5	а не	9	38
6	в качестве	5	35
7	в частности	3	31
8	может быть	19	30
9	и в	41	30
10	в том	14	29
11	в этом	19	28
12	тогда как	4	28
13	своего рода	7	28
14	том что	18	28
15	а в	12	27
16	представляет собой	8	25
17	только в	10	25
18	состоит в	1	25
19	в данном	8	24
20	как и	8	24
21	не в	12	23
22	то что	12	23
23	то есть	1	22
24	не может	19	20
25	в себе	3	17
26	данном случае	7	17
27	так и	8	17
28	а также	2	17
29	со стороны	3	16
30	в его	4	16
31	к тому	4	15
32	можно сказать	3	15
33	но в	7	15
34	в жизни	2	14
35	и его	11	14
36	то же	12	13
37	в своей	4	13
38	уже не	8	13
39	о том	15	13
40	в своем	3	13
41	у него	16	13
42	все же	14	12
43	на протяжении	1	12
44	сводится к	3	12
45	как в	17	12
46	перед нами	4	12
47	как бы	8	12
48	прежде всего	6	12
49	по отношению	3	11
50	об этом	7	11
51	к себе	4	11
52	хотя и	3	11
53	если бы	3	11
54	и тем	4	11
55	в этой	2	11
56	в нем	12	11
57	героя в	3	11
58	отличие от	1	11
59	тем самым	3	11
60	отношению к	3	11
61	один из	7	10
62	никогда не	16	10
63	тому же	1	10
64	точки зрения	4	10
65	как это	6	10
66	в то	6	10
67	и все	6	10
68	жизни и	3	10
69	с его	4	10
70	ничего не	7	10
71	того что	7	10
72	но не	8	10
73	тем не	4	9
74	я в	1	9
75	что в	21	9
76	с ним	9	9
77	что он	29	9
78	еще не	13	9
79	потому что	13	9
80	во времени	1	9
81	далеко не	3	9
82	и к	1	8
83	в самом	2	8
84	в таком	1	8
85	о чем	2	8
86	не менее	5	8
87	не мог	1	8
88	одна из	7	8
89	он не	8	8
90	и он	8	8
91	самом деле	1	8
92	того чтобы	1	8
93	мы имеем	27	8
94	соответствии с	1	8
95	в литературе	2	8
96	у нас	4	8
97	но при	2	8
98	у нее	3	8
99	при всей	1	7
100	а во	1	7
101	в котором	3	7
102	встречи с	1	7
103	с другой	20	7
104	в ее	3	7
105	на себя	3	7
106	в конце	4	7
107	в чем	5	7
108	в силу	2	7
109	и на	12	7
110	в форме	4	7
111	же в	1	7
112	в свою	1	7
113	это не	14	7
114	вслед за	2	7
115	или в	11	7
116	в ней	4	7
117	в целом	2	7
118	все что	4	6
119	в результате	1	6
120	например в	6	6
121	между двумя	2	6
122	сказать что	5	6
123	на него	3	6
124	имеем дело	1	6
125	о ней	2	6
126	то в	1	6
127	что у	6	6
128	с одной	12	6
129	что и	13	6
130	героя и	5	6
131	на другой	2	6
132	не могла	1	6
133	в современной	2	6
134	однако в	2	6
135	однако и	1	6
136	в состав	1	6
137	таким образом	15	6
138	представляют собой	5	6
139	никак не	2	6
140	в известном	1	6
141	то и	6	6
142	из этих	6	6
143	в сознании	1	6
144	здесь не	4	6
145	ответ на	6	6
146	они не	4	6
147	как у	2	6
148	не по	2	6
149	одной стороны	12	6
150	на то	5	6
151	вплоть до	2	6
152	только что	1	5
153	дело с	2	5
154	не столько	4	5
155	и даже	3	5
156	и сам	3	5
157	именно в	2	5
158	а именно	12	5
159	мира и	2	5
160	в другом	2	5
161	для того	2	5
162	не всегда	6	5
163	может служить	1	5
164	в одном	2	5
165	из них	2	5
166	к нему	8	5
167	от его	2	5
168	не было	3	5
169	или не	1	5
170	но для	3	5
171	я не	1	5
172	человек в	1	5
173	между собой	1	5
174	в русской	8	5
175	и от	5	5
176	с ее	1	5
177	и здесь	13	5
178	что это	6	5
179	если не	4	5
180	их в	3	5
181	и у	3	5
182	с ними	2	5
183	о котором	1	5
184	том как	3	5
185	было бы	4	5
186	и уже	1	5
187	для нее	2	5
188	и то	3	5
189	мы не	10	5
190	в какой	1	5
191	тем более	2	5
192	в начале	2	5
193	еще в	3	5
194	не случайно	3	5
195	и о	2	5
196	говорилось выше	3	5
197	этом и	2	5
198	как будто	4	5
199	еще раз	1	4
200	даже в	2	4
201	по себе	2	4
202	в них	4	4
203	и с	4	4
204	все его	3	4
205	не вполне	5	4
206	он является	1	4
207	когда в	3	4
208	не существует	1	4
209	повествования и	1	4
210	которой он	3	4
211	хотя бы	1	4
212	только на	2	4
213	но они	4	4
214	и когда	2	4
215	который в	1	4
216	к этому	5	4
217	что они	5	4
218	на том	10	4
219	то у	1	4
220	в герое	3	4
221	в третьем	1	4
222	не о	1	4
223	не говорит	1	4
224	тому что	2	4
225	встрече с	1	4
226	пребывания в	1	4
227	в ответ	3	4
228	не будет	6	4
229	но зато	1	4
230	по своей	1	4
231	дома с	1	4
232	и по	7	4
233	и ее	6	4
234	на ее	1	4
235	для себя	1	4
236	оно не	2	4
237	вместе с	17	4
238	не имеет	6	4
239	во сне	2	4
240	в основе	2	4
241	могла бы	1	4
242	не могло	2	4
243	в обоих	1	4
244	мог бы	1	4
245	начиная с	2	4
246	что я	2	4
247	но именно	1	4
248	всяком случае	3	4
249	друг друга	2	4
250	ему в	1	4
251	зависит от	1	4
252	во всяком	3	4
253	для нас	8	4
