N	4gram	Losev_Dial	Marksizm
1	в то же время	3	15
2	бы то ни было	1	12
3	но в то же	1	9
4	на самом же деле	1	5
5	и пр и пр	1	5
6	с одной стороны и	1	3
7	с точки зрения самого	1	3
8	одной и той же	4	3
9	в связи с этим	1	3
10	одно и то же	2	3
11	и в том что	1	2
12	ни в коем случае	4	2
13	до тех пор пока	1	2
14	одна и та же	3	2
15	– это и есть	1	2
16	так же как и	1	2
17	в самом деле если	1	2
18	с этой точки зрения	4	1
19	уже по самой своей	1	1
20	ни в каком случае	2	1
21	не что иное как	6	1
22	взятая сама по себе	1	1
23	ничем не отличается от	4	1
24	сам по себе а	1	1
25	но что же такое	1	1
26	с той или иной	1	1
27	как мы уже сказали	1	1
28	говоря уже о том	2	1
29	значением в отличие от	1	1
30	не нуждаются ни в	1	1
31	уже о том что	2	1
32	как же может быть	1	1
33	не говоря уже о	6	1
34	ни к чему не	1	1
35	тем не менее в	1	1
36	не чем иным как	1	1
37	можно прямо сказать что	1	1
38	это значит что в	1	1
39	в пределах одной и	1	1
40	и неотделим от нее	1	1
41	в коем случае не	4	1
42	ничего общего не имеет	1	1
43	во-первых с точки зрения	1	1
44	ничего не имеет общего	1	1
45	не имеет общего с	1	1
46	и не нуждаются ни	1	1
47	в нем нет никакого	1	1
48	в том что все	1	1
49	имели в виду что	1	1
50	пределах одной и той	1	1
51	точки зрения она не	1	1
52	для него есть только	1	1
