N	2gram	Voloshinov	VLabPisa
1	таким образом	29	32
2	в этом	27	29
3	не только	18	26
4	и в	32	26
5	может быть	50	23
6	и не	42	20
7	хотя бы	8	20
8	художественного творчества	1	19
9	не может	40	17
10	в процессе	31	17
11	творческий процесс	1	17
12	в его	10	15
13	в том	13	15
14	этом отношении	4	14
15	в силу	1	14
16	все это	4	13
17	прежде всего	19	13
18	в качестве	4	12
19	в частности	2	12
20	как это	2	12
21	что в	5	11
22	с другой	6	11
23	из них	3	11
24	то же	19	10
25	не могут	4	10
26	в художественном	1	10
27	о том	4	10
28	но и	17	10
29	реальной действительности	1	10
30	и др	3	10
31	для него	18	9
32	к этому	10	9
33	могут быть	4	8
34	другой стороны	7	8
35	только в	14	8
36	на основании	1	8
37	все эти	8	8
38	вместе с	2	8
39	том что	12	8
40	ни один	1	8
41	было бы	8	8
42	не следует	2	8
43	в своем	3	8
44	в основном	10	7
45	из современных	1	7
46	это не	5	7
47	в конечном	1	7
48	не было	6	7
49	по отношению	10	7
50	тому что	6	7
51	как и	19	7
52	их в	1	7
53	действительности и	3	7
54	во всех	13	7
55	а не	15	7
56	то что	12	7
57	произведения в	1	7
58	главным образом	2	7
59	отношению к	9	7
60	же в	1	7
61	в нем	17	7
62	из этих	3	7
63	у него	2	6
64	более или	3	6
65	все же	13	6
66	работе над	1	6
67	приводит к	3	6
68	это и	3	6
69	бы и	2	6
70	он же	1	6
71	не в	13	6
72	между тем	8	6
73	так и	21	6
74	в себе	5	6
75	или менее	3	6
76	в зависимости	2	6
77	и его	33	6
78	в то	7	6
79	художественный образ	2	5
80	в результате	9	5
81	в их	5	5
82	связи с	22	5
83	одним из	4	5
84	конечном счете	1	5
85	как говорит	1	5
86	зависимости от	4	5
87	к тому	8	5
88	не является	11	5
89	на основе	4	5
90	и при	3	5
91	в одном	2	5
92	в пределах	7	5
93	же время	7	5
94	как бы	31	5
95	в целом	2	5
96	сказать что	7	5
97	в плане	1	5
98	и есть	3	5
99	никогда не	7	5
100	в самом	14	4
101	ее в	2	4
102	только что	2	4
103	познания и	1	4
104	в ее	9	4
105	как раз	5	4
106	можно сказать	4	4
107	что для	1	4
108	в этой	3	4
109	в единстве	5	4
110	следующим образом	2	4
111	что все	3	4
112	что он	5	4
113	равно как	1	4
114	в виду	2	4
115	по существу	1	4
116	в романе	2	4
117	с тем	1	4
118	творческих импульсов	2	4
119	с ними	5	4
120	в своей	5	4
121	является не	9	4
122	роль в	1	4
123	должен быть	2	4
124	с его	6	4
125	чем же	7	4
126	для его	1	4
127	в связи	12	4
128	в философии	2	4
129	когда он	1	4
130	в нашей	1	4
131	в сознании	2	4
132	одна из	6	4
133	отнюдь не	14	4
134	во время	2	4
135	и ее	4	4
136	познания в	1	4
137	в статье	1	4
138	и к	3	3
139	что они	1	3
140	видели что	1	3
141	что оно	3	3
142	и он	4	3
143	этой проблемы	4	3
144	этот процесс	4	3
145	в дневнике	1	3
146	мы знаем	7	3
147	того что	5	3
148	но как	3	3
149	него в	1	3
150	что и	5	3
151	у нас	4	3
152	сводится к	5	3
153	подобно тому	1	3
154	его в	7	3
155	в форме	3	3
156	творчества и	1	3
157	если бы	12	3
158	или в	4	3
159	на данном	3	3
160	в другую	1	3
161	именно в	6	3
162	в конце	5	3
163	например в	2	3
164	момент в	3	3
165	между ними	6	3
166	и как	8	3
167	в слове	13	3
168	же и	3	3
169	явлений и	2	3
170	большей или	1	3
171	и художественного	1	3
172	мира и	2	3
173	вовсе не	15	3
174	бы в	4	3
175	с этим	6	3
176	и мир	2	3
177	а в	5	3
178	что не	4	3
179	как о	2	3
180	в котором	6	3
181	из элементов	1	3
182	даже и	2	3
183	она не	2	3
184	в значительной	3	3
185	его не	2	3
186	того чтобы	9	3
187	в работе	3	3
188	для того	8	3
189	тому как	1	3
190	и их	2	3
191	всех других	3	3
192	как он	3	3
193	мыслительного процесса	1	3
194	далеко не	5	3
195	этот вопрос	5	3
196	так же	10	3
197	при помощи	1	3
198	процесс не	1	3
199	человека и	1	3
200	образом не	1	3
201	или меньшей	1	3
202	как на	2	3
203	нет и	4	3
204	наблюдения и	1	3
205	это делает	2	3
206	образом в	1	3
207	и от	6	3
208	точки зрения	48	3
209	жизни и	4	3
210	и по	1	3
211	как целого	3	3
212	всех этих	2	3
213	имеет свою	4	3
214	мы видели	5	3
215	мы наблюдаем	1	2
216	в особенности	1	2
217	этом и	1	2
218	отметить что	1	2
219	представить себе	1	2
220	им как	2	2
221	и весь	1	2
222	объективная действительность	1	2
223	труда и	1	2
224	только не	1	2
225	у каждого	1	2
226	все его	1	2
