N	2gram	Vygotskiy_	Analitik
1	не только	16	71
2	и в	65	66
3	в качестве	2	61
4	но и	6	57
5	в том	46	52
6	может быть	33	52
7	в этом	37	51
8	в частности	3	51
9	как и	12	50
10	и не	20	48
11	а не	11	42
12	при этом	10	40
13	том что	28	40
14	то есть	30	35
15	так и	3	35
16	в мире	3	31
17	представляет собой	3	30
18	состоит в	4	30
19	отнюдь не	2	29
20	как бы	29	29
21	не может	17	29
22	а в	9	28
23	в его	11	27
24	и его	8	27
25	не в	12	26
26	но не	3	26
27	в себе	9	24
28	иначе говоря	10	23
29	что в	36	22
30	и даже	4	22
31	к тому	18	22
32	в этой	20	22
33	о том	17	20
34	в самом	41	19
35	то же	17	19
36	в своей	6	19
37	с его	2	19
38	но в	5	19
39	в данном	5	18
40	в то	5	18
41	тем самым	4	17
42	с другой	8	17
43	только в	9	17
44	со стороны	4	17
45	такого рода	1	17
46	в целом	8	17
47	что и	7	16
48	то что	61	16
49	и на	7	15
50	не есть	1	15
51	между тем	10	15
52	уже не	2	15
53	прежде всего	2	15
54	в сущности	16	15
55	в их	3	15
56	не менее	1	14
57	того же	4	14
58	себя в	1	14
59	в себя	1	14
60	мы имеем	2	14
61	в отличие	1	14
62	данном случае	5	14
63	столь же	5	14
64	отличие от	1	14
65	далеко не	3	14
66	по себе	5	13
67	точки зрения	19	13
68	тому же	2	13
69	он не	11	13
70	этого слова	5	13
71	ничего не	4	13
72	как раз	14	13
73	для него	4	13
74	а также	1	13
75	в начале	1	13
76	и к	5	12
77	и сам	1	12
78	никогда не	9	12
79	как это	13	12
80	в первой	2	12
81	сводится к	1	12
82	как в	8	12
83	еще не	3	12
84	в конечном	2	12
85	есть не	2	12
86	в той	8	11
87	даже в	2	11
88	конечном счете	1	11
89	в свою	6	11
90	той же	6	11
91	это не	7	11
92	можно сказать	2	11
93	и как	10	11
94	во второй	1	11
95	не с	2	11
96	не следует	3	11
97	именно в	3	10
98	все же	10	10
99	едва ли	4	10
100	с одной	7	10
101	в конце	5	10
102	было бы	22	10
103	однако в	1	10
104	подобно тому	1	10
105	и одновременно	2	10
106	отношения к	3	10
107	совпадает с	2	10
108	здесь не	3	10
109	со своей	3	10
110	того или	2	10
111	один из	7	10
112	на себя	1	10
113	говорить о	3	9
114	говорит о	6	9
115	не столько	1	9
116	в результате	3	9
117	другой стороны	5	9
118	и того	1	9
119	одной стороны	6	9
120	свою очередь	3	9
121	том чтобы	2	9
122	в своем	8	9
123	по поводу	1	9
124	таким образом	21	9
125	во всех	4	9
126	в русской	4	9
127	за пределы	1	9
128	или иного	2	9
129	только не	3	9
130	имеет место	2	9
131	вместе с	10	9
132	автора и	2	9
133	вступает в	1	9
134	тому как	1	9
135	того что	9	9
136	что касается	2	9
137	дело с	5	8
138	о чем	1	8
139	роль в	2	8
140	между двумя	3	8
141	в сторону	2	8
142	как известно	2	8
143	о его	2	8
144	с ним	6	8
145	если бы	22	8
146	и все	14	8
147	что он	23	8
148	перед нами	12	8
149	не является	2	8
150	в основе	5	8
151	с точки	11	8
152	хотя и	1	8
153	этом отношении	1	8
154	дело не	3	8
155	целого в	1	8
156	он и	1	8
157	одного из	2	8
158	во всяком	6	7
159	в другом	6	7
160	времени в	1	7
161	в одном	9	7
162	как мы	12	7
163	одна из	6	7
164	от себя	1	7
165	не мог	4	7
166	по преимуществу	2	7
167	как нам	1	7
168	внимание на	4	7
169	несмотря на	7	7
170	в ее	9	7
171	у него	6	7
172	в таком	6	7
173	как говорит	2	7
174	и тем	4	7
175	в свое	1	7
176	и является	1	7
177	собственно говоря	1	7
178	в глазах	1	7
179	всяком случае	6	7
180	и для	4	7
181	все это	12	7
182	таком случае	1	7
183	однако не	3	7
184	на его	2	7
185	или иначе	2	7
186	художественного произведения	2	7
187	себя и	1	7
188	место в	6	7
189	что иное	1	7
190	как будто	13	7
191	иное как	1	7
192	во всем	2	6
193	для всех	2	6
194	те же	2	6
195	так или	1	6
196	или в	6	6
197	художественное произведение	2	6
198	казалось бы	7	6
199	одного и	2	6
200	хотя бы	3	6
201	превращается в	1	6
202	не что	1	6
203	с другим	2	6
204	вовсе не	11	6
205	из них	10	6
206	то в	1	6
207	что не	5	6
208	о себе	1	6
209	не будет	2	6
210	могла бы	6	6
211	в силу	2	6
212	в нем	8	6
213	он был	3	6
214	если в	2	6
215	на этом	6	6
216	из которых	6	6
217	из того	1	6
218	не более	3	6
219	от своего	2	6
220	и более	4	6
221	из этих	6	6
222	более чем	2	6
223	и то	10	6
224	ответ на	1	6
225	уже в	1	6
226	читателя в	1	6
227	есть в	3	6
228	по его	3	6
229	должен быть	4	6
230	его в	5	6
231	тем более	2	6
232	мере в	1	6
233	же в	2	6
234	и читателя	1	6
235	что на	4	6
236	все что	2	5
237	которая в	1	5
238	не так	4	5
239	по выражению	2	5
240	не как	1	5
241	а затем	1	5
242	в этих	3	5
243	в них	4	5
244	в первом	3	5
245	мысль о	1	5
246	тем что	7	5
247	в один	4	5
248	или ином	1	5
249	речь идет	7	5
250	же его	1	5
251	в котором	7	5
252	при рассмотрении	1	5
253	для того	18	5
254	в слове	1	5
255	может служить	8	5
256	в эту	2	5
257	к этому	5	5
258	и он	5	5
259	с другими	1	5
260	ни в	6	5
261	не о	1	5
262	будто бы	3	5
263	я не	9	5
264	и до	4	5
265	того и	1	5
266	но как	3	5
267	а с	4	5
268	так что	10	5
269	бы быть	2	5
270	и по	2	5
271	и потому	1	5
272	с ее	5	5
273	и здесь	9	5
274	том или	1	5
275	романа в	1	5
276	не могут	2	5
277	самом деле	33	5
278	с таким	4	5
279	в романе	2	5
280	как о	1	5
281	к его	2	5
282	жизни в	1	5
283	да и	1	5
284	в итоге	1	5
285	еще и	2	5
286	совершенно не	8	5
287	что мы	6	5
288	на примере	3	5
289	каждый из	3	5
290	он в	3	5
291	тот же	5	5
292	и смерти	3	5
293	в художественном	1	5
294	этом случае	1	5
295	принадлежит к	3	5
296	на вопрос	1	5
297	мы не	7	5
298	о смерти	1	5
299	с той	8	5
300	в новелле	1	5
301	в общем	4	5
302	в глубине	1	5
303	все эти	7	5
304	одно из	4	5
305	в искусстве	2	5
306	и их	2	5
307	к игре	1	5
308	такой же	2	5
309	и особенно	1	5
310	таким же	1	5
311	однако и	3	4
312	а вот	1	4
313	строго говоря	1	4
314	его от	1	4
315	связь с	5	4
316	в своих	6	4
317	к самому	4	4
318	в собственном	1	4
319	что по	3	4
320	отличается от	2	4
321	так в	1	4
322	с этим	11	4
323	нам не	2	4
324	в действительности	3	4
325	только на	3	4
326	что же	3	4
327	сказать что	14	4
328	на него	3	4
329	что она	34	4
330	воли и	2	4
331	не все	1	4
332	к нему	2	4
333	и представляет	1	4
334	разного рода	1	4
335	все прочие	2	4
336	не было	4	4
337	в которой	8	4
338	одним из	2	4
339	смысла но	1	4
340	между ними	1	4
341	в двух	11	4
342	в чем	3	4
343	бы в	3	4
344	могли бы	6	4
345	мы уже	12	4
346	и что	29	4
347	и от	1	4
348	и есть	3	4
349	его к	2	4
350	а как	1	4
351	искусства в	1	4
352	были бы	5	4
353	шекспира и	2	4
354	ясно говорит	2	4
355	была бы	5	4
356	своем составе	1	4
357	представляют собой	3	4
358	как он	2	4
359	в отношении	1	4
360	смысла в	1	4
361	о своей	1	4
362	а именно	1	4
363	бы не	5	4
364	который не	7	4
365	в известном	1	4
366	и т	19	4
367	это и	4	4
368	его и	1	4
369	потому что	26	4
370	того чтобы	21	4
371	и если	13	4
372	и тогда	1	4
373	литературных произведений	1	4
374	вслед за	4	4
375	на две	3	4
376	и во	3	4
377	но это	6	4
378	обратиться к	4	4
379	как к	6	4
380	все они	3	4
381	о нем	2	4
382	так у	1	4
383	свидетельствует о	1	4
384	как у	2	4
385	ее в	7	4
386	в полном	4	4
387	из своих	1	4
388	здесь в	4	4
389	бы и	2	4
390	все той	1	4
391	указывает на	8	4
392	нас к	1	4
393	по своему	6	4
394	первой части	1	4
395	об этом	4	4
396	и другого	1	4
397	жизнь и	2	4
398	но при	2	4
399	произведения искусства	1	4
400	и композиция	1	4
401	сюжет и	2	4
402	на основе	1	4
403	смысл его	2	4
404	и ее	4	4
405	основе своей	1	4
406	отношение к	2	4
407	и о	6	4
408	от него	2	3
409	и составляет	1	3
410	рассказ о	2	3
411	к этой	3	3
412	с этой	5	3
413	случае не	1	3
414	тем как	1	3
415	сам автор	5	3
416	в виду	6	3
417	с действительностью	1	3
418	и с	4	3
419	на свою	2	3
420	в речи	3	3
421	в жизни	6	3
422	с тем	14	3
423	похож на	1	3
424	только для	3	3
425	в момент	1	3
426	тем в	3	3
427	в такой	5	3
428	повествования и	2	3
429	ничто не	1	3
430	на самом	3	3
431	это было	4	3
432	этой связи	1	3
433	и той	4	3
434	одной и	4	3
435	и те	2	3
436	от своей	1	3
437	себе в	1	3
438	пока еще	1	3
439	как на	9	3
440	автор как	3	3
441	что все	10	3
442	в зависимости	1	3
443	в противном	1	3
444	тут же	1	3
445	к ее	1	3
446	гораздо более	2	3
447	всего в	1	3
448	бы то	1	3
449	при анализе	2	3
450	что у	7	3
451	в восприятии	1	3
452	первом случае	1	3
453	должно быть	1	3
454	в состоянии	1	3
455	которого он	1	3
456	связи с	2	3
457	всякий раз	6	3
458	не говорит	1	3
459	очевидно что	4	3
460	в связи	1	3
461	так сказать	6	3
462	между собой	2	3
463	что как	4	3
464	не был	1	3
465	здесь как	1	3
466	смысл и	8	3
467	в рассказе	9	3
468	его художественной	1	3
469	в тех	5	3
470	и тот	1	3
471	теми же	1	3
472	из этого	10	3
473	бы ни	1	3
474	слова как	3	3
475	во время	4	3
476	всех этих	2	3
477	случае это	1	3
478	в сюжете	1	3
479	означает что	1	3
480	нам кажется	2	3
481	в одну	2	3
482	один голос	1	3
483	например в	5	3
484	тогда когда	2	3
485	что они	9	3
486	глубине души	1	3
487	никак не	12	3
488	переходит от	1	3
489	можно было	7	3
490	этом как	1	3
491	оно не	1	3
492	не понимаю	1	3
493	сами по	3	3
494	если не	1	3
495	сюжета и	2	3
496	до этого	1	3
497	ни о	1	3
498	мы могли	5	3
499	смысла и	3	3
500	заключается в	13	3
501	с целью	1	3
502	он прав	1	3
503	никто не	1	3
504	ли он	4	3
505	своего предмета	1	3
506	о котором	5	3
507	зависимости от	1	3
508	на каждом	1	3
509	во сне	1	3
510	в словах	2	3
511	человека и	1	3
512	только одно	3	3
513	ни к	1	3
514	он же	1	3
515	и заключается	1	3
516	быть не	2	3
517	из его	1	3
518	тех пор	2	3
519	поскольку он	1	3
520	для нее	2	3
521	и больше	2	3
522	и наоборот	1	3
523	для читателя	2	3
524	т п	7	3
525	она может	4	3
526	мог бы	1	3
527	на этот	2	3
528	как нельзя	3	3
529	на языке	1	3
530	так как	13	3
531	они не	2	3
532	иметь дело	3	3
533	же мере	2	3
534	где он	3	3
535	указание на	1	3
536	дело в	1	3
537	о ее	5	3
538	когда же	1	3
539	ведь это	1	3
540	но с	2	3
541	сторону и	1	3
542	в таких	1	3
543	а о	1	3
544	сам по	2	3
545	не от	2	3
546	который как	2	3
547	о жизни	1	3
548	понимать как	1	3
549	и без	2	3
550	в какой	8	3
551	при таком	4	3
552	противном случае	1	3
553	к своему	2	3
554	и я	3	3
555	один и	1	3
556	этих двух	1	3
557	ко всему	1	3
558	только к	1	3
559	она не	10	3
560	также и	1	3
561	в ней	23	3
562	но он	5	3
563	мы узнаем	3	3
564	независимо от	2	3
565	мы должны	3	3
566	и может	5	3
567	говоря о	1	3
568	идет о	8	3
569	же самое	14	3
570	которые в	1	3
571	когда он	8	3
572	может показаться	1	3
573	слова в	1	3
574	это означает	1	3
575	жизни и	6	3
576	все еще	1	3
577	на то	25	3
578	душевной жизни	1	3
579	может и	1	3
580	однако все	1	3
581	для этого	9	3
582	и наконец	2	3
583	не к	5	3
584	момент его	1	3
585	является в	1	2
586	в стихе	1	2
587	еще раз	3	2
588	над нами	1	2
589	сказано о	1	2
590	за исключением	1	2
591	случае мы	1	2
592	еще более	2	2
593	в применении	1	2
594	тому что	10	2
595	следует что	2	2
596	так ли	2	2
597	или нет	1	2
598	которой в	1	2
599	или иному	1	2
600	читателя к	1	2
601	требует от	1	2
602	и другими	2	2
603	долгое время	1	2
604	разговора с	3	2
