N	3gram	Vygotskiy_	Vvedenie
1	и т д	6	39
2	для того чтобы	41	22
3	в том что	30	15
4	о том что	15	13
5	не может быть	4	10
6	в этом смысле	3	10
7	до сих пор	9	7
8	в применении к	1	6
9	в самом деле	8	6
10	в то же	1	6
11	в этом случае	2	6
12	то же время	1	6
13	и т п	5	5
14	в том чтобы	6	5
15	на этот вопрос	5	5
16	не что иное	2	5
17	что иное как	2	5
18	с другой стороны	8	5
19	во всяком случае	1	5
20	вопрос о том	3	5
21	и в том	2	4
22	по отношению к	2	4
23	по крайней мере	1	4
24	с точки зрения	5	4
25	по сравнению с	4	4
26	само по себе	3	4
27	можно было бы	4	4
28	не только в	5	4
29	в данном случае	3	4
30	в отличие от	3	4
31	с одной стороны	15	4
32	в этом отношении	3	4
33	и в этом	2	4
34	одной стороны и	1	3
35	той или иной	2	3
36	вместе с тем	4	3
37	чтобы понять что	1	3
38	заключается в том	9	3
39	и именно в	2	3
40	в собственном смысле	2	3
41	и в самом	3	3
42	можно сказать что	3	3
43	того чтобы понять	2	3
44	именно в этом	2	3
45	дело в том	2	3
46	в зависимости от	7	3
47	и то что	4	3
48	с тем что	3	3
49	то же самое	8	3
50	сама по себе	3	3
51	по этому поводу	4	3
52	что может быть	2	3
53	в том виде	1	3
54	в целом ряде	2	2
55	как она есть	2	2
56	в свою очередь	1	2
57	как будто бы	1	2
58	не в том	1	2
59	но вместе с	1	2
60	в значительной мере	1	2
61	на задний план	1	2
62	обратим внимание на	1	2
63	на том что	1	2
64	таким образом по	1	2
65	не до конца	1	2
66	этой точки зрения	3	2
67	том или ином	1	2
68	в большей части	1	2
69	с этой точки	3	2
70	может быть в	1	2
71	между ними и	1	2
72	и той же	4	2
73	именно на этом	2	2
74	и что следовательно	2	2
75	и то же	4	2
76	того чтобы он	2	2
77	состоит в том	2	2
78	то что могло	1	2
79	сам по себе	4	2
80	а между тем	1	2
81	смысле этого слова	1	2
82	в конце концов	6	2
83	потому что он	3	2
84	ответ на этот	2	2
85	одно и то	3	2
86	самом деле как	1	2
87	одной и той	4	2
88	в том или	1	2
89	что в нем	3	2
90	что в этом	6	2
91	в большей мере	1	2
92	и того же	2	2
93	принять во внимание	2	2
94	подобно тому как	1	2
95	не могут быть	1	2
96	имеет дело с	2	2
97	таким образом возникает	1	2
98	влечет за собой	1	2
99	в другом месте	1	2
100	одного и того	2	2
101	что даже и	1	2
102	обратить внимание на	2	2
103	после того как	1	2
104	вовсе не в	2	2
105	в каждом данном	1	2
106	может быть и	2	2
107	тех пор пока	2	1
108	собственном смысле слова	2	1
109	увидим что оно	2	1
110	таким образом мы	2	1
111	что могло бы	1	1
112	том виде как	1	1
113	бы и не	1	1
114	вовсе может быть	1	1
115	все то что	6	1
116	и на других	1	1
117	и сказывается в	1	1
118	идет речь о	1	1
119	и др в	1	1
120	о котором мы	3	1
121	которая сама по	1	1
122	что это есть	2	1
123	на одной из	1	1
124	никак не может	3	1
125	когда говорил что	1	1
126	но и за	1	1
127	что обе эти	1	1
128	он должен быть	1	1
129	заключены в самом	1	1
130	бы сказать что	2	1
131	одной из этих	1	1
132	от того что	1	1
133	потому что это	1	1
134	в том смысле	1	1
135	что это только	1	1
136	точки зрения можно	1	1
137	же ясно что	1	1
138	все равно не	1	1
139	не в этом	1	1
140	и в результате	3	1
141	это только одна	1	1
142	на самом деле	8	1
143	то или иное	1	1
144	его и это	1	1
145	справедливо видит в	1	1
146	действительно по своему	1	1
147	не есть еще	1	1
148	то для того	1	1
149	какой бы то	1	1
150	и не в	1	1
151	тот факт что	6	1
152	как один из	1	1
153	ответить на этот	1	1
154	таким образом для	1	1
155	искусстве и именно	1	1
156	т д мы	1	1
157	он мог бы	1	1
158	т д и	1	1
159	имеет еще и	1	1
160	когда мы говорим	1	1
161	художественной литературы и	1	1
162	в средние века	1	1
163	если бы оно	1	1
164	у него в	1	1
165	и для того	1	1
166	если же мы	1	1
167	смотреть как на	1	1
168	более или менее	1	1
169	в лучшем случае	3	1
170	до тех пор	2	1
171	как раз наоборот	2	1
172	того или иного	1	1
173	между тем мы	1	1
174	нужно принять во	1	1
175	в частности в	1	1
176	и есть то	1	1
177	а кроме того	1	1
178	как мы помним	1	1
179	если принять во	1	1
180	в самом процессе	1	1
181	так как она	3	1
182	может быть только	1	1
183	в дополнение к	1	1
184	потому что и	1	1
185	всегда заключает в	1	1
186	самого по себе	1	1
187	это состоит в	1	1
188	именно в этой	1	1
189	потому что она	1	1
190	совершенно ясно что	7	1
191	о том насколько	1	1
192	потому что в	4	1
193	не только о	1	1
194	в особенности в	1	1
195	именно потому что	3	1
196	которая существует между	3	1
197	сказать что в	2	1
198	то о чем	2	1
199	потому что все	3	1
200	нужно было бы	1	1
201	того что в	1	1
202	и здесь уже	2	1
203	после этого уже	1	1
204	в том факте	1	1
205	иное как именно	1	1
206	как раз в	2	1
207	сомневаться в том	1	1
208	самом деле есть	1	1
209	зависимости от того	4	1
210	иметь дело со	1	1
211	так же как	3	1
212	том смысле в	1	1
213	в своих собственных	1	1
214	только потому что	1	1
215	по его словам	1	1
216	во многих случаях	1	1
217	и прежде всего	1	1
218	мы имеем в	1	1
219	том что в	2	1
220	но если бы	1	1
221	и никогда не	1	1
222	по себе не	2	1
223	а в том	1	1
224	связь между языком	1	1
225	и даже прямо	1	1
226	прямо противоположный тому	1	1
227	с самого начала	5	1
228	именно для того	1	1
229	между языком и	1	1
230	чтобы сделать эти	1	1
231	но во всяком	1	1
232	тому о чем	1	1
233	том что он	4	1
234	в своих исследованиях	1	1
235	того чтобы сделать	2	1
236	то ни было	1	1
237	том что с	1	1
238	как если бы	1	1
239	и как раз	1	1
240	в русском языке	1	1
241	ничего не может	2	1
242	но в этом	1	1
243	то обстоятельство что	2	1
244	человеческой природы и	1	1
245	было бы назвать	1	1
246	то что у	1	1
247	заключает в себе	6	1
248	том факте что	1	1
249	имел в виду	1	1
250	к тому что	8	1
251	только то что	1	1
252	есть не просто	2	1
253	чтобы увидеть что	3	1
254	бы то ни	1	1
255	и его школой	1	1
256	из того что	3	1
257	сказывается и в	1	1
258	показывает что в	2	1
259	идет речь в	1	1
260	а не только	1	1
261	него в этом	1	1
262	чем то что	1	1
263	не то что	3	1
264	из которых каждый	1	1
265	не прямо а	1	1
