N	3gram	Voloshinov	Myslijsy
1	в том что	1	47
2	по отношению к	2	26
3	не может быть	2	19
4	заключает в себе	4	19
5	тем не менее	1	18
6	только тогда когда	1	17
7	по крайней мере	1	17
8	само по себе	1	14
9	в свою очередь	4	14
10	то же время	7	13
11	в то же	9	13
12	более или менее	1	12
13	смысле этого слова	2	12
14	с другой стороны	1	12
15	и в этом	1	12
16	до сих пор	1	12
17	только в том	1	12
18	для того чтобы	7	11
19	одного и того	1	9
20	и того же	1	9
21	но и в	3	9
22	о том что	2	9
23	мы не можем	1	9
24	вместе с тем	2	8
25	на самом деле	3	8
26	только потому что	2	8
27	в этом случае	3	8
28	о происхождении языка	2	7
29	и то же	5	7
30	не только не	1	7
31	с точки зрения	5	7
32	как и в	1	7
33	можно сказать что	2	7
34	и той же	4	7
35	одно и то	5	7
36	одной и той	4	7
37	не только в	3	7
38	и как бы	2	6
39	то же самое	4	6
40	то что мы	4	6
41	с самого начала	4	6
42	не было бы	2	6
43	с тем и	2	5
44	по себе не	1	5
45	к тому что	2	5
46	что мы называем	3	5
47	таким образом в	1	5
48	мы видели что	2	4
49	мы не знаем	2	4
50	что мы не	1	4
51	все то что	2	4
52	в собственном смысле	1	4
53	происхождении языка и	1	4
54	в том и	1	4
55	и тем же	2	4
56	на этот вопрос	1	4
57	не что иное	2	4
58	одним и тем	1	4
59	то все же	1	4
60	что иное как	2	4
61	то есть к	1	4
62	в этом отношении	2	4
63	вопрос о том	1	4
64	если б мы	1	3
65	и в жизни	1	3
66	себе не может	1	3
67	в одном и	1	3
68	в большинстве случаев	1	3
69	хотя бы и	1	3
70	том и другом	1	3
71	нетрудно заметить что	1	3
72	к одной и	1	3
73	и том же	2	3
74	и тем самым	3	3
75	в связи с	2	3
76	одном и том	2	3
77	между тем в	1	3
78	в одном из	1	3
79	таким образом мы	1	3
80	равно как и	2	3
81	представим себе что	1	3
82	можно заметить что	1	3
83	дает нам возможность	1	3
84	притом так что	1	3
85	слова то есть	1	3
86	не говоря уже	1	3
87	можно было бы	1	3
88	на первый взгляд	2	3
89	мы увидим что	2	3
90	с течением времени	1	3
91	что у нас	2	2
92	а не иначе	1	2
93	о которой мы	1	2
94	но вместе с	1	2
95	заключать в себе	1	2
96	в себе все	1	2
97	и во всех	1	2
98	но не только	1	2
99	но при этом	2	2
100	не только о	1	2
101	и при этом	1	2
102	тогда когда мы	1	2
103	вопроса о происхождении	1	2
104	не иначе как	1	2
105	даже и в	1	2
106	мы должны будем	1	2
107	и по отношению	1	2
108	но все же	3	2
109	тем самым мы	1	2
110	не существует и	1	2
111	так как в	1	2
112	и не может	1	2
113	мы не имеем	2	2
114	говорящего и слушающего	3	2
115	то же слово	2	2
