N	3gram	Trubetskoy	Analitik
1	в том что	3	25
2	не может быть	1	19
3	по отношению к	1	18
4	в то же	2	16
5	о том что	4	15
6	в данном случае	1	14
7	в отличие от	1	14
8	то же время	2	14
9	той или иной	2	14
10	к тому же	4	13
11	с другой стороны	1	9
12	в свою очередь	1	9
13	по крайней мере	5	9
14	с одной стороны	7	9
15	состоит в том	1	8
16	с точки зрения	6	8
17	в этом отношении	2	8
18	в таком случае	1	7
19	во всяком случае	6	7
20	тем не менее	3	6
21	одного и того	1	6
22	так или иначе	3	6
23	и того же	1	6
24	не только не	1	5
25	том или ином	1	5
26	до известной степени	1	4
27	в том или	1	4
28	в самом деле	1	4
29	для того чтобы	5	4
30	не в том	1	4
31	в соответствии с	1	4
32	и в этом	2	4
33	и тот же	1	3
34	в том числе	5	3
35	крайней мере в	1	3
36	сами по себе	1	3
37	бы то ни	2	3
38	в первом случае	1	3
39	речь идет о	1	3
40	а в том	1	3
41	то ни было	2	3
42	в связи с	3	3
43	то же самое	2	3
44	можно сказать что	2	3
45	и все же	1	3
46	и т.д в	1	3
47	о полку игореве	1	3
48	с этой точки	2	2
49	более или менее	5	2
50	друг с другом	5	2
51	в широком смысле	1	2
52	до сих пор	5	2
53	смысле этого слова	1	2
54	а с другой	5	2
55	и в сущности	1	2
56	на то что	2	2
57	один и тот	1	2
58	случае мы имеем	1	2
59	этой точки зрения	2	2
60	а между тем	1	2
61	слове о полку	1	2
62	но в то	1	2
63	в общем контексте	1	2
64	в себе не	1	2
65	тем или иным	1	2
66	как и ее	1	2
67	в слове о	1	2
68	но и как	1	2
69	с этого момента	1	2
70	самое следует сказать	1	1
71	в рамках определенной	1	1
72	о том как	1	1
73	мы видим что	1	1
74	то или иное	2	1
75	есть как бы	2	1
76	быть и больше	1	1
77	из этих трех	1	1
78	что мы знаем	1	1
79	сказать и о	1	1
80	между нами и	1	1
81	свидетельствует о том	1	1
82	что и произошло	1	1
83	не совпадает с	1	1
84	но они не	1	1
85	именно потому что	1	1
86	в конце концов	3	1
87	в то что	1	1
88	не только для	2	1
89	всяком случае не	3	1
90	и вместе с	4	1
91	и таким образом	3	1
92	таким образом в	2	1
93	во всей своей	1	1
94	не исключая и	1	1
95	следует сказать и	1	1
96	в этой роли	1	1
97	есть то самое	1	1
98	виде в каком	1	1
99	в одну из	1	1
100	из них не	1	1
101	том виде в	2	1
102	что в этом	1	1
103	на этот раз	1	1
104	с тех пор	2	1
105	что даже в	1	1
106	только то что	1	1
107	лицом к лицу	1	1
108	тех пор как	1	1
109	уже говорили о	1	1
110	с другой с	1	1
111	хотя бы с	1	1
112	с ними в	1	1
113	и в этой	1	1
114	в этом последнем	1	1
115	может и не	1	1
116	в одном из	1	1
117	есть не более	1	1
118	выход из себя	1	1
119	к лицу с	1	1
120	вместе с тем	8	1
121	ничего определенного не	1	1
122	к чему не	1	1
123	одной стороны с	1	1
124	а вместе с	1	1
125	и далее в	1	1
126	но при этом	1	1
127	же время он	1	1
128	имеем в виду	1	1
129	говорить не приходится	1	1
130	в ритмическом отношении	1	1
131	мы знаем о	1	1
132	на востоке и	1	1
133	к этому что	1	1
134	тот факт что	1	1
135	точно так же	3	1
136	сказать что в	1	1
137	несмотря на его	1	1
138	в то время	1	1
139	а не как	1	1
140	одной из этих	1	1
141	в своей теоретической	1	1
142	под этим именем	1	1
143	друг друга а	1	1
144	только тогда когда	1	1
145	широком смысле этого	1	1
146	мы имеем в	1	1
147	человека для того	1	1
148	своей ролью в	1	1
149	в первую очередь	1	1
150	и не могут	1	1
151	так и в	1	1
152	в связь с	1	1
153	ни к чему	1	1
154	все что мы	1	1
155	как бы в	1	1
156	мы уже говорили	1	1
157	все это было	1	1
158	в том виде	2	1
159	том числе и	4	1
160	что и в	1	1
161	не только как	1	1
162	которые могли бы	1	1
163	но и для	2	1
164	после того как	1	1
165	но с другой	1	1
