N	2gram	Trubetskoy	Vvedenie
1	и т	3	45
2	в том	17	38
3	в этом	17	35
4	и в	14	35
5	может быть	9	30
6	том что	9	30
7	не только	9	26
8	для того	6	23
9	того чтобы	8	22
10	таким образом	11	21
11	также и	1	20
12	не может	22	19
13	то что	13	19
14	потому что	5	18
15	только в	5	16
16	со стороны	4	16
17	о том	7	16
18	так как	4	15
19	языка и	1	15
20	в общем	1	14
21	что в	4	13
22	в самом	3	13
23	и не	19	13
24	в нем	5	13
25	в его	4	12
26	того что	3	12
27	в их	4	12
28	точки зрения	11	12
29	что такое	2	12
30	как на	8	12
31	то же	11	11
32	в ее	1	11
33	по себе	2	11
34	в данном	7	11
35	ясно что	2	11
36	как мы	1	11
37	прежде всего	8	10
38	не в	4	10
39	вопрос о	5	10
40	между тем	5	10
41	но в	2	10
42	тем не	1	9
43	смысле этого	1	9
44	все же	4	9
45	из этих	3	9
46	но не	4	9
47	и как	3	9
48	не менее	1	9
49	в истории	1	9
50	это не	1	8
51	в качестве	3	8
52	именно в	3	8
53	о котором	3	8
54	а только	1	8
55	можно было	4	8
56	с другой	1	8
57	представить себе	2	7
58	и то	4	7
59	до сих	5	7
60	в применении	1	7
61	как и	4	7
62	самом деле	7	7
63	но и	10	7
64	не трудно	1	7
65	сих пор	5	7
66	в разных	1	7
67	было бы	5	7
68	этот вопрос	2	7
69	как бы	4	7
70	один из	1	6
71	об этом	1	6
72	этом случае	3	6
73	все это	6	6
74	не могут	4	6
75	его в	4	6
76	на этот	1	6
77	тем что	3	6
78	с тем	6	6
79	вместе с	4	6
80	в которых	1	6
81	же время	10	6
82	и это	1	6
83	трудно видеть	1	6
84	так например	1	6
85	вовсе не	1	6
86	уже не	2	6
87	применении к	1	6
88	и даже	2	6
89	хотя бы	5	6
90	и что	2	6
91	видеть что	1	6
92	могут быть	1	6
93	том чтобы	3	6
94	но если	3	6
95	в то	10	6
96	а в	5	6
97	иное как	1	6
98	на почве	2	5
99	а потому	5	5
100	смотреть на	4	5
101	с этой	1	5
102	что и	3	5
103	дело в	1	5
104	что не	1	5
105	не есть	3	5
106	при том	4	5
107	что он	6	5
108	от этого	1	5
109	по своему	1	5
110	данном случае	3	5
111	культуры в	3	5
112	во всяком	9	5
113	в течение	2	5
114	так что	2	5
115	и тем	2	5
116	а не	2	5
117	говорить о	3	5
118	есть и	2	5
119	в различных	1	5
120	на основании	2	5
121	и т.д	4	5
122	не просто	2	5
123	как это	1	5
124	есть не	1	5
125	всяком случае	6	5
126	тогда когда	4	4
127	любовь к	2	4
128	с точки	9	4
129	этом отношении	1	4
130	в результате	2	4
131	в виде	3	4
132	в себе	9	4
133	но все	1	4
134	из двух	1	4
135	в котором	2	4
136	заключается в	1	4
137	но ведь	1	4
138	в своей	5	4
139	да и	3	4
140	должен быть	1	4
141	к тому	7	4
142	по крайней	1	4
143	чтобы понять	2	4
144	еще не	3	4
145	еще и	1	4
146	и заключается	1	4
147	даже и	2	4
148	по сравнению	1	4
149	это только	2	4
150	по отношению	2	4
151	крайней мере	1	4
152	можно сказать	1	4
153	отношению к	1	4
154	одной из	3	4
155	связи между	1	4
156	в области	2	4
157	только с	2	4
158	национальной культуры	13	4
159	и для	6	4
160	и обратно	1	4
161	из них	3	4
162	и к	6	3
163	с этим	2	3
164	невозможно но	1	3
165	что с	2	3
166	и на	5	3
167	данного народа	5	3
168	зависит от	2	3
169	и вот	2	3
170	на том	3	3
171	обе эти	1	3
172	при этом	5	3
173	что это	3	3
174	в сущности	1	3
175	из которых	5	3
176	в принципе	1	3
177	в этих	2	3
178	связи с	3	3
179	материал для	1	3
180	если бы	6	3
181	себе что	1	3
182	в силу	2	3
183	в очень	1	3
184	взгляде на	2	3
185	том виде	1	3
186	в конце	3	3
187	вообще не	1	3
188	сама по	2	3
189	находит себе	1	3
190	об отдельных	1	3
191	в собственном	1	3
192	вряд ли	3	3
193	нисколько не	2	3
194	с понятием	1	3
195	той или	3	3
196	и того	1	3
197	на этой	2	3
198	и других	1	3
199	все эти	2	3
200	то это	3	3
201	и есть	2	3
202	язык и	1	3
203	стороны и	1	3
204	что же	4	3
205	в значительной	3	3
206	входит в	1	3
207	по возможности	1	3
208	же как	1	3
209	так чтобы	3	3
210	в другом	3	3
211	в ней	2	3
212	и тогда	2	3
213	в частности	2	3
214	только на	2	3
215	или иных	1	3
216	в этой	4	3
217	же самое	1	3
218	в начале	2	3
219	но дело	1	3
220	не следует	1	3
221	того же	1	3
222	как оно	1	3
223	от того	4	3
224	так же	2	3
225	идет речь	4	3
226	быта и	1	3
227	что может	3	3
228	до конца	1	3
229	в своем	6	3
230	может оказаться	1	3
231	по этому	2	3
232	в зависимости	1	3
233	или иной	5	3
234	одна из	3	3
235	как будто	2	3
236	он сам	3	3
237	к этому	1	3
238	тех или	1	3
239	для которых	1	3
240	для этого	3	3
241	в известной	1	3
242	понять что	2	3
243	к нему	2	3
244	никогда не	5	3
245	при жизни	1	2
246	ближе к	1	2
247	во всем	4	2
248	так и	1	2
249	что они	3	2
250	что оно	3	2
251	образом по	1	2
252	нами не	1	2
253	и сейчас	3	2
254	собой в	1	2
255	должна быть	2	2
256	мы не	1	2
257	время в	2	2
258	и должно	2	2
259	народов но	1	2
260	несмотря на	3	2
261	вопросу о	3	2
262	прийти к	1	2
