N	2gram	Vygotskiy_	Mirosoze
1	и в	47	97
2	может быть	20	64
3	не только	36	63
4	в этом	47	55
5	но и	19	54
6	он не	5	53
7	а не	7	53
8	в нем	6	49
9	не может	23	49
10	у него	2	47
11	и не	27	39
12	никогда не	7	38
13	в ней	5	37
14	потому что	26	37
15	не было	1	36
16	не в	7	34
17	и есть	4	33
18	для него	6	31
19	не есть	4	30
20	но он	3	30
21	человека в	1	30
22	как и	19	29
23	прежде всего	9	29
24	и он	4	27
25	но в	9	27
26	о человеке	2	26
27	в своей	4	25
28	и это	2	25
29	и все	5	24
30	у нас	3	24
31	в своем	3	23
32	что в	23	23
33	что он	13	22
34	в самом	15	21
35	в себе	14	20
36	отношение к	8	20
37	как бы	13	19
38	до конца	8	19
39	в его	7	18
40	любви к	1	17
41	того что	27	17
42	и потому	3	17
43	том что	28	16
44	в том	38	16
45	то что	40	16
46	было бы	12	16
47	и его	14	16
48	быть может	1	15
49	в котором	6	15
50	не был	1	15
51	не знает	3	15
52	в этой	7	15
53	в конце	5	14
54	она не	7	14
55	так как	25	14
56	та же	2	13
57	и на	4	13
58	друг друга	9	13
59	и вот	1	13
60	привести к	4	12
61	в них	3	12
62	он сам	2	12
63	к нему	5	12
64	и у	1	12
65	но не	13	12
66	смысле слова	1	12
67	в любви	2	12
68	это не	6	12
69	все это	5	12
70	и к	11	11
71	с тем	8	11
72	уже не	1	11
73	в которой	16	11
74	только в	24	11
75	как в	7	11
76	и там	3	11
77	но это	4	11
78	и для	5	11
79	менее всего	3	11
80	то же	16	10
81	так же	26	10
82	чем у	3	10
83	один из	3	10
84	не могут	9	10
85	не имеет	6	10
86	это и	7	10
87	связана с	4	10
88	в самой	3	10
89	есть не	3	10
90	все что	7	9
91	из самых	1	9
92	к тому	13	9
93	не мог	2	9
94	должно быть	3	9
95	что и	4	9
96	я не	3	9
97	с ним	5	9
98	вместе с	19	9
99	человека на	1	9
100	в свою	3	9
101	и во	5	9
102	есть и	1	9
103	а в	3	9
104	лишь в	3	9
105	в этих	2	8
106	и с	5	8
107	тем что	14	8
108	о том	5	8
109	вопрос о	9	8
110	человека не	1	8
111	что не	2	8
112	за пределы	2	8
113	что есть	2	8
114	не так	1	8
115	в отношении	9	8
116	еще в	3	8
117	того чтобы	26	8
118	есть путь	1	8
119	отношении к	4	8
120	нет и	4	8
121	с его	1	8
122	ничего не	2	8
123	они не	2	8
124	уже в	3	8
125	только и	5	8
126	для того	24	8
127	во всем	4	7
128	не существует	1	7
129	в нашем	6	7
130	что все	6	7
131	точки зрения	39	7
132	она есть	2	7
133	те же	1	7
134	чем в	5	7
135	что она	8	7
136	на этом	4	7
137	от нее	3	7
138	отношения к	5	7
139	себя и	2	7
140	он в	1	7
141	мог бы	6	7
142	но если	5	7
143	высшей степени	1	7
144	в высшей	3	7
145	должен быть	1	7
146	также и	2	7
147	как он	1	7
148	к другу	4	6
149	самого себя	1	6
150	есть прежде	1	6
151	с этой	5	6
152	не как	1	6
153	на пути	1	6
154	и те	1	6
155	всего в	2	6
156	что у	4	6
157	прийти к	1	6
158	там и	1	6
159	его в	7	6
160	к чему	1	6
161	и она	2	6
162	у них	2	6
163	совсем не	2	6
164	можно было	7	6
165	по своей	12	6
166	в глубину	1	6
167	и от	6	6
168	и здесь	5	6
169	друг к	3	6
170	что это	7	6
171	его на	1	6
172	это есть	6	6
173	если бы	8	6
174	в которых	3	6
175	бы не	1	6
176	в ее	7	6
177	того как	6	6
178	должен был	2	6
179	и более	2	6
180	на все	1	6
181	жизнь и	1	6
182	гармонии и	1	6
183	к ней	2	6
184	на то	5	6
185	не к	1	6
186	еще не	5	5
187	бы в	7	5
188	которые не	1	5
189	он хочет	1	5
190	мысли и	13	5
191	одно из	6	5
192	с собой	3	5
193	и как	7	5
194	мысли о	1	5
195	отличается от	6	5
196	с этим	5	5
197	природы в	1	5
198	во всяком	2	5
199	для этого	4	5
200	мы увидим	1	5
201	говорит что	3	5
202	до того	2	5
203	перед ним	1	5
204	сказать что	18	5
205	к которому	3	5
206	все время	3	5
207	момент в	3	5
208	после того	1	5
209	и вместе	2	5
210	должно привести	1	5
211	от этого	3	5
212	он знал	1	5
213	сих пор	6	5
214	вопроса о	2	5
215	должны быть	5	5
216	в то	10	5
217	означает что	1	5
218	когда он	2	5
219	до сих	6	5
220	и этот	1	5
221	они и	2	5
222	интерес к	2	5
223	оно не	3	5
224	и мы	1	5
225	его и	2	5
226	в основе	5	5
227	этом пути	1	5
228	той же	13	5
229	в более	1	5
230	этот процесс	1	5
231	не для	2	5
232	так и	8	5
233	как у	1	5
234	в их	4	5
235	и я	1	5
236	связано с	4	5
237	думать что	1	5
238	него и	1	5
239	на путь	1	5
240	как будто	1	5
241	в той	7	4
242	что было	2	4
243	в центре	2	4
244	в момент	4	4
245	к этой	2	4
246	еще более	1	4
247	в разных	6	4
248	на деле	2	4
249	нас в	4	4
250	в своих	2	4
251	и даже	3	4
252	культуры в	1	4
253	в такой	6	4
254	было не	1	4
255	на природу	1	4
256	нельзя было	2	4
257	по отношению	10	4
258	не что	1	4
259	себе в	5	4
260	что они	11	4
261	мы видим	10	4
262	что иное	1	4
263	в каждом	3	4
264	бы друг	1	4
265	и через	1	4
266	теряет свою	1	4
267	и можно	1	4
268	была в	2	4
269	тому что	14	4
270	время как	7	4
271	в свете	9	4
272	себе и	2	4
273	в чем	5	4
274	а с	3	4
275	он живет	1	4
276	отношение между	7	4
277	так что	8	4
278	мысль что	2	4
279	и что	14	4
280	и по	6	4
281	от всякого	1	4
282	и против	2	4
283	его с	3	4
284	тогда когда	12	4
285	для них	1	4
286	ни в	3	4
287	и тот	1	4
288	но на	3	4
289	с ней	3	4
290	в начале	6	4
291	оно есть	5	4
292	то время	8	4
293	от его	2	4
294	никто не	2	4
295	к другому	5	4
296	к которой	3	4
297	перейти в	1	4
298	по сравнению	23	4
299	и тогда	3	4
300	в середине	2	4
301	и до	3	4
302	ли вы	1	4
303	в истории	1	4
304	только с	2	4
305	они были	1	4
306	он должен	1	4
307	как к	4	4
308	могут быть	7	4
309	может не	1	4
310	мы не	10	4
311	все равно	2	4
312	начала в	1	4
313	все эти	7	4
314	есть в	5	4
315	по своему	11	4
316	начинается в	3	4
317	значит что	1	4
318	и их	7	4
319	заключает в	2	4
320	от того	6	4
321	его отношение	2	4
322	отношению к	9	4
323	место в	1	4
324	и только	7	4
325	конце концов	1	4
326	иное как	1	4
327	является в	7	3
328	против него	1	3
329	это значит	1	3
330	о чем	8	3
331	в виду	5	3
332	ко всем	6	3
333	стоит в	1	3
334	мысль о	1	3
335	все же	7	3
336	но у	1	3
337	в иной	2	3
338	и границы	1	3
339	этого вопроса	3	3
340	ответить на	1	3
341	в противоположность	1	3
342	входит в	3	3
343	в этот	3	3
344	с трудом	1	3
345	одной и	5	3
346	в одном	4	3
347	приходит к	1	3
348	значительной степени	1	3
349	конечно не	2	3
350	можно ли	2	3
351	но этот	2	3
352	с другим	3	3
353	то чтобы	1	3
354	находится в	3	3
355	идей и	1	3
356	к этому	2	3
357	и свободу	1	3
358	неизбежно должна	1	3
359	не принадлежит	1	3
360	и еще	1	3
361	на том	2	3
362	в состоянии	4	3
363	хотя и	4	3
364	от всякой	2	3
365	и сама	1	3
366	одним из	3	3
367	но ведь	1	3
368	и жизнь	1	3
369	одно только	3	3
370	же как	14	3
371	но все-таки	1	3
372	во всех	9	3
373	остается в	2	3
374	всю свою	2	3
375	в наше	1	3
376	именно потому	1	3
377	ту же	4	3
378	между тем	2	3
379	эти слова	1	3
380	к этим	1	3
381	остается на	1	3
382	и тем	10	3
383	может уже	1	3
384	должны были	2	3
385	этот путь	3	3
386	с которым	1	3
387	раньше чем	2	3
388	были бы	5	3
389	и самое	2	3
390	ближе к	2	3
391	жизни а	1	3
392	для себя	24	3
393	и должно	1	3
394	но также	3	3
395	учение о	3	3
396	со всеми	2	3
397	все его	1	3
398	с таким	3	3
399	и будет	1	3
400	в пределах	3	3
401	как не	1	3
402	к его	3	3
403	приводит к	10	3
404	сравнению с	21	3
405	не до	2	3
406	только одно	2	3
407	все три	1	3
408	в значительной	3	3
409	это все	1	3
410	и поэтому	1	3
411	поверхности в	1	3
412	своему значению	3	3
413	и той	5	3
414	что же	3	3
415	она может	2	3
416	тому как	2	3
417	принадлежит к	2	3
418	всякий раз	3	3
419	на этот	2	3
420	он может	1	3
421	всяком случае	1	3
422	и после	1	3
423	обратиться к	1	3
424	из этой	1	3
425	поэтому он	2	3
426	и то	10	3
427	что оно	9	3
428	и всякий	1	3
429	для нас	4	3
430	в ином	3	3
431	ведь это	2	3
432	но с	4	3
433	а к	1	3
434	движение в	3	3
435	бытия и	1	3
436	себя а	1	3
437	говорят о	1	3
438	на его	3	3
439	об этом	4	3
440	в строении	2	3
441	ее он	1	3
442	в самых	2	3
443	центральная для	1	3
444	мы должны	7	3
445	но она	1	3
446	не с	3	3
447	движения в	3	3
448	человеческого сознания	2	3
449	отрывается от	1	3
450	и ничего	2	3
451	но для	2	3
452	с которыми	3	2
453	в единую	2	2
454	что если	2	2
455	вообще не	6	2
456	и своего	2	2
457	должны привести	1	2
458	и переходит	1	2
459	из всех	5	2
